,0,1
T_ae_28095_In,-149.6577,-78.37095
T_ae_75520_In,-155.39122,-74.426895
T_ae_80508_arsu,-31.73984,91.244194
T_ae_80716_arsu,-26.21336,111.73751
T_ae_81278_arsu,-37.27014,116.970055
T_ae_81338_arsu,-150.29543,-50.6168
T_ae_82491_pu,-151.50671,-55.764004
T_ae_82606_pu,-131.14255,-54.09618
T_ae_82608_pu,-130.42928,-56.99087
T_ae_85274_suta,-30.59286,97.89905
T_ae_86147_arsu,-23.746363,114.81631
T_ae_86229_arsu,-37.95515,112.75814
T_ae_86569_arsu,-17.234793,103.6265
T_ae_A15069_suta,-31.155277,102.58206
T_ae_A15279_pa,145.41852,-138.29515
T_ae_A16041_suta,-33.92588,98.61564
T_ae_A21562_pu,-150.821,-70.95842
T_ae_A2720_pu,-146.56857,-50.89893
T_ae_A2833_pu,-142.85478,-48.386505
T_ae_A317_jigu,81.83327,5.028342
T_ae_A324_jigu,87.27385,6.979492
T_ae_A3559_pu,-154.66716,-51.49242
T_ae_A439_pu,-149.90707,-45.009
T_ae_A458_ma,89.44391,27.259344
T_ae_A509_ma,68.58408,30.528849
T_ae_A522_ma,-42.84743,105.47286
T_ae_A7968_In,-147.71489,-69.30701
T_ae_A8087_In,-144.90091,-73.15629
T_ae_J249_ma,79.87464,30.830437
T_ae_J252_ma,86.23238,34.882423
T_ae_J261_ma,71.98978,29.868618
T_ae_J298_ma,64.75694,30.832195
T_ae_J319_roar,109.3822,31.724134
T_ae_J419_roar,71.40347,22.630686
T_ae_J598_arsu,-47.09601,109.97398
T_ae_J616_arsu,-47.555363,103.53646
T_ae_J678_roar,73.00532,35.880936
T_ae_J683_roar,73.32807,8.098598
T_ae_T10229_suta,-25.15677,95.83367
T_ae_T10679_pa,144.76566,-144.26846
T_ae_T12313_pu,-143.35748,-55.381832
T_ae_T13219_pu,-144.29276,-61.699123
T_ae_T13278_ma,78.672195,15.833429
T_ae_T13575_pa,141.71257,-142.36543
T_ae_T14205_In,-153.50302,-66.93361
T_ae_T14601_suta,-16.482693,100.508514
T_ae_T16625_suta,-18.016077,96.47652
T_ae_T16704_suta,-38.658054,93.91797
T_ae_T17307_pa,138.57043,-145.87027
T_ae_T19420_pa,149.45624,-141.33359
T_ae_T19436_suta,-27.114399,107.49347
T_ae_T2166_ma,82.94862,24.28776
T_ae_T2207_ma,72.11617,13.765751
T_ae_T24591_suta,143.61201,-149.12755
T_ae_T3237_jigu,78.44311,11.103259
T_ae_T3260_jigu,84.816055,13.537274
T_ae_T3376_jigu,-158.02449,-65.13435
T_ae_T4355_ma,83.90919,28.168394
T_ae_T742_suta,-39.94723,101.27936
T_ae_T7941_suta,82.899445,8.903452
T_ae_T8268_pa,139.27174,-139.51115
