,0,1
T_ae_28095_In,127.88458,51.83356
T_ae_75520_In,120.694565,85.17532
T_ae_80508_arsu,-68.43384,-1.7608159
T_ae_80716_arsu,-34.69145,44.181686
T_ae_81278_arsu,-80.86224,-18.891695
T_ae_81338_arsu,69.43542,109.02216
T_ae_82491_pu,82.5018,86.01812
T_ae_82606_pu,94.50586,114.9111
T_ae_82608_pu,101.65335,118.77196
T_ae_85274_suta,-84.136536,14.486828
T_ae_86147_arsu,-72.45759,43.52099
T_ae_86229_arsu,-32.420933,0.7136696
T_ae_86569_arsu,-81.56091,28.029936
T_ae_A15069_suta,-50.525013,19.52736
T_ae_A15279_pa,-243.3043,-4.4743147
T_ae_A16041_suta,-65.22368,-11.15632
T_ae_A21562_pu,123.288246,67.10958
T_ae_A2720_pu,58.66215,123.08227
T_ae_A2833_pu,76.79042,131.85359
T_ae_A317_jigu,5.0960975,-96.90107
T_ae_A324_jigu,14.784734,-115.83769
T_ae_A3559_pu,82.87332,106.546974
T_ae_A439_pu,60.883125,104.472595
T_ae_A458_ma,53.31433,-143.44539
T_ae_A509_ma,-58.434273,-386.19427
T_ae_A522_ma,-51.918953,3.40877
T_ae_A7968_In,113.34943,65.815155
T_ae_A8087_In,105.4462,71.05514
T_ae_J249_ma,53.476128,-181.01501
T_ae_J252_ma,2209.7122,7545.5156
T_ae_J261_ma,61.54488,-170.64203
T_ae_J298_ma,17.946627,-148.00462
T_ae_J319_roar,22.633463,-183.55624
T_ae_J419_roar,17.71576,-165.00594
T_ae_J598_arsu,-58.19876,-22.001965
T_ae_J616_arsu,-47.694187,-45.599216
T_ae_J678_roar,1.3154078,-169.08455
T_ae_J683_roar,43.173634,-160.88843
T_ae_T10229_suta,-53.487392,35.728188
T_ae_T10679_pa,-252.49931,3.5605297
T_ae_T12313_pu,63.754326,132.3841
T_ae_T13219_pu,93.327034,170.10977
T_ae_T13278_ma,31.190903,-149.78235
T_ae_T13575_pa,-238.06775,14.358761
T_ae_T14205_In,105.66257,53.76132
T_ae_T14601_suta,-88.71139,34.544342
T_ae_T16625_suta,-62.78016,20.359997
T_ae_T16704_suta,-28.26658,21.658203
T_ae_T17307_pa,-231.99837,-7.9750504
T_ae_T19420_pa,-258.91025,-10.763567
T_ae_T19436_suta,-105.8443,16.148792
T_ae_T2166_ma,35.568237,-136.20073
T_ae_T2207_ma,29.781382,-161.36748
T_ae_T24591_suta,-244.94128,-18.354677
T_ae_T3237_jigu,21.966122,-104.51514
T_ae_T3260_jigu,-1.7563074,-113.46675
T_ae_T3376_jigu,134.32387,70.09847
T_ae_T4355_ma,35.526527,-174.96921
T_ae_T742_suta,-41.83966,20.6373
T_ae_T7941_suta,8.967443,-108.01959
T_ae_T8268_pa,-236.56139,3.8081124
