"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50"
"1",0,72.4219566208018,69.0264862269168,87.4242073983283,73.7736822087697,85.0602501464461,467.856296206457,467.635700592643,82.9560897949736,452.210330942807,86.9197640044923,440.972954395927,514.856670898336,469.390128196973,459.623404500376,459.885901689894,473.020794937206,98.3536914013876,479.916841206563,432.33417456864,87.063656892691,492.453762106512,351.90728954455,344.937942644582,100.099613804761,444.675059613114,439.821209797415,96.3816590611835,443.998931261769,460.144099359182,474.327838097948,89.989722496716,98.847950659655,442.027115645067,435.26527096728,441.600762018115,474.113178400517,494.728743990613,481.420914638282,481.41638457194,484.968924190317,510.706075793014,281.627947326838,287.142477266732,551.465685302874,465.657634802375,442.759457826265,438.624376990732,102.859053164708,518.380390364982
"2",72.4219566208018,0,77.7722636424438,86.7596639939789,74.2764531627607,89.7691311151425,464.406364951416,467.501923073791,90.8585409786476,452.951434758677,89.492046504942,441.04211706739,514.497236056058,470.057821012091,460.011338793745,460.937968005094,473.230345852969,95.885142295029,479.805349722416,432.123263358462,88.8081167255665,493.034769309411,354.28484060874,348.894093173573,101.756988535874,444.419326787658,439.420126949036,91.0301934992097,443.597791765698,460.992761881004,473.84589489403,93.1096220528928,102.880140119341,442.110213958522,435.154212710951,441.880490021564,474.354601322704,495.27976240316,480.466389565765,481.75121356955,486.010395780928,511.582591338787,283.587586843579,289.806075454864,554.650154953325,468.189140110442,443.689700713721,437.590716955441,106.83463817893,514.362889001653
"3",69.0264862269168,77.7722636424438,0,85.6208042264158,71.8898720766586,86.6488287984815,469.883148270125,470.145621315889,79.6736718928782,454.749699316081,77.1246145765055,444.216209416072,517.405118013507,472.360620694154,461.180304999015,462.846979113946,475.870288248656,94.4363575467573,481.289421964781,435.045857013364,78.0064291742735,495.607094183499,361.161595103131,354.283406233614,94.6971432178389,447.883650212217,442.812991220917,94.9822526252409,447.730460425788,463.466618214695,476.142645778842,83.4677305044107,92.5068102695456,444.820706593913,437.615689497148,445.203611660903,476.705584508817,496.368340122216,483.173143512771,483.488673573172,488.497696048618,512.8926755241,290.381358850768,297.278948860229,559.496173727995,472.998828021615,446.736596447445,442.146745955777,97.1185543607142,521.582026982287
"4",87.4242073983283,86.7596639939789,85.6208042264158,0,82.7832258224518,86.0847400790625,466.17180542081,465.37620602568,88.4489854609323,449.903505586217,86.1840738050164,437.412065741029,511.632406385819,467.962632448684,458.171119552276,458.465715651904,469.738224013183,96.6222449311838,477.346275394582,428.589810446777,87.1781724204503,489.983610572934,358.942419706937,350.790401253346,100.467579148031,441.018251829217,435.288066459089,94.4855127827764,440.867812531535,457.79004582118,470.784768905338,86.6808426562373,98.1460199353784,437.640918992891,431.232284770427,438.593488068493,471.266364063437,492.905778398867,477.507132696436,478.536327516892,482.244939620265,508.111245266423,286.302691786672,290.999611297037,555.556833732442,468.492253524666,439.407995585249,435.369175394381,103.616463848654,515.975228435124
"5",73.7736822087697,74.2764531627607,71.8898720766586,82.7832258224518,0,80.7131382320779,465.102105792207,463.893309943076,79.1658498009069,449.124296104842,77.245472066437,437.84345134692,510.261103170143,465.490548738202,456.456427309868,457.107436816724,469.50103748937,90.8023312247335,476.267345492627,429.385080062119,74.2343422637682,488.798955241565,353.569344146704,346.680993920764,92.4261678869889,441.289933007087,436.256482426295,91.6137758798736,441.039698180769,457.145605593693,470.486268279634,81.4256909541616,91.900320442492,438.596563045276,431.642280977535,438.416111265726,470.264053192051,491.47927864018,477.114573249057,477.264425070679,482.020041575051,507.217703967194,283.609694738524,289.022044380245,553.56129316101,466.81025057326,439.789486502367,435.340155540877,97.9634208576676,516.180918739071
"6",85.0602501464461,89.7691311151425,86.6488287984815,86.0847400790625,80.7131382320779,0,471.757775877957,471.089119500182,91.0073408231487,454.676547014924,89.9723077091281,443.263053199402,517.962089651916,472.425297631858,462.796511967891,463.178249207941,475.524852598321,103.273767466912,482.126610922667,434.435426380611,88.0631789299692,495.003385497778,365.221897277169,358.212645965801,103.23225928574,446.488020034498,441.625097249644,101.913875731886,446.483081012702,463.31855892547,476.563591117482,92.2199727278569,103.746036354945,444.209758600376,437.715679813841,444.443284004237,476.818818473695,497.99291216911,483.548623412571,483.193442402964,487.652954391602,513.763478551257,292.490766393488,298.431597111709,561.635298536733,476.149192974092,445.623738667943,440.481321800946,108.690391632372,522.461948577727
"7",467.856296206457,464.406364951416,469.883148270125,466.17180542081,465.102105792207,471.757775877957,0,149.825849692415,464.120339059302,140.893783691923,464.579188695034,514.581197641796,350.98364376804,155.264662464044,143.581997198468,151.341934630772,335.611398504018,464.556197108179,467.001931100286,505.3722444068,465.240631080625,356.963396465686,657.719054740283,653.281100144484,467.526855382481,518.236930229903,512.72536924791,469.325081291255,517.369390995216,318.66899017176,457.409643251946,467.793855103827,469.577860459067,514.89269494303,509.773092983832,514.6983671424,461.63339670837,480.674062597166,464.744835077526,466.571573560148,349.891910039872,346.229160851145,567.368609976524,573.242184731652,819.164812772443,740.94018093602,518.042785608752,512.635500785779,469.066940217617,352.370632041573
"8",467.635700592643,467.501923073791,470.145621315889,465.37620602568,463.893309943076,471.089119500182,149.825849692415,0,463.043108152214,138.099274477842,463.952037816214,513.581346393154,352.786292314875,158.016490186053,144.369628097462,154.651377386907,337.279361492005,470.072934211827,465.276551584107,504.198690665748,462.553108855658,358.772477994505,656.354847710953,653.66768226005,466.998170110381,516.168802329935,511.478127320982,469.199992776779,515.936279711832,319.100742198332,456.726735446274,468.424258116438,469.300412287609,514.168668715159,508.170339387222,514.628916476031,459.081107313355,478.970070917244,464.862371964244,464.363565159204,350.277617995168,347.849264471311,566.30369136902,573.933160295466,819.397124385109,739.466711792981,517.578458403309,511.546336822919,469.411425534936,359.115314085254
"9",82.9560897949736,90.8585409786476,79.6736718928782,88.4489854609323,79.1658498009069,91.0073408231487,464.120339059302,463.043108152214,0,447.245408335453,67.4977791864787,435.98858888669,510.53454850566,464.884930890754,455.060376514828,455.885560015044,469.045456623576,79.6666759853051,475.733346010543,426.800437638087,66.3072399588549,487.623187542362,362.680993563734,355.52210558998,76.7624233663956,439.503720764155,434.701348622251,86.159686585872,439.81605669992,455.388695794607,469.683082548025,67.5102008195813,73.5567710793511,436.673261558959,430.119858761876,436.873505408622,469.365741519023,491.340225165172,475.907425604036,476.767784965434,481.670803110081,505.383316326956,291.142965697522,297.063595907178,557.956362057398,472.645099197533,438.156341983898,433.526323505388,78.7223032175943,514.060969940599
"10",452.210330942807,452.951434758677,454.749699316081,449.903505586217,449.124296104842,454.676547014924,140.893783691923,138.099274477842,447.245408335453,0,448.020438670543,497.790870358669,335.996778373578,142.619960133655,132.898926862121,135.100618926728,320.775201825838,454.49705407484,449.629389985375,489.58916433676,448.330921641957,343.254524804212,642.299377916284,637.582027878405,452.22177285442,502.936254850628,495.545550917345,453.045251556484,500.771418247062,303.59570792754,442.912907315689,452.255389584605,452.791525721809,499.282123360083,492.787272767174,499.132144763399,444.924921231285,465.843448545935,451.031301093286,451.747774140706,335.455413066836,332.906572016765,553.104111491324,558.051850912483,805.774805046507,724.714111826749,501.476439490401,497.05161914791,452.854978084717,343.403918771291
"11",86.9197640044923,89.492046504942,77.1246145765055,86.1840738050164,77.245472066437,89.9723077091281,464.579188695034,463.952037816214,67.4977791864787,448.020438670543,0,437.944322558309,510.541580286036,465.936505164495,455.494715063964,456.738572418149,468.843083255341,76.4661324377078,475.692776444728,429.084353562904,62.5258433226284,488.771455783414,363.665241486131,356.038915475245,77.8844067943414,441.593345020438,436.342648583858,82.5173615302849,440.356040669565,455.79085661947,470.153996326317,66.4438514325639,70.7931721848839,438.807042139693,430.586627940746,438.64590432963,469.584548590069,491.769761866737,476.797858617191,476.704922037618,481.311298930852,506.191509528166,289.167573902522,296.628787794354,557.671545271254,472.92703507334,440.064542160297,435.104132352216,75.2988803486895,514.814168773175
"12",440.972954395927,441.04211706739,444.216209416072,437.412065741029,437.84345134692,443.263053199402,514.581197641796,513.581346393154,435.98858888669,497.790870358669,437.944322558309,0,561.31653192984,516.135328788167,506.756184000107,507.009282129388,519.772319723311,442.671460980388,522.48278622807,80.6700200843047,436.881011597181,539.384356635289,634.860391799654,627.973134704149,441.59236212956,82.66327432757,86.0599062805241,442.150261157227,92.9912613628939,507.784354297895,517.05786871778,441.328592214595,442.570623089721,83.1652243330135,82.8873033551582,93.0927980902108,518.872584980622,536.69763155052,524.450420742259,524.200859958965,533.009404955253,557.669658559065,545.694813456756,549.139620921894,799.204945893698,715.294022071811,90.1441552754234,83.2849091911308,443.178207259254,568.982862165455
"13",514.856670898336,514.497236056058,517.405118013507,511.632406385819,510.261103170143,517.962089651916,350.98364376804,352.786292314875,510.53454850566,335.996778373578,510.541580286036,561.31653192984,0,349.696664081008,344.296990680271,345.454754012978,306.404759772475,514.908080441086,511.373279419576,553.647582612793,510.527308924949,332.789567255744,704.381385859207,696.726961659121,515.024254290497,566.077256917507,560.73659620559,515.288306777445,564.730097083246,282.199217679927,500.761343958095,512.764973062839,516.758316232595,562.596115473884,555.140531471249,562.930326293055,504.014372551078,520.531902678797,509.525702643987,508.512395915768,321.040062907483,260.2418191573,614.713239222209,616.960390293619,868.037161722311,787.907820318608,565.212289232124,560.300224986528,515.109717132665,268.963331711654
"14",469.390128196973,470.057821012091,472.360620694154,467.962632448684,465.490548738202,472.425297631858,155.264662464044,158.016490186053,464.884930890754,142.619960133655,465.936505164495,516.135328788167,349.696664081008,0,148.626691827228,144.929845061857,333.570543452797,470.313174566236,468.514639221748,504.707568907093,466.041604567158,358.077786794081,657.837412043862,656.125083338958,467.783794694113,519.314578286461,513.763913279425,471.398332180878,517.086094048623,312.515938868791,458.49514862557,469.482588137329,469.640885423206,515.460479503063,509.984965083803,516.533507059135,461.287217859615,481.922662736376,468.887583953293,467.04827681825,347.773319430757,340.382905880421,570.97752076718,574.528640257315,820.722177077496,741.877017452018,519.199791517557,509.37110146356,471.123420066862,355.49164270212
"15",459.623404500376,460.011338793745,461.180304999015,458.171119552276,456.456427309868,462.796511967891,143.581997198468,144.369628097462,455.060376514828,132.898926862121,455.494715063964,506.756184000107,344.296990680271,148.626691827228,0,142.508824619428,329.111190496598,462.204619332185,459.215973026579,496.979303001087,456.341135852017,350.060310608012,649.609019650496,646.217871143035,459.492460344199,509.266598855846,504.70165099788,460.832046881384,508.097010836483,312.063249727614,450.231647715052,459.390896611579,460.571948913611,506.698962252641,500.596043451475,507.59761679508,453.75969795931,473.690041054718,459.252722897556,459.511133389358,341.904913688876,339.628002011829,560.694991664771,565.645233790454,813.923526997097,732.2791008238,509.813878785661,503.121372830498,461.462706873296,352.131708537599
"16",459.885901689894,460.937968005094,462.846979113946,458.465715651904,457.107436816724,463.178249207941,151.341934630772,154.651377386907,455.885560015044,135.100618926728,456.738572418149,507.009282129388,345.454754012978,144.929845061857,142.508824619428,0,327.214371147091,462.019081453153,460.469884577813,497.260150921145,456.681345785389,351.563098945342,650.640765664211,646.34593637852,459.203049741294,509.788539124157,504.382687679984,462.409462670605,509.599563215369,312.039742597497,451.076334870781,460.342569553615,461.657286709532,506.531233711304,501.717535949977,507.620044829827,454.82130565705,474.514345527519,460.295293093539,460.680112261938,342.770857201876,339.614520475801,562.158151784314,566.597372990581,815.798628173393,732.143554216135,509.632715422497,504.851124661535,461.766028254075,352.163953941179
"17",473.020794937206,473.230345852969,475.870288248656,469.738224013183,469.50103748937,475.524852598321,335.611398504018,337.279361492005,469.045456623576,320.775201825838,468.843083255341,519.772319723311,306.404759772475,333.570543452797,329.111190496598,327.214371147091,0,474.195570624851,465.492773261039,510.210586854288,469.451353877416,184.036971753504,663.240548452804,657.163416150671,473.119440131583,522.902574002077,517.620250078181,473.769343028951,521.255124806806,151.257423184293,458.657899968788,471.380579814175,474.064708401139,521.060714451993,512.830612132126,519.649487658167,457.289353423853,479.50607966727,465.796550723846,466.020014835559,175.104909801139,304.933713612492,571.516457126463,576.468601983854,824.399204898846,744.359095169942,523.337408585478,518.639326788635,474.130582400572,312.389835276852
"18",98.3536914013876,95.885142295029,94.4363575467573,96.6222449311838,90.8023312247335,103.273767466912,464.556197108179,470.072934211827,79.6666759853051,454.49705407484,76.4661324377078,442.671460980388,514.908080441086,470.313174566236,462.204619332185,462.019081453153,474.195570624851,0,481.060114789715,435.252479484254,79.7203985747956,493.997978192515,371.820006521097,364.801720028627,87.6526672999333,447.359134943266,441.799352319087,95.1406636501777,446.537831709024,461.746266241444,474.806957238913,78.3203034533852,84.3641443875974,444.505245008423,437.768982853603,444.236545424674,474.647741180071,494.897620384422,482.237628237415,481.808542295666,486.5062689931,512.244689077616,298.94465206044,304.170726299354,566.318956366343,480.117980737244,446.104899747754,440.612899170646,87.6188370672648,515.309104433742
"19",479.916841206563,479.805349722416,481.289421964781,477.346275394582,476.267345492627,482.126610922667,467.001931100286,465.276551584107,475.733346010543,449.629389985375,475.692776444728,522.48278622807,511.373279419576,468.514639221748,459.215973026579,460.469884577813,465.492773261039,481.060114789715,0,514.825950753066,475.170192022714,486.246125768683,669.479975808654,665.728426146361,478.369313963382,527.584899405588,519.724733929703,481.042670328004,524.143171823838,453.124800602453,138.324991927534,479.764940854943,479.738763111745,523.531447243205,517.819063784252,523.493703204164,134.575048981943,155.481320311353,145.756788712457,148.035004132991,477.729341934839,503.535769916146,579.219438995507,584.485794478871,830.727671010186,748.908947728213,525.157292754303,519.848740182491,481.147124796021,513.737528572549
"20",432.33417456864,432.123263358462,435.045857013364,428.589810446777,429.385080062119,434.435426380611,505.3722444068,504.198690665748,426.800437638087,489.58916433676,429.084353562904,80.6700200843047,553.647582612793,504.707568907093,496.979303001087,497.260150921145,510.210586854288,435.252479484254,514.825950753066,0,428.656232628524,530.897231399745,626.273117725884,619.682283211505,433.295553412747,75.9065800953603,79.6546459248344,433.740719359289,92.0033601591983,498.102680033477,508.617761988999,432.885314042124,433.739302044279,77.3299461786197,74.1126563799238,92.441721106347,511.154284295084,530.949903024849,516.317365939485,516.439919434693,525.445510064811,549.291177232848,536.523410417362,540.59979350937,788.726196348882,708.273058958568,89.2965305871524,79.765525706185,434.576612411556,559.326356033994
"21",87.063656892691,88.8081167255665,78.0064291742735,87.1781724204503,74.2343422637682,88.0631789299692,465.240631080625,462.553108855658,66.3072399588549,448.330921641957,62.5258433226284,436.881011597181,510.527308924949,466.041604567158,456.341135852017,456.681345785389,469.451353877416,79.7203985747956,475.170192022714,428.656232628524,0,488.680008790429,364.104762051973,357.13342893535,76.7482178452555,440.816474627891,435.921825095845,88.5825718959031,440.565124381505,456.275049544388,469.064978315889,66.5673386395472,81.0557906443085,438.288326210552,431.215119965727,438.188195679585,469.769940792783,491.205882471639,476.118435328754,476.964436999693,482.321071903074,506.626117371496,292.267117066476,298.442393217905,561.081715906853,473.857962134142,439.61530105304,434.726278127057,86.0140932477151,516.577726107106
"22",492.453762106512,493.034769309411,495.607094183499,489.983610572934,488.798955241565,495.003385497778,356.963396465686,358.772477994505,487.623187542362,343.254524804212,488.771455783414,539.384356635289,332.789567255744,358.077786794081,350.060310608012,351.563098945342,184.036971753504,493.997978192515,486.246125768683,530.897231399745,488.680008790429,0,682.510461069947,679.128295549234,491.590605258429,542.05081534744,538.104229453907,494.362010724964,542.628962797201,178.45017078532,476.96224083727,492.475950057865,493.809895238493,540.181885008127,533.323648198246,539.981077700628,478.024986033705,500.602913866547,486.772256963896,484.666073972424,198.729127728545,327.963687330387,593.023926732843,597.425514723469,845.07996095054,764.846379995268,543.605098892588,537.259639743367,493.283273566247,333.236636986525
