1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
1	0	915.69031855595	910.285787615425	926.292268873079	913.780665792837	1000.55639531792	1817.97340322696	1113.16613163191	433.044176858018	936.178785966907	553.479476377853	455.754217755281	389.810591123954	1573.84355881669	2186.7967052722	951.680926523986	1082.74507100998	1147.51201786991	1923.36274022638	2032.41986436979	1913.11644621982	1954.23790642548	1398.48404179555	1078.36804589267	1125.66133402273	1125.66133402273	481.617687490019	1226.04555911141	2188.37694429807	1128.17883649841	1333.4335162892	1321.118573177	1321.118573177	1321.118573177	1380.94407444209	1306.24576194041	1327.0992523423	1327.0992523423	1327.0992523423	1327.0992523423	1327.0992523423	1327.0992523423	1327.0992523423	1369.922576643	1369.922576643	1369.922576643	1369.922576643	1373.35002190336	1332.85442169057	1332.85442169057	1332.85442169057	1378.58149831008	1378.58149831008	1378.58149831008	651.44210801613	691.612694615643	144.820809148965	721.960492566456	1023.73625072734	712.481088624008	1696.89444611607	1749.40388004458	1749.40388004458	1589.08168882371	2487.0122720097	1405.8100172124	2495.46755885394	1574.73210088474	1961.97672534182	492.202514269243	2272.81321327649	2272.81321327649	757.590776021659
2	915.69031855595	0	116.91519326797	188.04486692054	144.249298756506	285.102063199478	904.954222878835	242.96152558221	569.410773512915	197.610249798599	463.983826445096	531.954766137682	594.439537817511	694.08999073419	1271.57457988823	284.002811002789	255.655058579879	299.512938613851	1008.1406148424	1117.19773898582	997.894320835847	1039.01578104151	517.196361402686	182.063851675175	223.893163969237	223.893163969237	552.405320233375	343.988166149781	1344.33800454796	222.280767966562	473.758247305444	497.972721714776	497.972721714776	497.972721714776	505.520226808669	404.063351487534	461.940037471428	461.940037471428	461.940037471428	461.940037471428	461.940037471428	461.940037471428	461.940037471428	496.142759178202	496.142759178202	496.142759178202	496.142759178202	497.640657712573	483.627023274821	483.627023274821	483.627023274821	567.05825119221	567.05825119221	567.05825119221	290.385766950281	244.236118268196	933.575711741046	357.893984705604	258.244785065815	660.475613247609	781.529601478483	834.181754660606	834.181754660606	673.859563439733	1642.97333225959	490.44078490334	1580.19703310317	709.713098983582	1089.61089868839	1316.144193067	1365.61999638541	1365.61999638541	669.015513572303
3	910.285787615425	116.91519326797	0	71.1633142800572	27.3677461160225	175.615073391118	953.417485397568	346.059446899487	523.665272495491	307.822397625173	415.784905512003	486.298704699433	550.176264438666	667.304298320886	1286.4373613612	392.47135551974	370.177830699783	409.197568889316	1021.62058199483	1130.67770613824	1010.45394391435	1052.31250528987	489.603192696575	278.045019461873	220.497187756263	220.497187756263	505.063919102142	440.308462435547	1440.61126923955	226.202752308603	429.711849647802	432.703808958032	432.703808958032	432.703808958032	474.627406192082	496.304144794488	421.26824820303	421.26824820303	421.26824820303	421.26824820303	421.26824820303	421.26824820303	421.26824820303	463.808273472904	463.808273472904	463.808273472904	463.808273472904	466.722609217771	433.735315954302	433.735315954302	433.735315954302	496.704695904573	496.704695904573	496.704695904573	325.552106788249	218.685378684377	891.471423139465	270.542236111567	374.833951966784	572.480605284451	808.419490526288	846.741377739108	846.741377739108	686.970350721891	1739.24659695118	535.547939062773	1596.16803500844	676.615966893612	1180.61647066953	1272.73364431775	1362.9529689614	1362.9529689614	580.138241544413
4	926.292268873079	188.04486692054	71.1633142800572	0	43.9661250776673	105.275923468464	977.84695392066	413.079000563484	514.65980823712	378.881077599821	400.784863479196	483.30613594369	550.880425139059	650.775131861851	1287.99647910589	463.12179567734	440.120869700853	476.494026732087	1022.41226567228	1129.6758183603	1009.40153898013	1051.18745751398	476.921987431977	340.750608246602	243.202264961376	243.202264961376	490.405275504357	495.937171706379	1494.67115740472	249.889805467976	407.454047655367	400.745831077297	400.745831077297	400.745831077297	457.875647487244	548.849097519077	402.722760237393	402.722760237393	402.722760237393	402.722760237393	402.722760237393	402.722760237393	402.722760237393	446.854149688155	446.854149688155	446.854149688155	446.854149688155	450.281594948518	407.027790556806	407.027790556806	407.027790556806	461.60064726647	461.60064726647	461.60064726647	379.756315661784	248.749347528242	899.351522618737	245.016725607754	445.955761397906	530.221453258034	832.106543685662	848.449811917537	848.449811917537	703.208198034674	1793.30648511635	561.062620641214	1616.28856454533	652.526294460788	1230.91906087143	1263.63717767334	1356.26157563823	1356.26157563823	536.299485538862
5	913.780665792837	144.249298756506	27.3677461160225	43.9661250776673	0	148.592534501478	965.948990524976	372.251915977307	515.66442083988	334.960330576078	407.102033800417	478.349759117274	542.325450219916	660.458442075167	1289.86697742111	419.201048653597	396.766325544254	435.390037967135	1024.26057777494	1132.94911188036	1012.63800436256	1054.42814464347	485.241434417421	301.005843355982	231.779566833946	231.779566833946	496.445651284259	462.543135696046	1462.84594250005	237.991842072292	421.651926661796	421.967241847448	421.967241847448	421.967241847448	467.544226396366	518.199586243258	413.714135600774	413.714135600774	413.714135600774	413.714135600774	413.714135600774	413.714135600774	413.714135600774	456.537459901472	456.537459901472	456.537459901472	456.537459901472	459.722729537751	425.24094808862	425.24094808862	425.24094808862	484.075416091426	484.075416091426	484.075416091426	344.086158732363	225.340377127197	890.602257263451	253.200573021171	402.160193233871	553.0379418003	820.208580289978	849.035114770805	849.035114770805	692.808820946735	1761.48127021168	549.035851305102	1605.47387303392	669.128932074827	1201.43051960068	1264.80052586622	1363.1958169469	1363.1958169469	560.599398242656
6	1000.55639531792	285.102063199478	175.615073391118	105.275923468464	148.592534501478	0	964.223789365138	487.6742204699	580.073297641772	482.657474580409	458.382416638217	552.22497497599	619.523203541585	588.216124880411	1246.08182387704	567.745331333369	525.908563604515	552.829119733249	982.902255535759	1078.24000907488	966.395285486066	1007.50802671742	418.431875837421	410.752867528239	260.840087482518	260.840087482518	542.136606166371	558.584658620611	1531.15989210232	271.55449457622	343.348452041703	324.275382064127	324.275382064127	324.275382064127	396.203306643533	587.312767350107	339.921304559954	339.921304559954	339.921304559954	339.921304559954	339.921304559954	339.921304559954	339.921304559954	384.829318870999	384.829318870999	384.829318870999	384.829318870999	388.623123297754	341.100240463634	341.100240463634	341.100240463634	378.431874926212	378.431874926212	378.431874926212	484.525320321772	346.337419723378	967.42191419868	288.106461793119	539.526133931122	540.943909265176	817.566261998771	822.080547482363	822.080547482363	683.725851522802	1829.08117197856	564.311621190604	1595.95467193599	579.471737411716	1263.93322984646	1297.79324932889	1296.99865405702	1296.99865405702	539.5298244769
7	1817.97340322696	904.954222878835	953.417485397568	977.84695392066	965.948990524976	964.223789365138	0	768.715195030224	1472.57637912448	955.07934508576	1366.05025634045	1435.12037174925	1498.04141797714	509.43660928208	459.534370767023	998.928513071383	833.981883492097	772.459182489592	296.695400403262	374.885208198102	305.110960297772	317.213297924573	586.008653892899	759.984215994427	735.133719904823	735.133719904823	1455.23430436126	674.144002010874	807.340906394819	727.957148452684	661.34588668817	718.368027532859	718.368027532859	718.368027532859	611.810610555056	586.083467002428	655.238004004979	655.238004004979	655.238004004979	655.238004004979	655.238004004979	655.238004004979	655.238004004979	619.849993019136	619.849993019136	619.849993019136	619.849993019136	615.182409137451	675.894011140022	675.894011140022	675.894011140022	721.283743807148	721.283743807148	721.283743807148	1181.38016888674	1148.15605245814	1837.42734047458	1219.09881277721	910.418554593191	1502.02866285032	165.471266665934	254.951645912776	254.951645912776	302.941484629705	1030.53725258109	419.072489506687	717.1648907429	569.650909851221	518.85682491411	2219.99582180054	665.200273849812	665.200273849812	1502.08862177229
8	1113.16613163191	242.96152558221	346.059446899487	413.079000563484	372.251915977307	487.6742204699	768.715195030224	0	778.574823553274	191.872541052362	702.190348413549	740.740887818076	801.593750420705	701.065373473053	1159.9515223941	232.306444924861	75.7420357666614	65.1548992633486	914.063595799989	1023.10989347227	908.123203581958	945.598671802446	541.570128550299	78.2487966975899	289.905893815979	289.905893815979	780.243003388419	113.575629930437	1102.42707338822	278.630930960082	530.825202280208	579.261106070762	579.261106070762	579.261106070762	542.364126188202	195.843689431024	517.780281258431	517.780281258431	517.780281258431	517.780281258431	517.780281258431	517.780281258431	517.780281258431	537.028796973539	537.028796973539	537.028796973539	537.028796973539	536.504386643116	546.229330533919	546.229330533919	546.229330533919	643.044724177767	643.044724177767	643.044724177767	461.933220626921	459.558628224946	1140.52263115393	598.790066721962	146.385756597207	901.371695263966	665.620077040428	746.089911462959	746.089911462959	587.463308371931	1401.06240109985	381.651945889002	1466.02469970484	738.636687274194	852.831443689203	1523.09111247989	1288.58688079254	1288.58688079254	910.665268550979
9	433.044176858018	569.410773512915	523.665272495491	514.65980823712	515.66442083988	580.073297641772	1472.57637912448	778.574823553274	0	643.758950902378	122.044614143954	38.6127348851156	47.1000891243391	1165.20170049315	1800.75521108459	695.711843960138	769.873587011202	827.594352402497	1535.14881143842	1643.28775557912	1522.98244304557	1564.76836157942	991.34855606328	742.15384385464	744.038941373692	744.038941373692	56.0579806527138	891.082494547759	1875.20189499962	749.429007786747	921.303818947843	904.242554252745	904.242554252745	904.242554252745	972.302216118547	970.306041766021	916.992026763951	916.992026763951	916.992026763951	916.992026763951	916.992026763951	916.992026763951	916.992026763951	961.280718319458	961.280718319458	961.280718319458	961.280718319458	964.708163579821	919.793406380596	919.793406380596	919.793406380596	957.340425837844	957.340425837844	957.340425837844	369.587871446181	325.661719278498	388.349326122038	292.330363461452	735.946599760299	325.671143656043	1331.30252669654	1360.39489629346	1360.39489629346	1208.19059971771	2173.83722271125	1053.80271782265	2119.74824396468	1159.19780565927	1631.1996052546	752.277938235873	1870.68814426954	1870.68814426954	367.560716169653
10	936.178785966907	197.610249798599	307.822397625173	378.881077599821	334.960330576078	482.657474580409	955.07934508576	191.872541052362	643.758950902378	0	575.462510965463	605.247757205079	650.294691861827	838.604303910555	1339.03757968922	86.3925612041906	146.764698017778	214.780560023477	1088.42989065065	1197.47694881282	1082.23201513063	1119.96496665311	676.473318883258	201.201828629705	380.472758849524	380.472758849524	651.481086327326	298.708214606628	1252.19815833117	373.244962206043	639.643224298569	670.045903806521	670.045903806521	670.045903806521	671.087099440493	386.8838454808	627.825014464553	627.825014464553	627.825014464553	627.825014464553	627.825014464553	627.825014464553	627.825014464553	661.894043418018	661.894043418018	661.894043418018	661.894043418018	663.323653152864	651.035270700209	651.035270700209	651.035270700209	738.107216096723	738.107216096723	738.107216096723	285.589861404005	331.912255031431	966.596879621268	502.236243683732	92.6138474157612	796.242740479751	844.77889263191	919.986343454638	919.986343454638	759.630015951318	1550.83348604279	557.407777281091	1645.18351529632	875.034947112394	1029.73848405156	1349.52989649816	1462.69569234121	1462.69569234121	817.52417300776
