,0,1
P_ni_77876_suta,-161.59816,40.51806
P_ni_78155_suta,-151.9674,30.406628
P_ni_80034_pu,148.70203,20.344597
P_ni_80555_arsu,-97.75071,83.79967
P_ni_80684_arsu,-153.81157,52.8937
P_ni_80802_arsu,-140.7154,6.273301
P_ni_80874_arsu,-134.85748,33.95641
P_ni_85430_arsu,-113.06111,-8.8925
P_ni_85721_suta,-148.63976,66.9525
P_ni_86072_arsu,-145.29614,23.581457
P_ni_A14342_pa,11.778688,119.81044
P_ni_A15120_suta,-158.01263,15.642657
P_ni_A15277_pa,20.757723,128.46323
P_ni_A2418_ma,-8.987342,-70.13881
P_ni_A3255_jigu,-13.223024,-86.49705
P_ni_A542_ma,-22.043192,-29.52159
P_ni_A7066_pa,5.393445,104.481346
P_ni_A7862_In,128.8978,-24.769098
P_ni_A7911_In,133.04028,-33.905476
P_ni_A7928_In,124.95518,-29.711643
P_ni_J210_ma,-15.258525,-51.895767
P_ni_J227_ma,-27.24984,-45.275143
P_ni_J260_ma,-1.8836662,-44.031
P_ni_J361_roar,38.657234,-97.952515
P_ni_J363_roar,31.67969,-95.035164
P_ni_J371_roar,39.452896,-89.296295
P_ni_J373_roar,149.90315,-81.97819
P_ni_J381_roar,-2428.552,-3124.415
P_ni_J385_roar,28.872902,-40.178505
P_ni_J389_roar,16.95011,-68.46007
P_ni_J417_roar,31.952066,-86.69113
P_ni_J434_ma,-10.813007,-35.031883
P_ni_J461_ma,-5.903648,-55.471306
P_ni_J462_ma,-7.14698,-30.455456
P_ni_J485_ma,-13.697324,-45.121
P_ni_J551_arsu,-111.61658,36.06861
P_ni_J602_arsu,-119.281235,27.289183
P_ni_J603_arsu,-110.1292,19.082554
P_ni_J614_arsu,-115.74329,7.2730575
P_ni_J617_arsu,-117.3052,20.509815
P_ni_J684_roar,22.63708,-63.825726
P_ni_J724_roar,8.718409,-74.72129
P_ni_T10204_suta,-163.1799,27.877512
P_ni_T10673_pa,25.22238,122.25811
P_ni_T10940_pa,-7.148432,122.371826
P_ni_T10967_suta,-147.58958,35.25181
P_ni_T11193_pa,8.507866,125.8544
P_ni_T11222_pa,0.15159829,113.2095
P_ni_T11888_suta,-130.5497,18.856651
P_ni_T12345_pa,-6.181699,105.68181
P_ni_T12854_pa,10.208206,108.7689
P_ni_T14543_suta,-144.1157,44.675358
P_ni_T15863_jigu,-11.799951,-96.60483
P_ni_T15868_jigu,-27.774515,-78.93201
P_ni_T15871_jigu,-20.529757,-84.54415
P_ni_T15938_pu,135.68785,29.763153
P_ni_T1642_pa,23.380348,109.30584
P_ni_T16698_suta,-134.86575,51.105904
P_ni_T18703_pa,11.852201,98.73875
P_ni_T22153_jigu,-24.69457,-101.5365
P_ni_T3261_jigu,-27.176477,-96.843285
P_ni_T3609_pu,132.22966,7.294999
P_ni_T3611_pu,138.95802,10.498795
P_ni_T369_ma,-20.68054,-60.199432
P_ni_T3817_pu,140.12224,-0.23979706
P_ni_T4043_pu,123.29662,4.07817
P_ni_T4051_pu,131.23964,18.239489
P_ni_T4313_pu,162.67369,-1.5067159
P_ni_T4404_pu,156.25458,-15.41572
P_ni_T443_ma,79.23898,252.5028
P_ni_T467_ma,-33.19829,-57.77107
P_ni_T5850_pu,160.33273,-8.916377
P_ni_T5940_pu,147.6103,-5.9432015
P_ni_T5974_pu,133.30519,-5.1329145
P_ni_T6243_In,148.34825,8.4476595
P_ni_T9076_suta,-129.04327,55.03811
