,0,1
P_ni_77876_suta,-230.5571,21.856182
P_ni_78155_suta,-221.12257,5.1513824
P_ni_80034_pu,-6.6198545,179.16745
P_ni_80555_arsu,-234.64139,46.78614
P_ni_80684_arsu,-270.20996,40.165497
P_ni_80802_arsu,-202.55678,48.449795
P_ni_80874_arsu,-204.85542,-0.42795637
P_ni_85430_arsu,-245.26633,43.827007
P_ni_85721_suta,-243.37976,-8.885885
P_ni_86072_arsu,-187.6605,73.06574
P_ni_A14342_pa,256.517,92.90925
P_ni_A15120_suta,-259.02725,-31.07864
P_ni_A15277_pa,256.5872,66.365295
P_ni_A2418_ma,137.08116,-99.0909
P_ni_A3255_jigu,40.764328,-136.17769
P_ni_A542_ma,-24.694914,-62.158142
P_ni_A7066_pa,243.86688,100.510574
P_ni_A7862_In,-33.412617,248.33676
P_ni_A7911_In,-40.225273,260.2521
P_ni_A7928_In,-42.1294,245.94896
P_ni_J210_ma,-7.6789694,-77.96847
P_ni_J227_ma,23.823992,-65.32085
P_ni_J260_ma,-24.075512,-83.87725
P_ni_J361_roar,132.3178,-125.81269
P_ni_J363_roar,144.46829,-128.39723
P_ni_J371_roar,151.25479,-118.58867
P_ni_J373_roar,270.3898,-1106.7235
P_ni_J381_roar,114.76517,936.7634
P_ni_J385_roar,196.4546,-60.300972
P_ni_J389_roar,113.33673,-141.33408
P_ni_J417_roar,140.2197,-112.98257
P_ni_J434_ma,-10.138657,-46.523212
P_ni_J461_ma,7.178049,-64.18302
P_ni_J462_ma,-1.3270042,-46.675575
P_ni_J485_ma,-12.5874605,-66.65231
P_ni_J551_arsu,-230.11705,78.15749
P_ni_J602_arsu,-188.07736,57.916386
P_ni_J603_arsu,-168.16475,48.126675
P_ni_J614_arsu,-221.04448,76.53216
P_ni_J617_arsu,-177.54984,52.821415
P_ni_J684_roar,149.97572,-146.21533
P_ni_J724_roar,142.39679,-227.0929
P_ni_T10204_suta,-223.06934,-74.76103
P_ni_T10673_pa,261.69733,113.07238
P_ni_T10940_pa,242.908,122.91704
P_ni_T10967_suta,-225.12402,-4.769327
P_ni_T11193_pa,272.7094,89.63739
P_ni_T11222_pa,242.62886,85.79329
P_ni_T11888_suta,-243.12184,-33.752663
P_ni_T12345_pa,231.72652,71.53312
P_ni_T12854_pa,237.8147,107.85504
P_ni_T14543_suta,-223.79692,-17.404264
P_ni_T15863_jigu,50.789997,-143.59941
P_ni_T15868_jigu,30.71724,-133.61565
P_ni_T15871_jigu,19.68276,-156.08392
P_ni_T15938_pu,506.03946,-155.5406
P_ni_T1642_pa,222.9613,94.09326
P_ni_T16698_suta,-272.71347,20.289951
P_ni_T18703_pa,225.96626,118.223564
P_ni_T22153_jigu,44.77699,-166.56633
P_ni_T3261_jigu,35.229374,-165.74338
P_ni_T3609_pu,14.173381,169.25415
P_ni_T3611_pu,8.394806,176.71536
P_ni_T369_ma,18.40145,-115.365875
P_ni_T3817_pu,13.295406,189.95499
P_ni_T4043_pu,39.413418,162.44656
P_ni_T4051_pu,31.302916,169.71968
P_ni_T4313_pu,-15.051082,144.6771
P_ni_T4404_pu,-24.170149,126.62367
P_ni_T443_ma,29.50485,-176.86511
P_ni_T467_ma,8.190531,-104.105644
P_ni_T5850_pu,-14.542785,131.70436
P_ni_T5940_pu,-3.0976477,126.800385
P_ni_T5974_pu,44.720905,137.21826
P_ni_T6243_In,26.245045,197.17981
P_ni_T9076_suta,-261.6852,-22.122787
