1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61
1	0	715.597387849865	3360.15046560843	3361.64247878716	3543.34730458165	3543.34730458165	1940.78784071673	1955.28620774693	1955.28620774693	3430.41492300611	3450.64103169602	3450.64103169602	3452.0868400745	4153.69057406051	4175.65724999086	3978.91856972217	2942.77830432903	3446.84712360124	3066.46125739678	2236.617497383	2236.617497383	2195.14125089221	3172.46889224774	3140.07428622123	3140.07428622123	3156.34423391256	2713.69277935855	2713.69277935855	2995.52170471234	2995.52170471234	2995.52170471234	2995.52170471234	2934.89240185811	2934.89240185811	3012.58412389216	3012.58412389216	3030.91095075686	3030.91095075686	3643.09840494235	4291.99089323513	3356.37133514361	2364.05528431512	2637.33725650479	4032.81439332747	860.990674633604	4129.57650928242	4125.81272568317	4212.53617836467	4014.93119189289	3890.04811285884	3899.40907223118	2474.45996422368	2530.67627599433	3931.30429325865	2122.66444331568	2122.66444331568	2122.66444331568	2530.67627599433	4042.15967941627	4071.70247093441	4245.63069861905
2	715.597387849865	0	3047.15610168737	3048.6481148661	3230.83003460516	3230.83003460516	1630.94846724705	1665.64612443167	1665.64612443167	3107.94848966216	3107.60922832379	3107.60922832379	3126.18110640713	3841.17330408403	3863.13998001439	3666.35315514846	2664.35453005618	3169.60362597335	2789.73819781999	1849.5384520317	1849.5384520317	1809.37849892532	2860.87438495044	2817.60785287728	2817.60785287728	2833.87780056861	2457.49123304245	2457.49123304245	2648.17244483453	2648.17244483453	2648.17244483453	2648.17244483453	2587.5431419803	2587.5431419803	2663.2818210506	2663.2818210506	2656.31798281422	2656.31798281422	3330.58113496587	3979.47362325865	3075.97790197443	2041.74883216679	2236.45085476933	3720.29712335099	1137.13456265303	3817.05923930594	3813.2954557067	3900.01890838819	3692.46475854894	3569.26754138714	3582.4591266719	2150.37422289489	2201.55824500757	3618.73887868494	1621.60885521284	1621.60885521284	1621.60885521284	2201.55824500757	3729.64240943979	3766.17142521116	3923.16426527511
3	3360.15046560843	3047.15610168737	0	6.696543334852	242.74625521059	242.74625521059	1425.54092637399	1409.09888074248	1409.09888074248	143.165818171721	362.696179175348	362.696179175348	314.474218481302	815.924594301341	837.756702916997	624.631349606595	527.622050817316	322.89128041554	426.234575575767	1278.13497605859	1278.13497605859	1301.43295823515	223.848391712315	279.894231305889	279.894231305889	269.567812267092	820.930036037985	820.930036037985	612.426766761339	612.426766761339	612.426766761339	612.426766761339	662.085104132465	662.085104132465	638.833313683428	638.833313683428	749.345845682454	749.345845682454	319.584723598419	951.176772710645	300.617771142396	1006.49741475669	1052.70625141089	683.051500308841	2751.61999500597	798.05358843834	788.706305046589	883.498924118976	669.017781194504	530.676801977211	541.182780148712	908.50993788765	875.728721285328	576.187822745235	1699.64899812562	1699.64899812562	1699.64899812562	875.728721285328	720.126114895313	756.679623751731	889.173793799419
4	3361.64247878716	3048.6481148661	6.696543334852	0	236.69302978184	236.69302978184	1427.03293955272	1410.59089392121	1410.59089392121	147.81318143437	368.032007593944	368.032007593944	319.810046899899	811.932228879129	833.764337494784	620.918545182824	527.3019248363	316.285595789669	422.794005427631	1281.46140626153	1281.46140626153	1304.7593884381	222.34678991211	285.374020806975	285.374020806975	275.587216261961	818.337808950873	818.337808950873	619.049364491871	619.049364491871	619.049364491871	619.049364491871	668.104508127333	668.104508127333	645.45591141396	645.45591141396	755.968443412986	755.968443412986	314.585616480298	947.184407288432	294.343711044122	1009.82384495963	1058.72565540576	679.151347588937	2753.1120081847	793.640614563608	784.713939624376	879.085950244244	668.386551550557	529.075564167438	538.455002914903	911.836368090591	879.494665978401	572.475018321463	1703.42248425188	1703.42248425188	1703.42248425188	879.494665978401	715.354655269939	751.883671041308	887.572555989646
5	3543.34730458165	3230.83003460516	242.74625521059	236.69302978184	0	0	1609.21485929178	1590.42138475719	1590.42138475719	322.513195830308	545.809379285412	545.809379285412	496.817606927681	622.487831478381	644.454507408738	471.344949912637	646.993435450444	229.530074676604	533.032537959989	1475.29518918364	1475.29518918364	1497.27840688954	378.916496912453	520.429565546865	520.429565546865	511.62852985061	923.33929768488	923.33929768488	852.893167300358	852.893167300358	852.893167300358	852.893167300358	904.407056947074	904.407056947074	879.299714222447	879.299714222447	987.348026443689	987.348026443689	110.796849354751	762.293835832031	281.458171149053	1193.71338824759	1294.76696899441	518.860922943534	2877.58569349321	593.398763272286	593.115201588618	673.429196685537	600.766863692663	434.950262301987	428.217399683717	1101.83254374587	1078.68359203691	430.092194498781	1900.85338139021	1900.85338139021	1900.85338139021	1078.68359203691	500.803255654538	536.814375310055	780.737374411084
6	3543.34730458165	3230.83003460516	242.74625521059	236.69302978184	0	0	1609.21485929178	1590.42138475719	1590.42138475719	322.513195830308	545.809379285412	545.809379285412	496.817606927681	622.487831478381	644.454507408738	471.344949912637	646.993435450444	229.530074676604	533.032537959989	1475.29518918364	1475.29518918364	1497.27840688954	378.916496912453	520.429565546865	520.429565546865	511.62852985061	923.33929768488	923.33929768488	852.893167300358	852.893167300358	852.893167300358	852.893167300358	904.407056947074	904.407056947074	879.299714222447	879.299714222447	987.348026443689	987.348026443689	110.796849354751	762.293835832031	281.458171149053	1193.71338824759	1294.76696899441	518.860922943534	2877.58569349321	593.398763272286	593.115201588618	673.429196685537	600.766863692663	434.950262301987	428.217399683717	1101.83254374587	1078.68359203691	430.092194498781	1900.85338139021	1900.85338139021	1900.85338139021	1078.68359203691	500.803255654538	536.814375310055	780.737374411084
7	1940.78784071673	1630.94846724705	1425.54092637399	1427.03293955272	1609.21485929178	1609.21485929178	0	82.2794719478838	82.2794719478838	1494.68765777391	1514.91376646381	1514.91376646381	1516.3595748423	2219.55812877064	2241.524804701	2044.73797983508	1042.36817467311	1542.64402593404	1160.503859485	370.083531056688	370.083531056688	334.824445946531	1238.35516676068	1204.34702098902	1204.34702098902	1220.61696868036	932.402676623753	932.402676623753	1060.8127136098	1060.8127136098	1060.8127136098	1060.8127136098	1003.57382172804	1003.57382172804	1081.72969917055	1081.72969917055	1119.62183660522	1119.62183660522	1708.96595965249	2357.85844794527	1445.02943472738	428.328019082924	750.357451818582	2098.6819480376	1349.24822644872	2195.44406399255	2191.68028039331	2278.40373307481	2079.20392666068	1955.4385736244	1964.79953299674	538.732698991486	594.949010762132	1997.12370337155	637.383284256483	637.383284256483	637.383284256483	594.949010762132	2108.0272341264	2144.55624989777	2309.90343338685
8	1955.28620774693	1665.64612443167	1409.09888074248	1410.59089392121	1590.42138475719	1590.42138475719	82.2794719478838	0	0	1485.69148426329	1511.29175636702	1511.29175636702	1511.56574375745	2200.76465423605	2222.73133016641	2025.99264989771	1011.07321798826	1518.73840754751	1134.63147594739	423.385842896676	423.385842896676	394.56931605364	1219.54297242329	1197.09497989647	1197.09497989647	1213.3649275878	868.705930255178	868.705930255178	1067.80569164745	1067.80569164745	1067.80569164745	1067.80569164745	1012.71575468982	1012.71575468982	1090.92374009599	1090.92374009599	1142.35664593774	1142.35664593774	1690.1724851179	2339.06497341067	1420.24842422032	427.558589487393	784.619146759039	2079.88847350301	1349.18574157148	2176.65058945796	2172.88680585872	2259.61025854022	2068.67047469443	1939.3378020459	1948.35748736523	535.594460404915	597.530536536517	1978.37837343419	714.370088394885	714.370088394885	714.370088394885	597.530536536517	2089.23375959181	2125.76277536318	2297.36482293176
9	1955.28620774693	1665.64612443167	1409.09888074248	1410.59089392121	1590.42138475719	1590.42138475719	82.2794719478838	0	0	1485.69148426329	1511.29175636702	1511.29175636702	1511.56574375745	2200.76465423605	2222.73133016641	2025.99264989771	1011.07321798826	1518.73840754751	1134.63147594739	423.385842896676	423.385842896676	394.56931605364	1219.54297242329	1197.09497989647	1197.09497989647	1213.3649275878	868.705930255178	868.705930255178	1067.80569164745	1067.80569164745	1067.80569164745	1067.80569164745	1012.71575468982	1012.71575468982	1090.92374009599	1090.92374009599	1142.35664593774	1142.35664593774	1690.1724851179	2339.06497341067	1420.24842422032	427.558589487393	784.619146759039	2079.88847350301	1349.18574157148	2176.65058945796	2172.88680585872	2259.61025854022	2068.67047469443	1939.3378020459	1948.35748736523	535.594460404915	597.530536536517	1978.37837343419	714.370088394885	714.370088394885	714.370088394885	597.530536536517	2089.23375959181	2125.76277536318	2297.36482293176
10	3430.41492300611	3107.94848966216	143.165818171721	147.81318143437	322.513195830308	322.513195830308	1494.68765777391	1485.69148426329	1485.69148426329	0	230.732393232924	230.732393232924	181.865524415001	816.06188998136	836.169889693097	601.117335718975	653.228993358781	448.999980548456	561.622171728856	1323.12906280111	1323.12906280111	1350.82348066303	350.266318785814	294.276179609886	294.276179609886	279.853664620842	956.188508230705	956.188508230705	574.004887133381	574.004887133381	574.004887133381	574.004887133381	633.521037029011	633.521037029011	588.370613698827	588.370613698827	675.4617661728	675.4617661728	367.676308687272	934.63903282242	438.434382521508	1066.42695964816	1040.47960916263	665.269494909827	2832.1279175399	817.800061815779	799.245540477283	902.987583031138	586.364757752866	474.932363535246	490.973520228333	961.753644290321	920.124555227833	547.452426891443	1714.95966024282	1714.95966024282	1714.95966024282	920.124555227833	748.063106540873	784.86863943786	819.068765047015
