,0,1
P_ni_77876_suta,-361.9056,248.81729
P_ni_78155_suta,-391.00607,235.72914
P_ni_80034_pu,535.07275,69.92904
P_ni_80555_arsu,-576.39575,79.44198
P_ni_80684_arsu,-533.8988,-11.642476
P_ni_80802_arsu,-726.7165,148.40376
P_ni_80874_arsu,-419.37997,173.00966
P_ni_85430_arsu,-598.2224,355.40222
P_ni_85721_suta,-535.063,114.91236
P_ni_86072_arsu,-466.84656,143.77432
P_ni_A14342_pa,31.658796,629.537
P_ni_A15120_suta,-427.7334,42.108784
P_ni_A15277_pa,112.558975,541.79803
P_ni_A2418_ma,-117.856,-92.05541
P_ni_A3255_jigu,93.755714,-11.544054
P_ni_A542_ma,7.8584056,-384.25427
P_ni_A7066_pa,33.91063,561.9274
P_ni_A7862_In,495.52985,-280.50095
P_ni_A7911_In,493.28326,-315.2444
P_ni_A7928_In,473.08044,-285.34586
P_ni_J210_ma,82.211464,-314.1772
P_ni_J227_ma,10.534258,-234.66713
P_ni_J260_ma,126.96318,-321.70575
P_ni_J361_roar,-204.38188,-119.06593
P_ni_J363_roar,-201.47946,-91.69165
P_ni_J371_roar,-180.60545,-71.83583
P_ni_J373_roar,-7154.9863,-497.53665
P_ni_J381_roar,1777.3734,-315.82004
P_ni_J385_roar,-337.84567,-347.83563
P_ni_J389_roar,-92.080086,-370.24484
P_ni_J417_roar,-169.69554,-103.51071
P_ni_J434_ma,69.67335,-352.53876
P_ni_J461_ma,61.877876,-291.0973
P_ni_J462_ma,75.27669,-374.76447
P_ni_J485_ma,35.31724,-366.21597
P_ni_J551_arsu,-497.8356,201.09373
P_ni_J602_arsu,-461.67587,196.76782
P_ni_J603_arsu,-455.21075,252.01538
P_ni_J614_arsu,-535.62976,210.14122
P_ni_J617_arsu,-453.63705,225.68716
P_ni_J684_roar,-126.77425,-384.98712
P_ni_J724_roar,100.74982,-206.12846
P_ni_T10204_suta,-546.727,34.802982
P_ni_T10673_pa,137.40497,533.1078
P_ni_T10940_pa,-9.054342,604.7984
P_ni_T10967_suta,-445.46494,25.126637
P_ni_T11193_pa,73.34189,620.0445
P_ni_T11222_pa,34.49437,524.9406
P_ni_T11888_suta,-475.17004,1.420178
P_ni_T12345_pa,280.37308,737.72406
P_ni_T12854_pa,14.125065,588.18726
P_ni_T14543_suta,-527.7502,66.304924
P_ni_T15863_jigu,88.77058,22.853394
P_ni_T15868_jigu,88.72965,-38.847065
P_ni_T15871_jigu,114.9659,-58.64708
P_ni_T15938_pu,629.81464,0.66885835
P_ni_T1642_pa,83.18373,551.62006
P_ni_T16698_suta,-692.2575,137.24086
P_ni_T18703_pa,-34.621296,586.8616
P_ni_T22153_jigu,170.5616,-42.446068
P_ni_T3261_jigu,146.2713,-39.804607
P_ni_T3609_pu,503.76727,9.477277
P_ni_T3611_pu,598.1524,31.0272
P_ni_T369_ma,34.250153,-200.05049
P_ni_T3817_pu,599.7257,88.00664
P_ni_T4043_pu,541.07043,12.042951
P_ni_T4051_pu,556.7765,-55.22422
P_ni_T4313_pu,650.7171,-96.18659
P_ni_T4404_pu,595.3355,-89.89831
P_ni_T443_ma,57.186165,-149.94626
P_ni_T467_ma,55.69607,-178.1334
P_ni_T5850_pu,624.4804,-115.63533
P_ni_T5940_pu,622.0373,-141.71698
P_ni_T5974_pu,563.4543,-15.648668
P_ni_T6243_In,593.65704,60.599415
P_ni_T9076_suta,-503.8662,69.70775
