"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73"
"1",0,430.577046281248,441.769401067927,374.197629404018,415.799379413708,428.775699257108,439.655673650006,423.928615969515,124.01807956222,426.836322040761,130.134478745213,141.300810409983,310.987274264391,411.669633236301,440.49178070573,419.174314613557,425.308823979257,427.235690492766,459.873556507081,450.367469684072,438.471995483932,446.02077369642,396.322726480852,418.960005914655,399.960191281133,406.822104196662,127.533296072585,424.046511036491,465.3648827922,439.846268409134,414.072520020103,395.83355322881,391.179782055626,399.698204907191,400.233299680483,430.730899959734,413.921777340836,403.80837265592,396.925256778972,515.161383256203,545.447205696788,400.355118816857,407.954609835572,398.207454992516,390.219773566728,453.611596651186,396.780729938001,398.115681410448,432.747670694501,415.72303624313,424.96181452128,398.227691290677,394.978587957452,397.609102031787,320.541359164621,328.929659030877,135.42638903152,327.091830727539,429.698050269673,150.568836787714,425.724308538913,433.3385371886,441.79938753708,399.912418008055,461.864344026365,415.428023272657,419.375735815848,418.90798724902,491.152208797367,122.706519000451,505.465488895414,506.65894342021,123.970869721314
"2",430.577046281248,0,134.536521788929,541.422765649502,123.672438592488,128.216850965005,404.165769083846,388.995300423039,422.293850663239,392.362412902982,429.25804326608,439.419274391482,477.402813846509,219.736627272104,311.722283429263,384.436057669872,391.146940844719,393.447726794834,330.359443847728,319.823646629101,308.786929904051,317.633188791356,179.038729614881,384.08050232614,200.777667715367,192.364642159919,426.402664792111,389.373809537262,430.768873185065,309.919559657518,122.399028978869,156.569994255691,149.356879450958,164.991228431665,201.690827894027,395.633355417747,214.716511787187,208.859969494341,141.764652588559,332.62871703683,360.969979793858,196.460690770572,216.959647355268,163.618307942846,157.576168042416,271.351830487415,153.013039771364,200.123453150177,137.975939760996,126.026735419572,132.519969203826,169.061112840026,153.347465235536,166.83590223199,488.559806091009,494.931269547494,440.904343915055,497.132116623012,394.515424189491,448.193590309,390.070013579013,304.956461150919,310.466378136063,203.375300100063,457.749896106181,217.225566681299,384.393782339969,274.321431556831,456.836280350712,422.930431809667,381.120828460025,380.611640338068,422.952005645265
"3",441.769401067927,134.536521788929,0,553.23712593606,130.650324958936,135.23224743457,413.900574798561,399.677614094564,433.845443454814,402.504009171283,440.095920467361,450.416728786992,489.252969951114,227.791952754822,320.407115728233,394.287367387942,401.427241951734,403.973664928766,339.211594229992,328.363606189774,318.697642997422,327.217232692858,185.896654702188,394.447600988817,208.219407533772,198.948763111427,437.586379888793,399.791926593849,440.957713789355,318.740286500418,135.375641125235,163.521758698066,155.764581417026,171.922540295333,208.155499262022,405.82561668864,222.403343549145,215.885734944914,147.543601580703,338.642585948162,368.063276676518,203.380063770333,224.508545988679,170.131013494523,164.19116891464,281.079395517803,159.597716231984,207.376333231756,148.79657670377,133.755111933569,140.487361012827,176.660502026011,159.986424613184,173.557774921813,500.318588225913,506.906691329784,452.611930971237,509.36835089192,404.732233844733,459.775836644275,400.553437161983,313.894722952327,319.928288138551,210.482036295798,468.414547143034,224.933606338396,394.747248907066,283.07547847642,466.602553383994,434.152942777013,389.395305025831,389.850553731799,434.698472070357
"4",374.197629404018,541.422765649502,553.23712593606,0,525.996226360778,540.249552537707,538.292107036318,523.430845460377,363.837673396724,526.493346520684,370.600322308904,381.939202116166,284.213257056285,524.214857346095,554.83339075064,518.798739291848,525.161273521999,528.755012772362,574.478227583967,559.365604874429,549.8201425162,560.200710679163,509.025200543078,519.531963441567,512.157127553533,518.53294879261,369.67575825207,524.004992795187,564.210687955612,554.297007594029,525.906061661746,508.744664417444,503.125394514553,512.320463259432,512.214350725118,531.122014093838,526.252060985253,515.916659578125,508.796341378426,625.473536679936,657.098755841983,511.022416150556,520.619129782483,510.927152408308,503.983098844157,566.182503927039,508.583382719646,509.838825508658,543.517385882012,527.693384815107,534.843085075059,510.279418518364,507.69798241969,509.412623687832,294.37900104321,303.365712900718,383.271339487807,298.206016318878,527.995495946602,390.711023923079,526.236395887863,546.070132382953,555.669595827585,512.480380508392,564.797321129853,529.123023107936,519.21746043239,532.655856193888,588.663188885928,363.781406506835,618.73294182987,618.580984430727,365.255105780225
"5",415.799379413708,123.672438592488,130.650324958936,525.996226360778,0,118.874184285603,388.131644919072,373.782935129872,407.894009040613,376.799224485466,414.843392872522,424.377291860236,462.688303120742,196.023060560644,291.74919822874,368.648104643828,375.642852683497,378.247387932494,310.269846262376,299.452846011096,289.136696500162,297.398666644252,152.778357106737,368.348693080654,175.054905565489,166.912541101032,412.059171367317,373.315256002955,415.614724136762,290.066324799351,113.129448401846,130.007064620805,122.769386371301,139.112671062118,175.959575686914,380.03962820767,190.661769100941,183.393598931743,113.491700361937,308.348975386452,338.004555503178,171.164116512217,192.047427019494,137.608192621355,130.552212705656,249.032134797238,126.289592699692,174.855498686398,123.546679917522,112.678250484165,116.997357266582,143.342375442733,126.610956573281,140.534511337939,473.763518340607,480.154786058272,425.760165983098,482.557949872267,378.584870979015,433.516769764245,375.132200708506,283.928156636244,290.352876970217,178.159252769094,443.128704388029,191.757188861503,369.603943398326,253.411649480801,440.119661538833,408.049028429098,360.033430650913,359.510760778831,408.605370430051
"6",428.775699257108,128.216850965005,135.23224743457,540.249552537707,118.874184285603,0,401.284164343378,386.776895172526,421.052372649411,389.954734696461,428.208272360023,438.057700198359,476.727639902905,213.099451620671,307.466088943072,381.844812402605,388.47838742548,390.690594994586,325.884077971375,314.663898078334,304.569871570225,313.085808807789,171.52837103864,381.364930948474,194.002781036008,185.173017088611,424.559390164327,386.781559018176,429.023100815812,305.020865436781,123.085306509265,148.137913859449,141.057506593619,157.357711928882,194.952077919736,392.986694715997,208.756004049087,201.678487618188,132.70883170768,324.497233545793,355.318853682129,189.628440139849,210.773026283185,155.504425935573,149.649882311207,266.647720446245,144.389723215528,192.992448887958,135.426465946557,120.001222526338,123.998221759713,161.758983673228,145.208726240842,159.232937409795,487.487453935759,493.916457850231,439.220558222358,495.145579134891,392.10492077697,447.22897941511,387.565347320015,300.195277500698,306.055517405966,196.986811752256,455.466740582205,210.411551622027,382.193528599949,269.534791356101,454.104415394371,421.271909982103,376.411977208015,375.213002034845,421.456441211847
"7",439.655673650006,404.165769083846,413.900574798561,538.292107036318,388.131644919072,401.284164343378,0,98.3816252249582,430.386017377357,106.446585091319,436.96770221241,446.96681896477,477.080163966677,383.807561297821,423.640684013707,108.310387794333,110.926608170793,116.499872213801,443.43226529952,432.102936038824,420.903386897943,429.047709829432,367.833182720585,109.045724235689,371.151641650824,379.472892986127,434.748641674739,95.3774714243369,148.43086972774,422.308408031696,386.487723970802,369.270188289952,363.361008292496,372.308756679802,372.719338005227,97.9068013080296,385.345241884185,376.225684140103,368.765991216259,489.073943485495,520.019787969196,372.752985015793,380.476743581965,370.015978551777,363.526262025024,437.986270270468,368.131315052691,370.46018816671,403.287722962543,388.042198833521,397.824279617623,370.156329186918,367.112164439396,369.462430488596,488.620716135318,495.81688634053,449.229535692005,494.873017759647,103.440105708788,456.950353816944,97.5460252121714,416.478366446078,423.856854176627,371.990570851467,244.545850353524,387.803440777049,108.993806681517,399.833518161989,168.278612646171,430.860456925942,490.619447075109,489.052424796418,430.736946744054
"8",423.928615969515,388.995300423039,399.677614094564,523.430845460377,373.782935129872,386.776895172526,98.3816252249582,0,414.983839950125,87.5852966901627,422.00921786212,431.126877641255,462.492319601999,369.179521750711,409.633370623732,86.9769388437971,89.8254423567866,94.061902701801,428.882832681985,417.143215482188,406.231591487425,414.703420484805,353.127512889473,86.5475752942163,356.486097482909,364.382357401777,419.447554865168,82.4342651926555,148.616719299707,407.654798800222,371.864900602634,354.450883211697,348.63362976714,357.807669713887,357.616977588761,91.9565035657985,370.856382720448,361.712604866549,353.485373566907,473.877533818568,504.382229373362,357.51625368123,364.705866194098,355.82514684272,348.893694519839,423.560414617461,353.785860605133,355.938327467853,389.787737542072,373.891559857282,383.324711015554,355.336724964508,351.889026645503,354.706828381553,473.410030983258,480.416118996469,433.463933869041,480.086327432223,89.4211720896504,440.592535653277,89.0099524942502,402.182310543741,409.955710556406,357.560813229717,229.949339357471,372.557366348228,92.4444354690871,385.52301417929,168.341457599227,414.696726535991,476.648100499813,475.681724614541,416.383278752898
"9",124.01807956222,422.293850663239,433.845443454814,363.837673396724,407.894009040613,421.052372649411,430.386017377357,414.983839950125,0,417.663136860767,122.97296741973,128.227373232389,301.288473007421,403.890902092308,433.20361464503,410.088120992798,416.258308886158,419.620462352277,452.672604835351,442.988748610934,431.341847714149,437.6201266397,388.086985044106,409.620370442728,391.605456467728,398.806678040267,118.868887870015,414.824485765259,455.831396082649,432.140681687578,406.506230387233,387.216197139138,382.670385602736,391.12454682335,391.745861220336,421.837131616805,405.884071887699,395.831950929337,388.773218344822,506.450989335956,536.98949201007,391.751579983361,399.434709021451,390.054929102223,382.97807004136,444.594671019626,387.897450523252,389.811096559043,424.806173843736,407.506666173642,417.160249366703,389.765827317818,386.425924026303,388.945910595929,311.136517208981,319.303353576639,130.851595439078,317.111406095582,421.013735670704,140.253634750701,416.612062731656,425.952181666755,434.704054193264,392.483326634906,452.566125993009,406.665956965806,410.57926701055,411.401950857679,482.01901748822,118.354093878928,499.986565270975,499.110108083133,113.678635736611
"10",426.836322040761,392.362412902982,402.504009171283,526.493346520684,376.799224485466,389.954734696461,106.446585091319,87.5852966901627,417.663136860767,0,425.357785852822,434.131832163056,464.667287683924,372.291485126929,411.679281964042,87.2498026867081,92.7488064636157,95.4338269852575,431.213819606991,419.739374971072,409.186951827089,417.186094734741,356.216296662965,84.9653097974159,360.05640713378,367.464025496857,422.550209866817,87.6485928981868,157.002770535644,410.117331319003,375.086912257341,357.58619121819,351.680304153832,360.228734332867,360.543170842629,98.3298704743769,374.733086551585,364.442602538898,357.100201816826,478.271351702886,507.390544391598,361.193017233059,368.480089448614,358.648482460878,352.232420527169,426.279033648705,355.904820247124,358.807251091334,392.881878647351,376.668014992434,386.044670287287,358.351449409166,355.211313877165,357.821515729325,476.343506111261,483.564692186817,436.784363532465,483.514976778065,95.410648866815,445.12231135777,97.1157847058713,404.682279928039,411.679287615103,359.955994573887,234.648979198225,376.04227586745,94.7060538633856,387.837009825071,175.589676970573,418.304566532612,479.355372583811,477.117034913455,419.828199581955
