1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60
1	0	172.83414256604	392.58592324749	178.0508947421	794.4910229328	794.4910229328	794.4910229328	779.242463134079	794.4910229328	630.303441765422	630.303441765422	581.180437943686	630.303441765422	630.303441765422	630.303441765422	303.550053700741	449.543932854787	449.250686391742	446.528306786902	1135.82960744348	1115.10020133871	977.318579165019	980.920223169729	986.519280760947	1177.59974479486	993.812403429223	977.542594243967	1049.42149631829	1453.10175449738	1372.78790903092	1713.66279410047	1713.66279410047	1438.45824585072	841.059086208143	841.059086208143	1424.67562448391	1444.52447411018	1427.23089286351	585.891979994331	585.891979994331	585.891979994331	585.891979994331	585.891979994331	642.71589447303	642.71589447303	642.71589447303	642.71589447303	657.775423886932	657.775423886932	657.775423886932	657.775423886932	657.775423886932	657.775423886932	1261.01705853479	1290.31972371008	1556.84771884854	2048.71884071308	1825.03437577914	1655.21679303024	1222.86406802038
2	172.83414256604	0	547.630545261087	132.563076455161	621.880743002814	621.880743002814	621.880743002814	606.669897498566	621.880743002814	472.97324958198	472.97324958198	423.850245760245	472.97324958198	472.97324958198	472.97324958198	138.035243030461	325.991725410464	326.28419920319	321.848180942848	978.499415260038	957.770009155269	805.410307039297	809.463305972134	813.946715125435	1006.58080596046	821.108153101828	813.517952003276	876.848930682774	1280.52918886187	1200.21534339541	1541.09022846496	1541.09022846496	1265.88568021521	668.486520572631	668.486520572631	1252.1030588484	1271.95190847467	1254.658327228	428.561787810889	428.561787810889	428.561787810889	428.561787810889	428.561787810889	485.385702289588	485.385702289588	485.385702289588	485.385702289588	505.133183903019	505.133183903019	505.133183903019	505.133183903019	505.133183903019	505.133183903019	1089.05082861918	1117.74715807457	1384.27515321303	1877.31682593672	1694.38003247678	1482.64422739473	1051.82521713781
3	392.58592324749	547.630545261087	0	568.370253742234	1157.49017670862	1157.49017670862	1157.49017670862	1144.33352314804	1157.49017670862	959.943174522591	959.943174522591	910.476607964126	959.943174522591	959.943174522591	959.943174522591	684.642344392296	744.183672473391	743.666567961923	742.329201451517	1457.45389091596	1433.01787441974	1343.50750818166	1347.74938982167	1345.99999809352	1548.93662553488	1344.83972174278	1307.30201669704	1414.38549026894	1808.9979197562	1726.35510392961	2078.62678805113	2078.62678805113	1791.78098044695	1206.19220557945	1206.19220557945	1780.76181591987	1800.18150528719	1783.31708429947	914.786509119071	914.786509119071	914.786509119071	914.786509119071	914.786509119071	964.104728209227	964.104728209227	964.104728209227	964.104728209227	959.875908224185	959.875908224185	959.875908224185	959.875908224185	959.875908224185	959.875908224185	1627.14802976154	1639.14981047837	1921.8117127992	2378.71977093582	2097.60412960254	2020.1807869809	1569.52570153786
4	178.0508947421	132.563076455161	568.370253742234	0	683.930140734049	683.930140734049	683.930140734049	666.369298560799	683.930140734049	572.775108746989	572.775108746989	523.684968340806	572.775108746989	572.775108746989	572.775108746989	184.630905514489	454.293912657442	454.586386450169	449.849718751128	1078.30127442505	1057.57186832028	857.731672620003	861.333316624713	874.971885108705	1055.68564250485	884.594599062048	898.798038300111	935.268010887335	1341.55435884514	1261.24051337868	1599.93593256685	1599.93593256685	1326.91085019848	726.240794306587	726.240794306587	1313.12822883167	1332.97707845794	1315.68349721126	528.396510391451	528.396510391451	528.396510391451	528.396510391451	528.396510391451	585.437595595552	585.437595595552	585.437595595552	585.437595595552	626.20933657905	626.20933657905	626.20933657905	626.20933657905	626.20933657905	626.20933657905	1141.43015198977	1178.77232805784	1443.12085731492	1938.88728809333	1809.11127528083	1541.48993149662	1115.41804832524
5	794.4910229328	621.880743002814	1157.49017670862	683.930140734049	0	0	0	22.9416478870934	0	242.315354339232	242.315354339232	281.136857393357	242.315354339232	242.315354339232	242.315354339232	501.444004785769	496.594349206928	498.209038704419	491.12301951634	438.917573741447	440.166793252645	194.907902321024	199.470442502069	193.350895861047	401.610673193589	201.516266342504	231.070665040196	259.124946185642	660.460354456822	580.146508990355	923.077694108653	923.077694108653	645.81684581016	53.9850743826096	53.9850743826096	632.034224443348	651.88307406962	634.589492822944	279.45312156275	279.45312156275	279.45312156275	279.45312156275	279.45312156275	268.722302049099	268.722302049099	268.722302049099	268.722302049099	366.334175931075	366.334175931075	366.334175931075	366.334175931075	366.334175931075	366.334175931075	476.311084467057	497.15133881018	766.262618856721	1257.26629884568	1269.69439575557	864.631693038423	432.422037795808
6	794.4910229328	621.880743002814	1157.49017670862	683.930140734049	0	0	0	22.9416478870934	0	242.315354339232	242.315354339232	281.136857393357	242.315354339232	242.315354339232	242.315354339232	501.444004785769	496.594349206928	498.209038704419	491.12301951634	438.917573741447	440.166793252645	194.907902321024	199.470442502069	193.350895861047	401.610673193589	201.516266342504	231.070665040196	259.124946185642	660.460354456822	580.146508990355	923.077694108653	923.077694108653	645.81684581016	53.9850743826096	53.9850743826096	632.034224443348	651.88307406962	634.589492822944	279.45312156275	279.45312156275	279.45312156275	279.45312156275	279.45312156275	268.722302049099	268.722302049099	268.722302049099	268.722302049099	366.334175931075	366.334175931075	366.334175931075	366.334175931075	366.334175931075	366.334175931075	476.311084467057	497.15133881018	766.262618856721	1257.26629884568	1269.69439575557	864.631693038423	432.422037795808
7	794.4910229328	621.880743002814	1157.49017670862	683.930140734049	0	0	0	22.9416478870934	0	242.315354339232	242.315354339232	281.136857393357	242.315354339232	242.315354339232	242.315354339232	501.444004785769	496.594349206928	498.209038704419	491.12301951634	438.917573741447	440.166793252645	194.907902321024	199.470442502069	193.350895861047	401.610673193589	201.516266342504	231.070665040196	259.124946185642	660.460354456822	580.146508990355	923.077694108653	923.077694108653	645.81684581016	53.9850743826096	53.9850743826096	632.034224443348	651.88307406962	634.589492822944	279.45312156275	279.45312156275	279.45312156275	279.45312156275	279.45312156275	268.722302049099	268.722302049099	268.722302049099	268.722302049099	366.334175931075	366.334175931075	366.334175931075	366.334175931075	366.334175931075	366.334175931075	476.311084467057	497.15133881018	766.262618856721	1257.26629884568	1269.69439575557	864.631693038423	432.422037795808
8	779.242463134079	606.669897498566	1144.33352314804	666.369298560799	22.9416478870934	22.9416478870934	22.9416478870934	0	22.9416478870934	248.457180024613	248.457180024613	286.763198544057	248.457180024613	248.457180024613	248.457180024613	484.468140575893	500.437005663154	502.051695160644	494.907862223068	461.749424257023	462.998643768221	202.908711712829	207.150593352838	209.169042270405	408.714595487977	218.903901649474	253.165078820973	270.696788668964	675.600475369305	595.286629902838	935.033792535986	935.033792535986	660.956966722644	62.0364721654961	62.0364721654961	647.174345355831	667.023194982103	649.729613735427	285.594496206452	285.594496206452	285.594496206452	285.594496206452	285.594496206452	274.893176834886	274.893176834886	274.893176834886	274.893176834886	373.150376682682	373.150376682682	373.150376682682	373.150376682682	373.150376682682	373.150376682682	485.751291715575	512.969485219539	778.218717284053	1273.08444525503	1292.0832675236	876.587791465755	449.615205486938
9	794.4910229328	621.880743002814	1157.49017670862	683.930140734049	0	0	0	22.9416478870934	0	242.315354339232	242.315354339232	281.136857393357	242.315354339232	242.315354339232	242.315354339232	501.444004785769	496.594349206928	498.209038704419	491.12301951634	438.917573741447	440.166793252645	194.907902321024	199.470442502069	193.350895861047	401.610673193589	201.516266342504	231.070665040196	259.124946185642	660.460354456822	580.146508990355	923.077694108653	923.077694108653	645.81684581016	53.9850743826096	53.9850743826096	632.034224443348	651.88307406962	634.589492822944	279.45312156275	279.45312156275	279.45312156275	279.45312156275	279.45312156275	268.722302049099	268.722302049099	268.722302049099	268.722302049099	366.334175931075	366.334175931075	366.334175931075	366.334175931075	366.334175931075	366.334175931075	476.311084467057	497.15133881018	766.262618856721	1257.26629884568	1269.69439575557	864.631693038423	432.422037795808
10	630.303441765422	472.97324958198	959.943174522591	572.775108746989	242.315354339232	242.315354339232	242.315354339232	248.457180024613	242.315354339232	0	0	49.4747586528185	0	0	0	404.504765037262	261.629590803855	262.901184200084	257.149502570792	505.66099782071	486.872416973216	434.339551147621	438.902091328666	407.405068631202	641.156305062442	400.863834030881	347.358842174449	486.732599464899	861.5225217228	778.425182080529	1138.93086195249	1138.93086195249	836.515540862561	295.832939696142	295.832939696142	836.598480733595	852.706107253786	836.478607231698	45.5460107084327	45.5460107084327	45.5460107084327	45.5460107084327	45.5460107084327	32.0966128811445	32.0966128811445	32.0966128811445	32.0966128811445	134.701953473837	134.701953473837	134.701953473837	134.701953473837	134.701953473837	134.701953473837	711.381267584177	684.500221162313	984.674126878308	1418.77659641323	1247.98617111256	1083.04320106001	609.848969389668
