"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60"
"1",0,1494.51931279659,1118.71674889956,994.728047942339,988.924738818847,884.231334127746,886.446614434472,1129.48116910989,884.934576240291,1147.43625340425,1116.12632760495,1100.53167686586,1127.71928488713,1129.81248222531,1135.10541340323,1098.68951739269,1142.31701924611,1108.6457945967,1135.72140724767,931.589428840712,889.552992206254,950.877788615999,889.787172278323,970.791507621558,888.886029982872,885.232558593516,891.175175988273,892.801672695977,1105.68973663376,946.802891769617,1129.38160515521,1143.61502929322,946.426277440501,973.462659398288,886.165916432052,897.550360807715,1143.27353636568,906.180534806385,975.727935570643,995.061176489781,978.003273635367,976.503965763814,966.457053736405,960.810241032758,942.548566125412,922.173175126117,984.933038359232,972.353723217822,1048.70912843131,963.310154324696,962.4661787637,1039.65832800139,973.506369173857,974.463460505203,897.806354318717,901.565596792258,1080.03420537917,910.887727529893,902.50089248828,900.256314254901
"2",1494.51931279659,0,1115.143006851,996.263424716391,994.742569604777,890.166488256581,893.31085702395,1128.63414814455,889.751170365027,1142.82489404867,1116.34362716224,1094.61522869693,1121.37288940551,1125.6008067538,1135.70030409741,1104.47868587609,1140.31683500759,1108.37544017144,1134.17899903087,937.695813512025,895.727328360535,958.466458212069,897.996704245744,976.86732192892,893.71830417677,891.987737566515,897.933907294922,898.080639796538,1103.55374660334,949.769500508902,1131.39824801178,1138.66842027,952.955611706724,975.691542063499,891.101090045094,903.325665494567,1145.08659337018,910.879784743633,979.965847599364,1000.89019428652,981.562801481792,982.510766651142,971.250336618198,963.364262578242,952.812126166442,927.275723118853,996.713894869364,977.788644563257,1044.87251967013,965.268905655772,965.507346518662,1044.7952963421,979.518694223504,977.014429364811,901.3370304456,905.817163375518,1081.57122179416,916.196104251455,906.233730184459,904.561149638798
"3",1118.71674889956,1115.143006851,0,544.902868921799,548.326942708169,469.262614254625,473.755683275933,145.983941160659,469.987133840336,157.305496061107,171.50873059966,157.100347752609,183.302959168638,190.516825665822,151.830664026434,164.37491706976,202.972710107342,111.790230643989,193.907505035173,487.873505550111,469.521555440777,507.941476941071,478.762582732566,527.832029906076,471.67696742912,467.871128700151,475.262744784454,466.766993193342,554.335688547001,503.54894381429,578.787918720898,591.065967818241,506.761532564355,528.59770988494,472.680215393131,471.104732627085,594.864751161018,478.429084725777,528.803425252859,543.003894022914,528.374903836754,529.205964566484,518.971220329762,547.346044767321,533.76370117481,510.71599936688,546.180289564809,524.657967382334,593.098237869498,514.52516970131,515.280164606814,587.666592337597,526.494047728989,533.819052515241,470.005231242538,472.873792480081,525.293874621735,479.833660676233,474.192808465419,471.918160605689
"4",994.728047942339,996.263424716391,544.902868921799,0,380.877991191846,249.499529231847,270.142826037336,559.507267932212,253.503472954863,575.88560242433,545.01503210272,526.422495838233,554.221101415263,561.253830876442,564.626235237457,530.927189928454,572.79356151302,536.603650219599,566.499544179785,302.542077463424,227.663828390427,316.114759463709,261.492491950041,360.12867817149,246.028847844193,246.082649570559,260.60706937675,226.805717237786,526.65696172182,306.709384366207,550.513573503963,561.898794071207,304.716749031031,358.330423364825,262.010538933925,235.695918600444,567.116515001573,240.836745753375,473.617010084396,488.169742001712,474.024419388202,474.35811300606,462.203853787769,361.449769734303,348.550698369207,327.834702216466,380.295057793567,469.880818967345,540.024073318209,460.015980659012,458.266209288099,533.714267491864,471.446491079729,336.464724096904,235.982515547996,241.022372801959,496.793956447755,257.025757023664,240.86998416134,238.034908644615
"5",988.924738818847,994.742569604777,548.326942708169,380.877991191846,0,263.115442876026,272.677797073523,563.487805324959,267.111208118728,578.811725206173,548.9825591874,528.498017317855,557.234443565734,565.048030313321,569.715247552164,534.784469880114,576.733110178961,538.783310557466,569.54729746643,186.650632118939,253.818450422502,240.778144269387,273.597873933612,192.789249677848,267.753531207149,260.519566620765,271.428796263275,252.796779521798,521.979668483416,240.485112514572,543.522047141991,555.532446644695,258.577806704816,191.754693381602,269.018806408244,254.435916900539,558.207275698939,265.480839260357,462.438614526011,477.062274975184,461.72552306498,462.930719155117,452.122012864265,359.693006273401,349.617395195916,326.201840058982,209.401644645934,458.298169116999,526.010613373986,445.717943851982,447.301934503579,522.014800444187,459.405328506812,267.739865146342,260.013805726449,259.903756296049,493.346525907999,286.914502632547,263.072938459925,258.575114303203
"6",884.231334127746,890.166488256581,469.262614254625,249.499529231847,263.115442876026,0,93.0554324586178,484.613589920625,78.7304249432269,500.562896483793,468.535484709627,449.671056828906,477.625367132818,484.533490721942,489.241625261919,454.728980722104,496.408555040999,461.649958544466,490.350035511415,195.081053845579,107.444467258743,216.387068405762,97.1905810752904,243.360198223398,96.546949737254,89.6495924516274,102.788932177643,122.416117202629,442.257914033792,209.331431327705,464.54712511062,476.774841348206,208.907949951799,241.841571811838,86.1365952611751,132.881480399517,481.453865247003,143.732836907889,374.087026842198,391.756881192879,374.717090925681,374.17671578738,364.121538662422,189.644257055412,180.568889699063,157.588546888777,263.273531902829,370.366158562306,443.24124587594,360.139784600281,358.838985605823,437.245997911257,371.469212720866,237.545841923262,135.171533003701,142.167536700736,413.991311769412,144.525154511675,141.172882226403,139.250823224099
"7",886.446614434472,893.31085702395,473.755683275933,270.142826037336,272.677797073523,93.0554324586178,0,490.155535449304,96.5433592473286,505.482368434052,474.357348318976,455.231930941372,483.315320124343,489.817778352327,494.301878735893,460.450604360356,502.726389031893,466.898814045541,495.634202371944,209.473765208379,130.814913245873,233.260305153142,103.748992982633,252.020359880805,108.417280722173,102.219285563393,110.780311018428,147.164522937522,447.311208948571,227.83370434253,468.974004487312,481.88560919319,229.66276129446,249.450763632347,88.961148695147,155.485032186476,485.751999817816,167.735110412711,377.050851813577,394.561901731109,376.830451253713,378.283826799873,366.395170134394,178.067482738297,166.726770674869,140.742997570649,271.564257643123,373.276202487723,446.622662452429,362.428948582833,362.110514884863,439.992375326136,375.066797573406,256.003327099586,157.103414707323,166.151545641538,418.370896174898,165.449373314488,164.441405561057,162.23643728864
"8",1129.48116910989,1128.63414814455,145.983941160659,559.507267932212,563.487805324959,484.613589920625,490.155535449304,0,484.99639345992,167.255310331532,184.497130805166,170.474383458602,197.02620145021,202.603427264863,155.61004855338,179.418053540664,222.159126096745,135.978484999155,212.70858464284,502.827471430958,483.722895530884,523.472473183203,494.22740745209,543.280593378148,486.947874973548,484.513657101196,490.230092537725,480.840056933795,571.596412064787,518.806263569381,594.192114316388,608.245422125812,521.070238811186,543.931652014869,488.347511643552,486.109445865256,612.192836575256,493.197775906132,543.798708570908,557.76355569588,544.007555774768,544.125356039981,533.997944392346,563.617378897675,551.586160025932,525.962052168347,559.292458189492,539.960639374938,607.011600844259,529.577760729765,530.549674561796,603.902100786171,541.856788166672,547.97758526463,484.698525076742,487.846102800141,542.48337360585,494.140220053167,488.691990717156,487.084754222919
"9",884.934576240291,889.751170365027,469.987133840336,253.503472954863,267.111208118728,78.7304249432269,96.5433592473286,484.99639345992,0,500.977166943189,469.945109417664,450.45795101186,478.49321803825,485.774266345064,490.263960716547,455.700729639846,498.197963551273,462.070218075298,490.826539968689,199.547186945111,112.910809684355,220.560685367149,100.528296175546,247.220769455131,97.8176807246327,89.551298256377,106.693152063805,129.927566445035,442.806170935799,214.63724656322,465.565510170173,477.53412647132,215.323524202346,245.610435670152,87.5470959541386,139.012072511762,482.39315420773,150.141428978764,373.844030302078,391.583943176786,375.270171673616,376.278878201687,364.577932316127,188.673743972521,178.984766039183,157.410106765707,266.210890181504,371.361995123421,443.803498169183,359.847084901156,359.989276328005,437.708900106291,372.64102201263,243.719107281754,140.739090749387,148.560631770379,414.182073238755,148.859216039975,147.341951201365,144.806504385581
"10",1147.43625340425,1142.82489404867,157.305496061107,575.88560242433,578.811725206173,500.562896483793,505.482368434052,167.255310331532,500.977166943189,0,205.213378839518,191.355687535442,215.665207238812,224.102341473657,176.865344638424,200.696797502112,242.74974058855,156.391356845444,234.015384411485,518.081971846076,499.880516575879,538.445957974599,509.565515281421,559.010669628505,502.993599176791,499.782174477385,505.940310840537,497.283324772601,588.11271616822,533.440024561894,612.416148338958,626.395501137991,536.485308609635,558.648695693006,504.254970232256,500.811986398852,627.550260813013,507.435286669399,559.019316263916,573.809639805343,559.483239066235,559.574934843192,549.05887644144,579.217196017167,565.376823194957,542.448603360944,576.077457055532,554.502773282096,623.88295437756,546.146566695072,545.480498860405,618.565791210854,556.769757308136,563.426197847283,499.950432120239,503.175375334429,559.824787553199,509.871463964032,503.433588803566,501.294458333726
