,0,1
M_ru_77750_suta,-37.207726,-301.02914
M_ru_78182_suta,-27.738596,-352.703
M_ru_80819_arsu,-74.730446,-252.79538
M_ru_81347_arsu,-98.54369,-380.1038
M_ru_85426_arsu,-28.439991,-213.7695
M_ru_85919_suta,27.951567,-276.56924
M_ru_A10311_pu,93.57593,218.16968
M_ru_A10329_pu,196.12622,234.719
M_ru_A11834_suta,-154.01372,-111.3325
M_ru_A1380_pu,107.469444,161.30125
M_ru_A15176_suta,-49.443417,-155.77274
M_ru_A16195_pa,-330.60284,124.65709
M_ru_A207_jigu,108.42448,386.0524
M_ru_A2741_pu,133.62315,260.5496
M_ru_A436_pu,148.36314,205.2051
M_ru_A440_pu,182.63536,159.54315
M_ru_A474_ma,-99.61316,300.7646
M_ru_A5487_suta,-4.8753095,-124.48215
M_ru_A7875_In,499.58063,-40.403282
M_ru_A9235_pa,-435.9625,-25.274694
M_ru_A9903_pa,-99.45347,-192.33278
M_ru_J265_ma,-78.512184,348.31366
M_ru_J640_roar,234.77563,-244.08116
M_ru_J676_roar,201.5293,-214.49109
M_ru_T10184_suta,-165.22144,-185.23424
M_ru_T11079_pa,321.75903,1243.3334
M_ru_T11238_pa,-308.86536,63.128727
M_ru_T11780_suta,40.68003,-186.83107
M_ru_T12541_pa,-354.99356,6.470671
M_ru_T13253_ma,-13.702607,335.2326
M_ru_T14456_In,459.1183,-100.40478
M_ru_T14532_suta,7.164378,-59.57182
M_ru_T14622_suta,-93.65262,-91.69976
M_ru_T1649_pa,-404.27942,163.12782
M_ru_T16553_pa,-386.60495,83.2094
M_ru_T19782_pa,-320.95093,191.49503
M_ru_T23245_In,393.67096,-19.105297
M_ru_T23246_In,450.19012,9.068462
M_ru_T23416_In,399.404,-84.10646
M_ru_T23478_In,440.9583,-47.90801
M_ru_T3164_ma,-49.090076,293.74454
M_ru_T3228_jigu,52.95027,397.4888
M_ru_T368_ma,263.7788,-53.90995
M_ru_T381_ma,264.12274,-336.79605
M_ru_T476_ma,-415.947,-1893.0996
M_ru_T494_ma,193.80833,-313.6129
M_ru_T6500_pa,-449.24216,85.17585
M_ru_T6577_pa,-791.86536,-1841.5078
M_ru_T753_suta,-147.90323,-261.78653
M_ru_T7634_jigu,83.287155,432.07327
