,0,1
M_ru_77750_suta,22.512144,117.46808
M_ru_78182_suta,16.761982,113.58654
M_ru_80819_arsu,15.107994,118.89046
M_ru_81347_arsu,17.795506,123.36453
M_ru_85426_arsu,18.276354,119.13914
M_ru_85919_suta,15.728572,127.08835
M_ru_A10311_pu,-198.17699,-34.741474
M_ru_A10329_pu,-202.759,-36.144188
M_ru_A11834_suta,25.914722,113.74617
M_ru_A1380_pu,-203.96567,-39.338257
M_ru_A15176_suta,9.218624,108.78638
M_ru_A16195_pa,-136.94412,-255.78882
M_ru_A207_jigu,-173.17914,-54.00427
M_ru_A2741_pu,-199.72789,-38.67359
M_ru_A436_pu,-202.60832,-43.520645
M_ru_A440_pu,-195.23349,-37.317028
M_ru_A474_ma,-157.9415,-61.421177
M_ru_A5487_suta,11.071743,126.65042
M_ru_A7875_In,325.91788,16.976881
M_ru_A9235_pa,-143.0195,-256.45276
M_ru_A9903_pa,10.828303,117.92242
M_ru_J265_ma,-154.41591,-59.457558
M_ru_J640_roar,38.697292,125.02163
M_ru_J676_roar,37.010815,127.17997
M_ru_T10184_suta,15.670891,105.089165
M_ru_T11079_pa,-145.43951,-252.38652
M_ru_T11238_pa,-139.51787,-258.31958
M_ru_T11780_suta,24.17328,123.963196
M_ru_T12541_pa,-143.88942,-262.67975
M_ru_T13253_ma,-161.02908,-58.059708
M_ru_T14456_In,323.21353,10.021776
M_ru_T14532_suta,13.323885,109.39668
M_ru_T14622_suta,-0.48379266,112.964355
M_ru_T1649_pa,-140.80411,-250.72775
M_ru_T16553_pa,-136.64926,-262.694
M_ru_T19782_pa,-148.6352,-257.84586
M_ru_T23245_In,322.53027,19.131964
M_ru_T23246_In,319.46426,15.359326
M_ru_T23416_In,327.5016,12.305732
M_ru_T23478_In,324.2155,13.590851
M_ru_T3164_ma,-157.50285,-57.760395
M_ru_T3228_jigu,-175.42087,-50.838047
M_ru_T368_ma,49.849037,130.08356
M_ru_T381_ma,46.76685,127.74027
M_ru_T476_ma,51.49193,121.71205
M_ru_T494_ma,50.179802,124.08438
M_ru_T6500_pa,-133.3848,-254.30676
M_ru_T6577_pa,-147.99603,-250.55891
M_ru_T753_suta,1.6212324,110.908264
M_ru_T7634_jigu,-171.96364,-51.089787
