"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76"
"37",199.609816329782,191.42538435786,489.217837889683,185.89607823997,201.548854486248,214.157966163062,217.061549748992,189.350212684683,185.800852305783,183.994418753586,463.707114690681,213.44348659843,474.334611535778,426.724604500213,458.063973653257,422.80617207378,498.615703809546,750.021687647352,658.975983426902,760.826131755724,447.338655906852,483.072086391449,436.868116543244,469.039584259478,460.523704101889,452.363494924026,788.118730882457,724.852196955624,541.855684372064,438.611408311249,452.132666090753,587.282535664308,451.120155544086,611.741826332604,436.55559184034,160.183884044256,0,278.154034110445,166.989195107118,282.175585419666,440.374306716445,430.368696090065,202.314743471808,459.261096371688,468.178789911253,204.209936923099,471.911149026097,482.090315355285,202.678000627763,469.22978490625,473.388328238264,199.922343200742,447.825553280807,486.360194840255,471.997496659946,523.482451453219,457.368334904948,204.570344818043,477.056571314906,509.351079657562,506.363785441046,503.047663950236,497.157078317282,424.698379928538,500.633591148047,506.883528208513,493.134463118433,508.57795878914,525.332959745772,429.013072153262,429.798665779535,537.99636907333,497.770180161981,488.168974612884,500.54039827615,192.800932460326
"38",264.341384666335,256.213608029609,541.916008973955,251.548735394132,266.03396564972,277.663257444959,277.489557474743,254.499305428684,251.771250100383,248.818766273976,517.782239668053,279.346886785506,528.437879341887,480.397883260127,511.528192925074,477.08564838465,551.11379876263,801.815355499908,713.432069991321,817.224392629819,500.710676458124,535.530054929119,490.468588224505,521.870338398323,514.324862765649,507.223124643803,839.47560242188,779.816990694358,597.198389976206,492.204539526013,504.912770373914,639.886963229628,504.983588221643,664.559109516593,490.54872512481,227.149507105103,278.154034110445,0,234.51180603138,331.338782138952,493.984402465012,484.812230649858,268.628924958384,513.423212872644,523.392547466438,269.743236125047,526.437263685945,537.264152278761,266.187922959571,523.325404003808,528.112815741726,265.812580608152,500.628030122468,539.321069754341,524.594348400948,577.570130616573,511.802246386921,270.506073232593,533.821474437598,563.523335260334,560.228751916499,556.521569499627,551.062342134458,478.023939663313,552.716773105701,559.018641251239,547.515453864158,562.004959020815,570.724886215842,481.148330139051,482.910832281926,587.482865194297,551.798764858215,542.636494810419,554.853300578474,258.943056550298
"39",124.242331059423,115.640504728362,421.058479273224,111.070423923283,123.037002542271,138.985846278003,144.652033401415,114.036954416491,108.740824005186,114.199605243229,394.086072655542,135.98896680944,404.324499411823,358.7748999209,389.59765720981,354.288011182385,428.486567244194,684.425871614435,593.444151688628,697.618958960153,378.27354207996,414.095269248711,367.713662605802,400.90589542507,392.182402918983,384.108650822221,720.381941337629,661.336226580799,476.260455141191,370.884381898313,382.87486725258,517.593923004603,382.794699760917,543.151978072336,367.626354904121,79.8683503414549,166.989195107118,234.51180603138,0,242.024634170825,372.368382476498,362.99313330848,125.743028458336,389.649508424251,398.676106762917,126.573300463205,401.959003761671,412.660755302389,124.704182414967,399.969077215759,402.805623021367,122.350112053412,378.766268205903,417.516551853047,403.350550695195,457.291263907925,387.567635148774,125.975159787792,409.193839458456,441.44463068865,437.190889763772,435.996559861002,429.654306572169,356.181338853342,432.325226629314,438.704124085463,426.537366380491,440.9779790446,457.325673527498,360.386574165347,360.996158427839,471.063260860758,430.828781468122,421.245114328773,433.022582651728,113.615335889697
"40",272.009875431386,266.526636785315,555.3805309475,260.056940116462,274.242779940696,287.865101259956,287.335371119578,263.961278057093,260.457261743377,257.771585380374,532.115159661213,287.472488028636,543.118263778291,494.249982594574,525.426199613823,491.361782388845,566.146835664684,815.311653006471,726.69869172869,828.301878572329,514.403258355903,548.713316090258,502.805027566663,536.81871955381,527.476318278462,520.221554174,849.211059527189,793.299274981691,611.236729618597,506.483684677257,517.242763253838,651.354832620379,517.6364748987,678.709209930408,502.743838915827,234.896611452097,282.175585419666,331.338782138952,242.024634170825,0,506.358040128513,498.454233489494,277.395124448822,526.766022799874,536.307383650265,278.627713644116,540.375926577049,550.618690884761,274.933860776777,537.132984951976,541.267054250182,273.952402596672,514.768603559966,553.835456022466,538.779118646716,590.396162674207,523.252932198845,278.948352295013,547.743972683483,575.587338466732,572.755295596174,568.034257097555,564.113493567618,492.675581247272,566.862642562611,572.31627936498,560.7624409002,576.066855615883,589.892656576878,495.857715407679,496.815762778301,599.359583553754,564.667685919266,554.131809866417,566.921615420826,267.568673891026
"41",384.274014039007,389.637367104852,424.889580239816,371.035862575318,372.008732470143,387.202697974989,388.634852883896,372.030518472224,365.66520824164,376.750485764391,477.611723445663,378.922594269605,488.428097658217,172.454856687849,227.379869220344,205.934401428057,512.346703371157,689.782972421385,597.82546816623,704.237444512552,228.543972089519,292.652454751248,215.529077439938,202.604963239834,194.088387204564,189.330130511415,555.208689958052,490.344793275634,291.13277243436,163.20426930597,187.700154549,384.78504985219,236.008666332797,411.04837094537,221.645874450901,365.756889280469,440.374306716445,493.984402465012,372.368382476498,506.358040128513,0,175.316262607071,378.317351648028,474.081774642923,482.520661405826,381.249751836871,486.038343275401,495.965332081011,376.915441863945,484.614634200741,486.316160260856,376.868619306159,223.125159976341,252.985855533401,240.176584931762,460.939607288138,471.784959443283,375.135803623792,492.113970886253,283.346262685487,279.119735594892,441.004415080086,434.250316291042,192.143728763497,436.648817010335,443.650920094739,430.679207657393,445.416393666919,461.26211324625,193.177645722805,192.361701343015,474.395877668856,434.48270762083,425.243066707817,438.152220037895,369.020919074511
"42",375.421085618034,380.913876747816,416.429208964485,360.836954167577,363.424035419775,377.909619832689,380.049715859702,364.524715418762,356.38854171995,366.919451689085,468.7068214208,369.086794274206,479.631424199062,174.264485078512,207.892984257012,189.850448630569,502.904583067285,683.24300866379,589.622149973386,695.428190076599,211.738413635777,277.429534685623,199.634083859273,221.926157507458,212.847662234734,206.409985061171,563.056264673206,495.03147947935,293.62575248593,182.889340557815,203.337698963495,369.051977284976,219.942582373291,398.192011773397,204.78951993261,356.978857401772,430.368696090065,484.812230649858,362.99313330848,498.454233489494,175.316262607071,0,368.979815126123,465.688127778824,473.956931355107,370.973656880334,477.187374588682,486.965669576765,367.499938988862,475.124482234505,475.915720150338,367.946816878923,203.148590558746,231.687150089792,219.201724295818,451.732930852785,462.317038707541,365.407850262953,483.670375438206,261.621247878625,255.432611867906,431.9576184998,426.245590391801,176.485934875763,428.230951504016,435.667188408799,422.516846250745,436.94783794539,453.448622784014,176.827040588064,174.069991112416,465.551990972908,425.992752115567,415.964758987937,429.877167861314,359.518282884794
"43",136.2861163517,130.738180049785,426.504116709578,104.062741728637,93.6576385790833,136.410242956046,147.004948789074,107.483216780354,85.9407753229574,119.273280884408,397.127784036042,110.530699180472,407.425495406373,365.386413873836,395.687190673882,361.31487189635,430.778695275973,688.573037204489,598.142919666602,703.051840370994,385.325951496433,419.611309724779,374.293115976199,408.227524897509,399.884823925928,391.463813869516,726.929001005619,667.922282618179,482.986990077334,375.779668424816,389.766838250108,523.877388953391,388.54443975707,550.440261790274,373.555751305522,117.25245089921,202.314743471808,268.628924958384,125.743028458336,277.395124448822,378.317351648028,368.979815126123,0,391.237464740939,401.146458244787,104.905041887809,404.799585119941,415.426845841191,99.232890837675,401.71173516111,405.354407198146,97.2630601569368,384.084353731767,422.438304353318,409.314737620342,462.75352049316,390.658238195785,98.0598598485745,412.121472908076,446.075134293711,444.285957784967,441.624050178628,435.238229140481,362.76070651582,437.85011513944,443.597746813247,432.097479132783,446.439297442615,463.160767527847,366.619392381523,367.313512726547,475.9634514941,436.609891579861,426.204846061337,438.363298025968,87.0088498930981
"44",401.389340942004,406.940893814824,416.453110604596,385.635416888261,386.770047184232,402.111250336742,401.411425176488,389.676644638001,381.629365657083,391.548622318273,95.041488317001,393.783101792093,98.6902059786727,461.114084337949,490.756981975967,453.807149012295,126.735506284792,686.246274681352,595.603537351235,699.323493942363,478.121198655311,505.809726243126,466.849398139356,503.86325806663,494.327414223507,486.075730988252,811.305361112205,754.448608848519,574.766122299702,471.960545751674,484.905538476185,611.411059094471,482.783823199247,638.077738188791,467.360068555912,383.97331429268,459.261096371688,513.423212872644,389.649508424251,526.766022799874,474.081774642923,465.688127778824,391.237464740939,0,116.256676005419,397.354065672842,107.770456003226,113.426354844273,392.877061440529,108.053191831684,111.844828735214,392.695611556086,480.193762202304,519.080396574886,502.949216420135,453.27652915443,87.6776940102389,389.37528759702,126.381841428437,539.709686932832,538.101087895966,431.013763182356,427.596706474229,457.787417267334,430.474095555538,436.343269844522,423.231654956724,439.3215811056,454.739342228526,461.865854539903,463.688805886921,466.878775875976,428.25566035007,418.145775456479,431.059963748014,384.902933570506
"45",410.101181979,416.29985742549,424.183488541575,394.240436496522,395.278855473171,410.66653475775,410.426214988733,398.428025764094,389.693202845725,400.517231267523,111.272205837134,402.545069368649,134.73825072893,469.579473054031,498.994181743908,462.939214426977,138.315967448654,692.552376520202,602.710251106244,704.038319553588,486.700872875727,514.894221763082,476.578026764992,511.616308080332,501.981312008161,494.555587506669,822.307456490911,761.892091911088,582.77858726876,479.206917682251,492.503904547706,621.242973204628,490.966629702126,647.417842900408,476.347648529235,393.139700992294,468.178789911253,523.392547466438,398.676106762917,536.307383650265,482.520661405826,473.956931355107,401.146458244787,116.256676005419,0,405.331491204073,122.6795883284,131.513274146427,402.387803829978,119.564653241048,102.601555377117,402.132417135464,489.204058284558,528.191594964037,512.167503592808,461.12760492208,111.491115352825,398.318140172538,107.081005091336,547.216482650464,546.81015423842,440.904763931696,435.521326886145,466.43513161423,438.284867409353,443.872475067807,430.274742774284,446.758333814817,462.281443878757,470.324813963755,472.684534349922,475.912857848148,435.430536593123,426.344991228998,438.536764701124,393.75804231746
"46",139.459961110042,131.874208712021,430.411473843238,99.8854302512333,95.8800912878317,136.654282389973,141.575762886535,110.389370330402,88.3445433542603,115.083152407319,401.498007466514,98.0303736782236,412.005302301057,367.380475483049,397.046990004663,362.372598626847,435.387491032997,693.510191793618,602.203200366374,704.99662069393,386.953752303653,422.981780545841,376.182132032561,409.538998106508,402.150587795872,393.311371794252,730.6522227085,669.237005674985,484.847689570054,380.254611507409,392.015324826753,526.928363729156,390.546129474726,552.189776617651,375.54292001604,118.310350316698,204.209936923099,269.743236125047,126.573300463205,278.627713644116,381.249751836871,370.973656880334,104.905041887809,397.354065672842,405.331491204073,0,409.242718973843,419.72069990337,87.6193994296361,406.970572129715,410.196270742823,83.0716723417258,386.804523310842,425.436299557407,411.597364788846,466.252525336455,394.634753915929,94.403742003954,416.644637797461,448.745005315339,446.803606356447,445.080023963791,438.693116456659,364.813054824917,441.499731548082,446.947770464897,435.598771137455,449.683875797904,466.224991529654,368.477383720588,369.22870654425,479.356199669057,439.895925892997,429.774852442829,442.058314388365,78.8825777983766
