"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"
"T_ae_86147_arsu"	0.12391026574150452	0.11648632474485257	0.10269785045368528	0.10062755753958627	0.1025118475746842	0.09972989147136364	0.11594449027124072	0.11507917252980089	0.1150387371213224	0.1014120044640691	0.0	0.10146052695424329	0.09991589435036473	0.10158992026137448	0.13215908907111779	0.10030407427175829	0.11477186342536433	0.11836252769825481	0.11718990085237842	0.11220825852782765	0.11345366910896534	0.11456159930127614	0.11627606062076438	0.10620764390961877	0.10851246219289307	0.10103191162437122	0.11674511135911494	0.11601727400650201	0.10716191954971128	0.10779271192197584	0.10742070616397367	0.10788166982062852	0.10569007068109403	0.10514014912578647	0.10000485224901742	0.1012826111569379	0.10749348989923496	0.10325585909068853	0.1013311336471121	0.13245831109385867	0.11528943665388908	0.11706050754524722	0.10664434632118654	0.13148786129037476	0.11752147120190208	0.10123408866676371	0.1014767011176347	0.10345803613308102	0.13182751872159412	0.1309622009801543	0.10232584469568312	0.10520484577935206	0.10672521713814354	0.1322965694599447	0.11355880117100943	0.11351836576253094	0.1150953466931923	0.10922412538211461	0.10212366765329063	0.09816908470409368	0.13130185841137368
"T_ae_86229_arsu"	0.12162970870331732	0.1172465104242483	0.10166270399663578	0.09815291054070228	0.10071651543823895	0.09866239668753134	0.11592831610784932	0.11629223478415579	0.11547543953289016	0.09977841396153785	0.10146052695424329	0.0	0.09897779287366361	0.10040920633380239	0.1331457130379931	0.10095104080741424	0.11507917252980089	0.118491921005386	0.11811182816568813	0.1116098144823459	0.11351836576253094	0.11376906529509762	0.11664806637876655	0.1059812056221392	0.10605398935740049	0.09934979863166578	0.11638927976450418	0.11647015058146118	0.10497840749187248	0.1069678295890145	0.10535041324987465	0.10679800087340482	0.1036359519303864	0.10496223332848108	0.10192957769259385	0.1024471509211186	0.1047600562860886	0.10558493861904993	0.09914762158927329	0.131051158878807	0.11491743089588691	0.11499021463114821	0.10847202678441457	0.13287883934203504	0.11689067882963754	0.10344994905138531	0.09997250392223463	0.10324777200899284	0.13245831109385867	0.1310107234703285	0.10095104080741424	0.10607825060248759	0.10530189075970045	0.13307292930273182	0.11200608148543517	0.11346984327235674	0.11674511135911494	0.1071053099778414	0.1013634819738949	0.09744124735148074	0.13181943163989843
"T_ae_86569_arsu"	0.11877496886473547	0.11403593899105569	0.10076503792841315	0.09764342439387323	0.10002911349410452	0.09486955537224837	0.11231339058987173	0.11188477525999968	0.11192521066847817	0.09858961295227005	0.09991589435036473	0.09897779287366361	0.0	0.09960858524592815	0.13024245070923707	0.0990667507723163	0.11125398288773514	0.11411680980801268	0.11397932941918579	0.10309411745677455	0.10584372523331231	0.10971743736555227	0.11245087097869863	0.09990780726866903	0.10057903504941207	0.09775664353761301	0.11329192747505135	0.11267730926617821	0.0991637957526647	0.10146052695424329	0.09948727902049266	0.09941449528523137	0.09856535170718295	0.09992398143206042	0.09755446649522054	0.09824995552105067	0.1001746809646271	0.09894544454688081	0.09847639380853025	0.13036375693467256	0.11180390444304268	0.11197373315865237	0.09985928477849483	0.13057402105876073	0.11529752373558477	0.09934979863166578	0.09860578711566144	0.10201044850955085	0.13031523444449836	0.1289161693111424	0.09971371730797224	0.10066799294806476	0.09951962734727546	0.1311077684506769	0.10557685153735423	0.10509971371730797	0.11256409012243841	0.10163035566985297	0.09967328189949375	0.09381014767011177	0.1298380966244521
"T_ae_A15069_suta"	0.12488071554498843	0.11811991524738383	0.10146861403593899	0.10041729341549809	0.10191340352920245	0.09994015559545183	0.11871027221116988	0.11918741003121613	0.11812800232907952	0.09880796415805393	0.10158992026137448	0.10040920633380239	0.09960858524592815	0.0	0.13084898183641452	0.09980267520662493	0.1172626845876397	0.12082100053374739	0.11985863781195917	0.11782069322464296	0.11867792388438708	0.11713329128050852	0.11883157843660537	0.11133485370469212	0.1116502498908244	0.1013392207288078	0.11913888754104195	0.1183463535348634	0.10965274071198668	0.11220825852782765	0.11110841541721254	0.11202225564882656	0.10879551005224254	0.110477623044948	0.10293237582286056	0.1037410839924305	0.10970935028385657	0.10953143448655119	0.098080126805441	0.13050123732349944	0.11692302715642033	0.11812800232907952	0.11203034273052226	0.13173047374124575	0.11921975835799893	0.09956814983744966	0.09840361007326896	0.10027172594497549	0.131051158878807	0.13007262199362737	0.09928510197810018	0.1105423196985136	0.1103644039012082	0.1309379397350672	0.11934915166513012	0.1195028062173484	0.11878305594643117	0.11363967198796643	0.09780516602778722	0.09977032687984214	0.13114011677745968
"T_ae_A15279_pa"	0.14530868390832485	0.13985799084542352	0.13294353599560063	0.12954696168340693	0.1319488249470296	0.13068724020250053	0.13719734096753847	0.13919485014637617	0.13931615637181166	0.13152829669885324	0.13215908907111779	0.1331457130379931	0.13024245070923707	0.13084898183641452	0.0	0.12944991670305853	0.13827292283306647	0.14100635644621282	0.14167758422695587	0.14175845504391285	0.14444336616688502	0.13748038882688793	0.13955068174098695	0.13525644136057063	0.13738334384653952	0.13140699047341775	0.13955068174098695	0.1377715237679331	0.13656654859527392	0.13622689116405454	0.13837805489511054	0.1365584615135782	0.13646950361492552	0.13634011030779433	0.1311724651042425	0.13246639817555436	0.13709220890549437	0.13453669108965338	0.1308328076730231	0.08388729842948874	0.13848318695715464	0.14030278033868698	0.13755317256214922	0.08395199508305433	0.13951833341420414	0.1311239426140683	0.1311077684506769	0.13260387856438124	0.08487392239636404	0.08387921134779304	0.1323612661135103	0.13608132369353196	0.13750465007197502	0.08241544956087146	0.14377213838614197	0.144766849434713	0.13879049606159122	0.13827292283306647	0.1299270545231048	0.12932052339592734	0.08274701991039514
"T_ae_A16041_suta"	0.12327138628754428	0.1160253610881977	0.10065181878467336	0.09775664353761301	0.10007763598427871	0.09834700050139907	0.11558057159493425	0.11482847299723421	0.11472334093519013	0.09855726462548725	0.10030407427175829	0.10095104080741424	0.0990667507723163	0.09980267520662493	0.12944991670305853	0.0	0.11473142801688582	0.11615475439532891	0.1172626845876397	0.1115208565836932	0.11286331214517929	0.11434324809549226	0.11468290552671163	0.10564963527261552	0.10758244779788766	0.0990667507723163	0.1161871027221117	0.11578274863732674	0.10665243340288223	0.10770375402332315	0.10749348989923496	0.10725896453005969	0.10556876445565853	0.10529380367800475	0.10104808578776263	0.10112895660471963	0.10675756546492633	0.10418587348569396	0.09834700050139907	0.13010497032041018	0.11431089976870946	0.11668041470554935	0.10828602390541349	0.1299917511766704	0.1184838339236903	0.09771620812913452	0.09949536610218837	0.09958432400084105	0.12902130137318646	0.1288029501674026	0.09930936322318729	0.10616720850114028	0.1058598993967037	0.1307195885292833	0.11335662412861695	0.11291183463535348	0.1150063887945396	0.10766331861484464	0.09829847801122486	0.0967538454073463	0.12967635499053812
"T_ae_A21562_pu"	0.09696410953143449	0.09042974752130946	0.1184029631067333	0.11513578210167079	0.11582318404580523	0.1104695359632523	0.08715447943455125	0.08407330130848982	0.08348294434470377	0.11580700988241384	0.11477186342536433	0.11507917252980089	0.11125398288773514	0.1172626845876397	0.13827292283306647	0.11473142801688582	0.0	0.08611124589580604	0.08731622106846523	0.11306548918757177	0.11374480405001051	0.08730813398676954	0.08560984683067269	0.1094586507512899	0.11017840102220712	0.11348601743574814	0.08905494363304058	0.08826240962686205	0.1092807349539845	0.11133485370469212	0.11088197712973297	0.11032396849272971	0.11018648810390283	0.11067171300564478	0.11359114949779223	0.11454542513788474	0.11139146327656202	0.1103886651462953	0.11590405486276223	0.137747262522846	0.08564219515745548	0.08778527180681579	0.10873081339867695	0.13729438594788684	0.09130315234444498	0.11537030747084608	0.11566144241189125	0.11858087890403869	0.13844275154867614	0.13714073139566857	0.11743251330324939	0.1103644039012082	0.10758244779788766	0.13800604913710837	0.11299270545231048	0.11380950070357611	0.08937842690086856	0.1093696928526372	0.11706859462694293	0.11065553884225339	0.13675255147427498
"T_ae_A2720_pu"	0.10864185550002427	0.10074886376502175	0.12205832403318938	0.11649441182654827	0.11750529703851069	0.11308975043265887	0.09195820596179663	0.09073705662574603	0.09090688534135571	0.11805521859381823	0.11836252769825481	0.118491921005386	0.11411680980801268	0.12082100053374739	0.14100635644621282	0.11615475439532891	0.08611124589580604	0.0	0.08804405842107817	0.11499021463114821	0.11699581089168162	0.09376162517993757	0.08617594254937164	0.11177155611625988	0.11365584615135782	0.11547543953289016	0.0991314474258819	0.09856535170718295	0.11227295518139324	0.11291992171704919	0.1139388940107073	0.11304122794248468	0.11267730926617821	0.11248321930548143	0.11642162809128698	0.11632458311093859	0.11469099260840733	0.11323531790318146	0.11858896598573439	0.1412247076519967	0.08640238083685121	0.09278308829475795	0.11199799440373946	0.14069096026008054	0.10157374609798309	0.1172465104242483	0.11799052194025264	0.12173484076536141	0.14022190952173	0.13935659178029017	0.1196807220146538	0.11204651689391366	0.11038057806459961	0.1414187976126935	0.11643780225467838	0.11642971517298267	0.10005337473919161	0.11383376194866321	0.11821696022773222	0.11246704514209002	0.14110340142656122
"T_ae_A2833_pu"	0.10866611674511135	0.10083782166367444	0.12146796706940334	0.11734355540459669	0.11835444061655911	0.112628786776004	0.09280734953984505	0.09082601452439873	0.09089879825966002	0.11864557555760429	0.11718990085237842	0.11811182816568813	0.11397932941918579	0.11985863781195917	0.14167758422695587	0.1172626845876397	0.08731622106846523	0.08804405842107817	0.0	0.1149497792226697	0.11451307681110194	0.09351092564737089	0.0865722095524609	0.11131059245960502	0.11138337619486632	0.1160819706600676	0.09867048376922703	0.09831465217461627	0.11100328335516846	0.11134294078638782	0.11234573891665453	0.11222443269121905	0.11189286234169538	0.11224869393630614	0.11607388357837191	0.11600918692480632	0.11552396202306436	0.1128067025733094	0.1184838339236903	0.14196063208630533	0.08725152441489964	0.09269413039610526	0.11147233409351902	0.1412489688970838	0.10159800734307017	0.11675319844081065	0.117416339139858	0.1207077813900076	0.1410710530997784	0.14038365115564397	0.11997994403739466	0.11111650249890824	0.11022692351238132	0.14200915457647953	0.11748103579342359	0.11496595338606111	0.10009381014767012	0.11251556763226422	0.11838678894334191	0.1127177446746567	0.1413217526323451
"T_ae_A317_jigu"	0.12053795267439792	0.1138256748669675	0.11672893719572355	0.11100328335516846	0.11369628155983631	0.09842787131835606	0.11194138483186958	0.11212738771087065	0.11089006421142866	0.11542691704271596	0.11220825852782765	0.1116098144823459	0.10309411745677455	0.11782069322464296	0.14175845504391285	0.1115208565836932	0.11306548918757177	0.11499021463114821	0.1149497792226697	0.0	0.07952836139550681	0.11052614553512219	0.11306548918757177	0.09214420884079771	0.09178029016449124	0.10838306888576188	0.11251556763226422	0.11232147767156744	0.09130315234444498	0.09204716386044932	0.0922574279845375	0.0922655150662332	0.09059148915522344	0.09076940495252883	0.10798680188267262	0.10721044203988549	0.0956135668882527	0.09252430168049558	0.11502256295793101	0.14257525029517848	0.11123780872434373	0.11210312646578356	0.08329694146570268	0.14170184547204295	0.11581509696410953	0.11185242693321688	0.11075258382260178	0.11752147120190208	0.14189593543273973	0.1400925162145988	0.11671276303233215	0.08897407281608359	0.08680673492163618	0.1412489688970838	0.0774823297264949	0.08002976046064017	0.11316253416792016	0.0888527665906481	0.11542691704271596	0.09673767124395491	0.14200106749478383
