"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61"
"1",0,76.0536605750361,353.834611720259,379.094814819941,375.369277151268,162.60405220568,139.623157378895,349.618770799357,408.255955058756,351.383119901251,358.880281275675,354.007570496916,377.154733320787,353.547579778749,444.503744573204,359.006653671658,100.075932308047,133.317957871641,139.050298157476,365.18933426761,368.036702715105,131.230980997058,156.479206417801,349.155040690507,356.624319927726,358.760990336519,91.8506493883176,96.1159095825785,364.537772677223,357.962625302054,358.152981545522,350.853206186212,366.919594287058,352.712336674955,355.353035342771,355.580610185698,351.562799624757,348.009787597572,360.576350595957,459.478826853655,128.538381764463,98.6710413159324,346.694458359728,453.051269757074,67.69275694822,364.427605867878,367.32814467557,361.03728604477,438.737518718956,429.250941401211,368.201704517798,349.935171865018,347.669604287358,442.1293889728,371.205896559842,373.513161688339,82.509782620481,354.246175046981,363.612371849283,394.436614795926,439.313952481957
"2",76.0536605750361,0,357.459748659446,382.780897375769,379.092409447144,159.831281140058,136.550031667691,346.780670351866,404.699741287499,355.433362655538,362.266696160332,357.505886001735,380.095361829099,357.188760119729,447.412120571386,362.109900576913,102.05177297266,130.580282481917,136.01128171932,368.602430617591,371.30406680805,128.099514237864,153.907693404571,352.533892399306,360.450780060396,362.410334635532,95.4980629261178,98.1474147587165,368.25694926397,362.018127067267,361.65597354329,354.249744707276,370.423256688393,355.816196740026,358.783975478757,358.928952929283,354.234872344221,351.421516640398,364.22602246054,462.347008300166,126.515658381744,96.3734244172317,350.30554074535,456.294070555797,72.9572811154406,368.495673446713,371.67059756501,364.589551101429,441.916518426639,432.192946811865,371.976893563726,353.772506000605,351.45506367017,444.5866591151,374.48842174762,377.692829581823,86.0432221656918,355.569976645325,366.420176823235,398.180608068874,442.549098057533
"3",353.834611720259,357.459748659446,0,100.460883791085,96.9996587946758,384.892811581118,368.22690491497,559.676995874996,612.077185994696,67.0346366000738,88.2713320102591,79.5925317317642,101.404503256823,67.9473729937155,394.939338071129,68.2474943645371,385.346048554969,356.997099777285,365.144896667575,281.082251380497,284.463987802664,363.19054367656,379.925422073571,252.968556710956,260.855411860092,85.8346844180415,373.504088993868,375.369462891628,267.154353052999,263.039029195384,262.522663997152,255.800653435002,267.217978484399,256.54123462324,80.645678372261,103.644123180228,251.080275105885,250.033880755155,82.7051248748155,410.35633127696,368.912385328651,349.306206962943,254.933132012884,404.169070182383,355.396629320796,88.7548772175331,89.5055283579766,79.6270238066439,388.923262817977,380.225301844171,80.6770139866346,255.811524263091,251.671693987702,391.314473679367,288.343816467452,290.479942484026,365.46292474,258.789091100117,78.5448770156047,310.360314195337,389.624752948661
"4",379.094814819941,382.780897375769,100.460883791085,0,99.4234883552348,408.821129910236,392.884316310181,584.232902157911,636.190477509976,98.6451098745519,113.224386215146,97.9790651371365,132.714302103803,96.2255195763172,421.763958817751,94.6034894992876,410.630665872134,381.714540340947,389.917440045565,300.644784021804,304.430333827696,388.389227095575,404.822060192022,273.914572171367,280.998789601771,104.171398685801,398.085085035656,401.010002273116,286.163026356606,282.939105899907,282.536237122438,273.140340330049,286.422065308546,276.72479800438,98.4204454562037,124.26133715088,270.86109171346,269.845603532,110.966873134397,435.746342851398,393.185993740025,374.162719299969,274.751115555942,431.210696474839,381.197114566996,120.675957591299,122.095384341309,108.951969677752,414.750195899114,407.087494573319,114.736007968072,276.025177950543,271.787768941985,417.807430601985,306.571163556684,311.141872353313,391.608824788651,278.466130136678,110.839006237274,330.673011980665,416.13723119061
"5",375.369277151268,379.092409447144,96.9996587946758,99.4234883552348,0,405.101316008632,389.001414952875,580.203199369588,632.97793396561,95.1490247371554,111.516922869106,94.1889157295396,130.504395043077,92.3263251977932,416.475390333266,90.0308487213037,407.859601192563,378.141030708179,385.962846761727,298.796189888484,302.300155938082,384.34307375388,400.697449742241,270.791938142457,278.423286135589,102.656291269374,394.864861095394,396.399411938922,284.730561391307,280.391285262455,279.935641622278,273.233479521614,284.513095753556,274.221869393407,97.1256685754568,121.995022395824,268.261295052166,267.545396584669,108.458701615209,431.8083454416,389.772287262331,370.041398240082,272.479505779769,424.792258971124,376.835497300369,118.169655000777,118.720405984628,104.01476572462,409.787795820492,401.799535612482,112.474379275741,273.318842054786,269.216803891982,413.062918302402,305.540084912464,308.85920095431,387.137397949741,275.7738198038,106.767941310858,328.016363742592,410.627255557778
"6",162.60405220568,159.831281140058,384.892811581118,408.821129910236,405.101316008632,0,119.23213085719,363.678707848126,424.40505912731,382.645256410778,389.66320157405,384.087173999204,408.177177161118,383.750732116666,474.956418312832,388.949930075639,185.420240104393,108.021196823283,112.690766782408,395.451719631629,398.851280921549,116.060908286254,125.095506558542,379.913187264508,386.731603433877,388.695654470159,175.355439542428,179.038351330492,394.323016125771,387.598354217898,387.768912114099,381.199685215361,397.277822112746,382.065514110609,386.262799429496,385.542925941387,382.853676415643,378.395905465273,391.724641873919,490.886631821421,128.735823400863,117.592023359917,376.917878450446,483.690546023525,158.896688692,395.521790400402,397.462139720916,391.714881243491,469.883865756965,460.73826588842,398.612419047885,380.277500312856,378.174032437162,473.45715738087,400.407443545098,405.047364017291,168.215552332891,385.203604231162,392.409517979589,424.897738323251,471.960094870301
"7",139.623157378895,136.550031667691,368.22690491497,392.884316310181,389.001414952875,119.23213085719,0,340.745090839037,400.534128808333,366.374050657141,373.199713000492,367.925228833498,391.870648987807,367.679397749205,460.85736977974,373.057157294762,162.768079401507,104.784632508378,110.066709807803,379.560000786618,382.640539498326,102.73541121382,125.192946312234,363.280983953022,372.04646145309,373.102411849264,152.441949307372,155.71767059935,379.359289969409,372.345506109523,371.819187380814,365.565721524947,381.141132988852,366.431857835116,369.940491431152,369.47454309981,366.939657035197,362.369354609533,375.026923113975,474.151579761849,115.825305985719,100.53198353613,361.128129772519,468.840671531595,135.591225350467,379.34531982889,382.380169655062,375.357035597332,455.103224494157,445.352224271872,382.605320899798,364.669101253027,361.94369131888,458.386290963214,385.409944653775,389.165484048944,144.779830067368,369.226776221604,377.417175133226,408.798575462312,456.279380404017
"8",349.618770799357,346.780670351866,559.676995874996,584.232902157911,580.203199369588,363.678707848126,340.745090839037,0,603.278760391902,557.934184942633,564.199862158555,559.933474743138,582.853408506931,560.215272673802,648.549094964161,565.598632146402,374.983559010041,338.398388973082,343.272719982689,571.167079964634,575.22393827123,337.734194480968,360.0268887705,557.164781360837,563.938710038959,566.080934639082,364.941649082815,366.13625146536,570.059940016993,564.757396481832,564.912914086111,557.907020041659,575.337074777367,559.782491167951,560.878414524327,561.699238479286,559.591154546235,555.844782955403,566.510684170678,663.922866541958,344.29005152051,325.113717100204,553.90952177562,654.632392620811,347.874913709151,570.796655541339,571.447780125065,566.250604915144,641.47924753636,632.958816842787,574.155410923802,557.028292220801,554.968473411669,643.843736023656,577.198997300233,579.72215993102,356.696651580422,562.530561568931,569.391858702149,601.251896644827,644.03370911069
"9",408.255955058756,404.699741287499,612.077185994696,636.190477509976,632.97793396561,424.40505912731,400.534128808333,603.278760391902,0,610.219508557087,616.606525365867,612.223111039493,634.407512057397,610.674360661413,699.255790843661,616.847404180168,433.282004680105,398.128705112588,404.06173306462,619.148011812216,620.700476414721,398.282361826843,421.126011405922,604.601731312622,612.138602221591,616.799370172221,421.839870348184,423.303279113119,618.816851583069,613.485664122065,612.809173999079,605.639838685152,621.878870870274,606.066090328585,613.202722100639,612.152827644231,608.297336452506,604.541970222811,618.675385947418,710.379159296948,405.112028407532,385.382346499331,601.817622121129,705.814726279484,405.499623015673,622.136096208229,626.10065270631,619.197951273978,693.586103815546,683.056795910278,625.90616960082,605.528714323325,602.697026885524,695.014227608869,623.036310526565,625.005054948885,414.519732318378,608.493191362913,620.963581589506,648.970271165902,691.947137266917
"10",351.383119901251,355.433362655538,67.0346366000738,98.6451098745519,95.1490247371554,382.645256410778,366.374050657141,557.934184942633,610.219508557087,0,78.7766820531747,74.766240065487,81.6889435462453,58.6523690147867,393.051971787944,68.0583205937706,383.355722161096,354.751017374647,362.747112109641,279.158914872552,282.829039647471,361.087818086115,377.416111188811,252.043205920836,259.315279062695,87.1563146165923,371.182635386537,373.153670617854,265.900383850813,261.737657164764,261.264608415589,254.375920615516,264.909771292463,255.272845663292,76.6852229100093,99.920023217823,249.700479111205,248.310076672614,67.3819155026064,408.631604254028,366.613596080297,346.879987084566,253.317202949313,402.247172030462,353.090758307374,71.1319407861957,75.0268253199466,77.3476387014288,386.778999572542,377.756311707575,73.4984666565128,254.543485390498,250.269022459013,389.337379357707,286.24650068381,289.011349237235,363.853448744076,257.899007794814,74.1260197960959,308.44993528819,388.120670970415
"11",358.880281275675,362.266696160332,88.2713320102591,113.224386215146,111.516922869106,389.66320157405,373.199713000492,564.199862158555,616.606525365867,78.7766820531747,0,90.3753756957399,98.368901337189,81.2473121186585,400.970310198398,87.3136007963541,388.915990257849,362.057498981235,369.812437194132,280.855088936013,284.351226491293,368.292006560186,384.256667749001,253.116826460265,260.701274113562,97.1910008912813,378.033793466167,380.188687585926,267.006848664428,263.046172575884,262.832764162242,255.586226102336,267.09035893704,256.074772940147,81.6321388055747,105.537054322024,251.174365798349,249.545068665032,89.1050969215949,416.371999720893,373.196545363841,354.267153589835,254.568556730168,410.379473139361,360.667295151913,90.8467784421789,94.1155324699034,95.3061044837373,395.026642465131,386.479822482256,93.7923307769513,255.728950208518,251.369434017109,397.363966418716,287.724410666307,290.130278923296,370.892925149496,258.92925713706,95.0740393172608,309.730729380091,396.227736445779
"12",354.007570496916,357.505886001735,79.5925317317642,97.9790651371365,94.1889157295396,384.087173999204,367.925228833498,559.933474743138,612.223111039493,74.766240065487,90.3753756957399,0,110.255686006013,73.1549461442522,396.357384282716,74.1310801841302,385.400647223521,356.366083294919,364.707947044935,275.17526910494,279.150862126603,362.895315071142,378.590771441255,247.709146554958,254.977824909411,89.1373913458068,373.576035473544,375.158060680162,260.948063628649,257.132833689091,257.380646765425,250.347022014395,261.588275364087,250.546590468684,82.8399658351506,102.996779057412,245.242063526668,244.625058216074,89.3164551886255,411.810728953025,368.486049789,348.882887145862,248.994800923584,405.957221110263,355.357003514528,97.7188356221528,99.2561405812606,84.8095836166688,390.155212380131,381.622453964103,91.9842425932866,250.224829207094,245.918566480865,392.386314685123,282.180116966912,285.563966622315,365.938794165268,252.928056174089,86.4655639150035,304.361539524196,391.082074340012
"13",377.154733320787,380.095361829099,101.404503256823,132.714302103803,130.504395043077,408.177177161118,391.870648987807,582.853408506931,634.407512057397,81.6889435462453,98.368901337189,110.255686006013,0,91.5905979944438,418.297601233424,105.362273149774,409.212447190681,380.328612261177,388.407219008205,306.11639088373,309.705324135397,386.617116215607,402.480630849654,279.142168386853,286.788494517577,120.07873295711,396.701531984425,397.829096293638,292.881886006861,288.622301704672,288.031457162393,281.496626125549,292.41629394741,282.112841985564,111.421048900401,132.110456351223,276.291760495167,275.702697840925,85.7119345617789,433.512083346577,392.353978109426,372.398410379773,280.462738922101,426.550715190457,378.420426662892,78.730491149252,83.1423921073501,111.594053854883,411.799915444175,403.006406597958,92.166321600662,281.21088459394,277.401056007076,414.425275434214,312.77526994775,316.263575227444,389.081405861964,284.614843196621,108.39514447974,334.742393097038,412.721936381213
"14",353.547579778749,357.188760119729,67.9473729937155,96.2255195763172,92.3263251977932,383.750732116666,367.679397749205,560.215272673802,610.674360661413,58.6523690147867,81.2473121186585,73.1549461442522,91.5905979944438,0,395.675962462018,59.7546086591673,385.12577812257,356.508891707796,364.016874433869,281.031528358497,284.224592368876,362.663269963616,378.774474736226,252.881390235289,259.853611640657,83.7705854291615,373.041059629049,374.594705650108,266.645757724823,262.52978943446,261.909447228357,254.926257594132,266.988826366183,255.929406036694,77.5577178938339,100.354354587347,250.585048822371,249.511850158645,72.0190213691239,410.715930531376,367.156865267452,348.370582400737,254.569805063348,403.626606106131,354.597582553406,78.5269396997264,79.2093829759416,70.1836561154223,389.1455153715,379.879897786627,72.4192600727184,255.186066053713,250.728793482749,391.537911854394,287.499956689607,290.4194583592,365.602209545889,258.606918344888,65.3892535427927,309.289889594857,390.142131804785
"15",444.503744573204,447.412120571386,394.939338071129,421.763958817751,416.475390333266,474.956418312832,460.85736977974,648.549094964161,699.255790843661,393.051971787944,400.970310198398,396.357384282716,418.297601233424,395.675962462018,0,401.155679202825,476.368711100223,448.462720872527,455.705369832192,427.667367535113,430.427533526955,455.184292542943,471.730664837842,410.366355125446,418.448226066845,402.69189292481,463.834305968677,466.3615042531,425.370322577111,420.031188313881,420.127223226514,413.018070167329,427.298242834646,412.923335373914,398.110746026969,401.720157302751,412.338082535791,409.629040189713,402.102540834777,166.760823708281,460.709574353009,440.857343763004,409.291554685956,161.839861336024,445.082549694765,404.943211587085,407.726826351631,403.197545016622,146.29293883104,135.081906851808,408.929930532918,410.835996828281,409.247369246817,147.003670362446,433.362845389478,437.174487162624,455.870943168978,415.752196686979,404.800892540511,455.263117783474,146.36980510478
"16",359.006653671658,362.109900576913,68.2474943645371,94.6034894992876,90.0308487213037,388.949930075639,373.057157294762,565.598632146402,616.847404180168,68.0583205937706,87.3136007963541,74.1310801841302,105.362273149774,59.7546086591673,401.155679202825,0,389.957047100689,362.293824648963,369.86025253449,282.973127024321,286.403454297165,368.171972697478,384.845611744679,254.796934790325,262.244054179177,80.1968186395976,378.607287115037,380.195648860208,268.025508558325,264.362936361885,264.317679576244,257.422296594333,268.495064889354,258.148313486982,76.1224978642617,99.2659523828417,252.337755973917,251.512703841877,84.3723869483925,416.190074893031,373.473398663472,353.979847875678,256.582655960942,410.247998115613,360.578450688906,91.8488686866437,93.4136836952901,69.1334016524888,394.689447490509,385.947440853927,85.0442250099038,257.804622273249,253.295535312896,397.229546346468,290.14407559182,292.975442305584,371.02370001852,260.696200798374,69.9029094807499,312.367731139853,395.397945749277
"17",100.075932308047,102.05177297266,385.346048554969,410.630665872134,407.859601192563,185.420240104393,162.768079401507,374.983559010041,433.282004680105,383.355722161096,388.915990257849,385.400647223521,409.212447190681,385.12577812257,476.368711100223,389.957047100689,0,155.542252190129,160.470512690652,397.09767648033,400.19675046987,153.977504552486,178.585408750008,380.77453327354,387.876348887226,390.378104351793,114.421149148203,120.371851355186,396.211986515771,390.060094965187,390.112353057927,382.708495591113,398.991212458459,383.898616289035,387.552941132465,386.975720438806,383.617982052512,379.572529345175,392.201587688182,491.066545194356,148.777535644151,119.047856882895,378.556481178901,485.281183476921,94.4600327298824,396.294674377345,398.983042196975,392.160180394621,470.424999418469,460.614174674197,399.729260886178,381.667034267093,379.8912247593,473.87536783764,403.31612994212,406.44415245153,105.669465766679,386.511376409258,394.917658157962,425.280139429055,470.927708117655
"18",133.317957871641,130.580282481917,356.997099777285,381.714540340947,378.141030708179,108.021196823283,104.784632508378,338.398388973082,398.128705112588,354.751017374647,362.057498981235,356.366083294919,380.328612261177,356.508891707796,448.462720872527,362.293824648963,155.542252190129,0,87.6901445320833,367.609077402018,370.947785940898,99.6592146501397,99.2051301067154,353.363501366302,360.536842318612,361.860947353588,145.491554092294,149.784300332848,368.269917462445,361.653887144219,361.383078427459,354.468872773209,370.148354936889,355.482160443915,358.235713052805,358.726153429438,355.499567038874,351.545058919816,363.591159128113,463.15390699916,92.5789312268265,86.9907704673287,349.104697166047,457.809991419999,129.55401719235,367.757142441632,370.55032289917,364.334855241304,443.702956103635,433.288702970165,371.220600003018,353.146333350897,351.306592581727,446.803155382157,374.168947329016,377.415181567829,138.403979109298,358.399041170761,365.310347551342,398.006369589299,445.038870809722
"19",139.050298157476,136.01128171932,365.144896667575,389.917440045565,385.962846761727,112.690766782408,110.066709807803,343.272719982689,404.06173306462,362.747112109641,369.812437194132,364.707947044935,388.407219008205,364.016874433869,455.705369832192,369.86025253449,160.470512690652,87.6901445320833,0,375.743376509423,379.092244779963,103.734596516684,108.34948922984,360.241226436355,367.510167874119,369.747449506108,150.705064140548,155.034012718641,375.001634034637,369.042133426771,368.347354155766,360.438571908507,377.671571225877,362.590662437075,366.697329951372,366.849844670916,362.917135396732,358.752277315021,371.811918480541,471.324582168437,100.362092295085,91.2830841165076,357.060153518444,464.643827175576,134.744681594994,375.124250007036,378.758993533938,371.584965432595,451.013744958138,441.341474869084,379.196562561414,360.891286478621,358.410889296556,453.898147600029,381.777675223585,384.205083519893,143.861933399661,365.554240268529,373.818648186869,402.745470706344,451.971375911731
