,0,1
T_ae_28095_In,-183.93825,-121.03746
T_ae_75520_In,-176.58546,-131.06757
T_ae_80508_arsu,67.664955,31.894135
T_ae_80716_arsu,41.34208,50.656166
T_ae_81278_arsu,50.82428,51.636547
T_ae_81338_arsu,-146.01988,-97.107155
T_ae_82491_pu,-145.06703,-106.880455
T_ae_82606_pu,-141.881,-82.093025
T_ae_82608_pu,-136.89716,-79.13955
T_ae_85274_suta,54.815735,35.180145
T_ae_86147_arsu,24.686296,54.888885
T_ae_86229_arsu,35.53985,57.68483
T_ae_86569_arsu,51.856464,25.383358
T_ae_A15069_suta,51.600494,42.352547
T_ae_A15279_pa,181.28435,-136.00456
T_ae_A16041_suta,43.110756,38.85603
T_ae_A21562_pu,-168.4947,-123.9276
T_ae_A2720_pu,-153.24171,-82.26628
T_ae_A2833_pu,-136.95349,-98.31898
T_ae_A317_jigu,-2.5760064,157.60606
T_ae_A324_jigu,4.9551272,148.57605
T_ae_A3559_pu,-154.45486,-94.234886
T_ae_A439_pu,-158.98666,-101.754074
T_ae_A458_ma,34.55376,131.22537
T_ae_A509_ma,35.253685,138.6048
T_ae_A522_ma,63.500202,58.97755
T_ae_A7968_In,-161.708,-122.811615
T_ae_A8087_In,-155.1319,-130.10036
T_ae_J249_ma,18.875177,155.10864
T_ae_J252_ma,39.55074,146.72453
T_ae_J261_ma,44.03641,127.37753
T_ae_J298_ma,32.82482,157.22191
T_ae_J319_roar,26.130526,125.35473
T_ae_J419_roar,12.341694,124.55874
T_ae_J598_arsu,60.435165,46.49227
T_ae_J616_arsu,50.50873,69.62464
T_ae_J678_roar,52.108986,137.86552
T_ae_J683_roar,-6.853692,131.45073
T_ae_T10229_suta,65.53591,17.27536
T_ae_T10679_pa,187.00996,-129.09908
T_ae_T12313_pu,-153.79059,-110.213455
T_ae_T13219_pu,-161.74702,-91.803535
T_ae_T13278_ma,15.659442,144.86754
T_ae_T13575_pa,181.41837,-123.114525
T_ae_T14205_In,-166.22604,-133.04755
T_ae_T14601_suta,53.504845,16.072685
T_ae_T16625_suta,40.57414,23.028717
T_ae_T16704_suta,74.2753,45.153267
T_ae_T17307_pa,194.68153,-125.52986
T_ae_T19420_pa,193.37096,-135.60211
T_ae_T19436_suta,62.01851,27.978004
T_ae_T2166_ma,37.808212,122.11912
T_ae_T2207_ma,17.768848,134.96207
T_ae_T24591_suta,175.47517,-129.92566
T_ae_T3237_jigu,-3.2688122,141.23967
T_ae_T3260_jigu,-10.2069,152.01772
T_ae_T3376_jigu,-170.047,-115.70527
T_ae_T4355_ma,25.263674,142.87108
T_ae_T742_suta,30.675945,33.64016
T_ae_T7941_suta,-3.4357207,148.56921
T_ae_T8268_pa,187.60175,-118.958664
