,0,1
H_oc_A311_jigu,-39.8447,-21.24803
H_oc_T15847_jigu,-30.153427,-31.362305
H_oc_T355_jigu,380.07666,4.921531
H_pe_A24346_pu,502.71176,490.67914
H_ro_A409_ma,-327.2679,55.83543
H_ro_A410_ma,-56.239895,-186.28838
H_ro_A521_ma,-78.71286,-161.91806
H_ro_A547_ma,347.3057,-7.818499
H_ro_A551_ma,-133.84264,-166.16933
H_ro_J213_ma,352.2577,6.866434
H_ro_J305_ma,323.97372,-84.969124
H_ro_J508_ma,300.1374,-91.82338
H_ro_J774_ma,341.93112,-68.316
H_ro_J775_ma,329.7827,-99.15562
H_ro_J796_ma,339.27933,23.70598
H_ro_T1842_ma,319.88898,-123.35833
H_ro_T366_ma,307.15634,-67.667885
H_ro_T385_ma,363.4905,-23.071978
H_ro_T471_ma,354.9241,-106.755104
H_st_77860_arsu,-316.88086,23.491768
H_st_78249_arsu,-381.14456,-159.71013
H_st_80727_arsu,-275.62698,43.458576
H_st_80800_arsu,-111.520134,-113.33637
H_st_81143_arsu,-334.14783,42.653934
H_st_81279_suta,-110.68402,-98.30931
H_st_85680_arsu,-133.21605,-131.29211
H_st_85970_arsu,-130.37225,-213.64432
H_st_86405_suta,-278.8657,-116.0696
H_st_A11597_pa,122.72281,-125.030556
H_st_A14546_suta,-251.76611,49.081577
H_st_A15208_pa,116.99563,-136.15364
H_st_A15210_pa,8102.052,-207.82489
H_st_A16571_pa,-240.31705,34.2216
H_st_A272_arsu,-353.35178,58.241463
H_st_A273_arsu,-59.318302,-145.69318
H_st_A4899_suta,-225.08168,-166.98776
H_st_A7597_pa,-3219.8484,-193.42879
H_st_A9955_pa,-294.31174,-151.3375
H_st_J364_roar,17.376524,140.53368
H_st_J368_roar,4.159397,220.00931
H_st_J370_roar,81.87771,154.39632
H_st_J374_roar,53.041626,157.73926
H_st_J408_roar,32.80575,157.39342
H_st_J525_arsu,-79.810455,-184.81798
H_st_J530_arsu,-96.415825,-191.96611
H_st_J536_arsu,-85.66445,-205.99977
H_st_J572_arsu,-352.5806,30.226305
H_st_J621_roar,63.654053,194.00624
H_st_J664_roar,-14.729199,204.17387
H_st_J665_roar,57.367825,173.68335
H_st_J711_roar,49.764034,132.79237
H_st_J762_roar,-4.3585925,191.85289
H_st_J765_roar,82.56546,129.35777
H_st_T10207_suta,-246.37518,64.95347
H_st_T11900_suta,-244.89497,-132.86958
H_st_T12194_suta,-281.15225,-132.0587
H_st_T16744_pa,105.03888,-160.09663
H_st_T17858_pa,-241.4273,-101.469185
H_st_T24564_suta,-229.35803,-131.6287
H_st_T7114_suta,-253.28091,-152.62193
