,0,1
H_oc_A311_jigu,-58.032776,-96.4107
H_oc_T15847_jigu,-54.913643,-95.293976
H_oc_T355_jigu,126.768265,265.58426
H_pe_A24346_pu,-93.991486,39.48495
H_ro_A409_ma,-38.729572,-22.492682
H_ro_A410_ma,-86.75202,43.068626
H_ro_A521_ma,-46.31759,43.785187
H_ro_A547_ma,130.87943,272.40567
H_ro_A551_ma,-89.068565,35.41212
H_ro_J213_ma,128.46085,276.86743
H_ro_J305_ma,132.65207,246.18582
H_ro_J508_ma,129.17792,251.72125
H_ro_J774_ma,138.50122,246.09262
H_ro_J775_ma,134.50017,249.71638
H_ro_J796_ma,135.46906,273.69153
H_ro_T1842_ma,135.43213,260.26297
H_ro_T366_ma,143.4447,254.23917
H_ro_T385_ma,130.37085,267.37027
H_ro_T471_ma,138.42674,254.85857
H_st_77860_arsu,-41.45757,-14.63644
H_st_78249_arsu,-91.12736,28.041956
H_st_80727_arsu,-57.56862,-9.235464
H_st_80800_arsu,-80.34976,37.354614
H_st_81143_arsu,-36.77077,-18.686638
H_st_81279_suta,-92.42688,47.868767
H_st_85680_arsu,-86.52136,32.0204
H_st_85970_arsu,-81.40809,28.871483
H_st_86405_suta,-88.418205,11.220722
H_st_A11597_pa,85.81857,72.11118
H_st_A14546_suta,-60.49324,-14.883148
H_st_A15208_pa,81.18628,71.960464
H_st_A15210_pa,78.29627,76.05064
H_st_A16571_pa,-57.07311,-15.710124
H_st_A272_arsu,-33.29346,-20.796146
H_st_A273_arsu,-84.84842,50.635628
H_st_A4899_suta,-87.070045,19.134222
H_st_A7597_pa,82.891426,76.49974
H_st_A9955_pa,-93.53707,7.7713933
H_st_J364_roar,-57.442787,-152.55313
H_st_J368_roar,-62.523884,-137.77336
H_st_J370_roar,-58.597313,-159.0996
H_st_J374_roar,-51.99513,-153.31557
H_st_J408_roar,-45.76179,-147.9698
H_st_J525_arsu,-78.58136,47.50695
H_st_J530_arsu,-75.64472,50.606853
H_st_J536_arsu,-73.21735,47.364647
H_st_J572_arsu,-32.61147,-14.145018
H_st_J621_roar,-50.22877,-160.23964
H_st_J664_roar,-67.31128,-139.76364
H_st_J665_roar,-52.856773,-148.4157
H_st_J711_roar,-46.837334,-144.21745
H_st_J762_roar,-60.44398,-141.4105
H_st_J765_roar,-48.29482,-155.01018
H_st_T10207_suta,-52.299442,-14.441857
H_st_T11900_suta,-85.41056,8.88869
H_st_T12194_suta,-80.091156,7.775048
H_st_T16744_pa,87.906044,77.97895
H_st_T17858_pa,-97.506,26.4068
H_st_T24564_suta,-97.05728,11.239733
H_st_T7114_suta,-88.912994,2.7123682
