"","pop 1","pop 2","pop 3","pop 4","pop 5","pop 6","pop 7","pop 8"
"1",2.22727272727273,0.437229437229437,0.477124183006536,0.553623188405797,0.142857142857143,0,3.84166666666667,1.39473684210526
"2",2.22727272727273,0.264069264069264,0.477124183006536,0.42512077294686,0.142857142857143,0,2.78333333333333,1.29473684210526
"3",0,0,0,0,0,0,0,0
"4",1,0.956709956709957,0.333333333333333,0.38743961352657,0.428571428571428,0.5,3.1,1.58947368421053
"5",1.83333333333333,2.08658008658009,1.42483660130719,1.37004830917874,1.78021978021978,1.625,5.35833333333333,2.68421052631579
"6",2.87878787878788,2.88744588744589,2.95424836601307,2.71400966183575,2.41758241758242,2.03333333333333,6.83333333333333,3.56315789473684
"7",2.04545454545455,1.75757575757576,1.86274509803922,1.73140096618357,1.06593406593407,0.908333333333333,4.575,2.46842105263158
"8",1.90909090909091,1.22943722943723,0.869281045751634,0.930434782608695,0.549450549450549,0.591666666666667,4.44166666666667,0.868421052631579
"9",2.71212121212121,2.25974025974026,1.42483660130719,1.56908212560386,1.24175824175824,1.43333333333333,7.275,1.44736842105263
"10",1.3030303030303,1.21212121212121,0.555555555555556,0.893719806763285,0.978021978021978,0.966666666666667,5.43333333333333,0.678947368421053
"11",0.833333333333333,0.519480519480519,0.111111111111111,0.632850241545894,0.714285714285714,0.5,4.48333333333333,0.6
"12",0.333333333333333,0.337662337662338,0.111111111111111,0.377777777777778,0.428571428571428,0.375,1.88333333333333,0.5
"13",1.56060606060606,1.12554112554113,0.973856209150327,1.09275362318841,1.24175824175824,1.38333333333333,1.91666666666667,0.689473684210526
"14",3.1969696969697,1.91774891774892,1.66013071895425,1.51014492753623,1.64835164835165,1.75833333333333,4.28333333333333,1.83684210526316
"15",2.10606060606061,1.06493506493506,0.797385620915033,0.545893719806763,0.692307692307692,0.5,3.60833333333333,1.53684210526316
"16",0.46969696969697,0.272727272727273,0.111111111111111,0.128502415458937,0.285714285714286,0.125,1.24166666666667,0.389473684210526
"17",0,0,0,0,0,0,0,0
"18",1.07575757575758,0.415584415584416,0,0.171980676328502,0,0,1.25833333333333,0.742105263157895
"19",1.87878787878788,0.965367965367965,1.02614379084967,1.08405797101449,0.934065934065934,1.15,2.1,0.842105263157895
"20",0.803030303030303,0.822510822510823,1.2483660130719,1.08599033816425,1.21978021978022,1.275,1.575,0.2
"21",0.166666666666667,0.363636363636364,0.222222222222222,0.173913043478261,0.285714285714286,0.25,1.29166666666667,0.1
"22",1.13636363636364,0.627705627705628,0.738562091503268,0.957487922705314,0.725274725274725,1.075,3.15833333333333,0.3
"23",2.81818181818182,1.32034632034632,2.16993464052288,2.08309178743961,1.82417582417582,2.15,4.34166666666667,1.92631578947368
"24",2.31818181818182,1.03030303030303,1.84967320261438,1.80869565217391,2.18681318681319,1.89166666666667,3.98333333333333,1.72631578947368
"25",3.15151515151515,2.21645021645022,1.35294117647059,1.90531400966184,2.46153846153846,1.45,5.4,1.07368421052632
"26",5.48484848484848,4.87445887445887,2.66666666666667,2.91980676328502,3.06593406593407,2.95,8.025,3.04736842105263
"27",3.8030303030303,3.94805194805195,2.15686274509804,1.95458937198068,2.12087912087912,2.65833333333333,6.28333333333333,2.9
"28",3.13636363636364,2.44155844155844,1.56862745098039,1.09855072463768,0.978021978021978,0.825,5.675,1.82105263157895
"29",2.46969696969697,1.76190476190476,1.1437908496732,1.53816425120773,1.38461538461538,1.10833333333333,5.44166666666667,1.43157894736842
"30",0.333333333333333,0.363636363636364,0,0.696618357487923,0.835164835164835,0.75,1.18333333333333,0.436842105263158
"31",2.81818181818182,2.15151515151515,1.92156862745098,2.12463768115942,2.18681318681319,1.35833333333333,4.38333333333333,1.94736842105263
"32",2.81818181818182,2.15151515151515,1.92156862745098,2.12463768115942,2.18681318681319,1.35833333333333,4.38333333333333,1.94736842105263
"33",0.333333333333333,0,0,0.290821256038647,0.142857142857143,0.25,0.483333333333333,0.1
"34",0.333333333333333,0,0,0.290821256038647,0.142857142857143,0.25,1.68333333333333,0.1
"35",0,0,0,0,0,0,1.2,0
"36",0.166666666666667,0.173160173160173,0,0,0,0,1.75833333333333,0
"37",0.5,0.619047619047619,0,0.0434782608695652,0.142857142857143,0,2.35,0
"38",0.333333333333333,0.536796536796537,0,0.168115942028985,0.142857142857143,0,1.05833333333333,0.2
"39",1.27272727272727,0.619047619047619,0,0.506280193236715,0.648351648351648,0.25,4.09166666666667,2.75263157894737
"40",2.10606060606061,0.792207792207792,0.111111111111111,0.897584541062802,1.50549450549451,0.25,6.70833333333333,3.81578947368421
"41",2.3030303030303,0.70995670995671,0.477124183006536,1.38454106280193,1.69230769230769,0.25,7.175,2.7
"42",2.60606060606061,0.883116883116883,0.366013071895425,1.16328502415459,2.40659340659341,0.483333333333333,5.05833333333333,1.63684210526316
"43",1.3030303030303,0.437229437229437,0.111111111111111,0.466666666666667,1.93406593406593,0.358333333333333,2.13333333333333,0.2
"44",2.25757575757576,1.89177489177489,1.72549019607843,1.49661835748792,1.94505494505494,0.941666666666667,5.06666666666667,0.3
"45",2.25757575757576,2.16450216450216,2.33333333333333,1.61545893719807,1.84615384615385,1.175,6.21666666666667,0.4
