"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51"
"1",0,107.095898686618,93.4358441194455,99.5863968316987,96.862365358788,97.4460292880531,511.00039169737,102.090766116282,101.363499827828,95.2727595721227,93.7144026497759,108.676521387206,95.5563488926187,110.891881886587,429.861243179262,428.037673897446,416.536559932371,417.529390144142,437.355901504978,423.394089238262,424.252927517285,419.695019057251,425.544081379304,472.094395104844,437.965519284124,421.935762085479,423.697983558086,108.208810990624,108.116590578777,421.636112203774,409.215159486869,97.9217168942567,94.1251600053418,420.85643379831,440.183921610455,416.704887734866,423.613161935506,426.359994790711,407.354936308718,416.37551187182,526.248744769919,430.52707734691,495.038205988977,422.602643880917,443.494606831989,439.287085060712,428.334431282325,431.646702496645,421.025637281624,425.48921155212,420.465179261722
"2",107.095898686618,0,92.8610948353992,92.0326004930692,101.987257799896,96.5204401062138,516.930712676111,97.1331142048727,104.528946036566,108.030262169597,101.688219871722,104.054119040924,101.571232909977,111.926583563601,436.444952337181,433.492376826739,421.558848007331,422.846967737178,442.937242259232,429.770603417949,430.243556219771,424.782488645777,432.265486935098,478.806599924889,442.925735807158,428.033805206728,428.542121795576,109.558180165558,103.180215232983,428.372571568266,415.9867227009,102.240410409342,94.7327036601918,427.663067570244,446.478586557928,424.03426378233,430.261042958304,432.201474064983,414.396575460468,423.407102951665,534.778426191859,436.974792936093,503.039109661865,428.573391953247,447.847750658694,445.214668008764,433.001950905872,436.758405601064,427.92645764584,429.989170193208,428.338337209097
"3",93.4358441194455,92.8610948353992,0,90.3327948270262,90.1799851099028,93.0725649921173,507.390016351247,96.7257782780972,95.5643659373898,97.9030626272731,91.8900955567617,97.0755640477256,91.8854412998291,94.0861379146587,426.473932813434,424.256632465553,412.153463549134,413.298946991284,433.490626592087,419.867810022564,420.349234864185,415.759241899688,422.610360812658,468.397663001591,433.376086504195,417.53211846816,419.511341564083,103.480467082372,100.011552949265,417.985160649617,405.808142766867,97.8345172164826,79.0823893090869,417.374484606577,435.635827403034,413.720276673393,420.193104745793,422.600111272989,403.94890291853,413.350216511545,524.822697696609,426.871040612392,493.415600741316,418.839290420983,440.316194545877,435.110490811745,423.825327831059,427.445102735966,417.013897716866,420.967782466701,418.479662105751
"4",99.5863968316987,92.0326004930692,90.3327948270262,0,92.1042246565522,91.1354136296861,506.892772375658,95.7156287906557,103.269191585894,101.534477102407,89.2935823493108,96.5053299697396,92.7404468811722,105.806214141442,426.869757219261,424.516261699705,412.133253317465,413.766439409747,433.453319468201,420.390226803232,420.412079822423,414.708163989909,421.967406358672,469.486192532,432.333865331792,417.570032768204,419.757081118148,97.6637024237382,97.7596489095978,418.52205386877,406.048081646922,93.0814377658805,87.0903486542148,417.816188872859,437.006501810719,413.872470723406,420.131423984892,423.191725370731,404.092925322373,412.482039805385,524.07242185469,426.528328599288,493.639132151976,419.323613232881,441.001225465144,435.941431567761,424.568684504769,427.335957722838,417.902714307066,422.000673700421,418.02459769894
"5",96.862365358788,101.987257799896,90.1799851099028,92.1042246565522,0,89.8711335872884,510.58162751855,102.526192921639,103.360355677271,99.5515456425158,87.5001520460065,103.258104390131,95.6259264877226,98.9813232381899,430.074103376442,427.4615045299,415.204346713313,417.045217410264,436.565605654139,424.638343360572,424.683692473651,418.771549335347,426.35030183193,472.992833465904,436.879925168502,421.156788437906,422.423397788121,103.950730383161,102.666781146323,422.758208325914,410.195510594334,97.2073979248918,90.4085773207679,422.201693364969,440.990841690869,418.705876268226,425.068263810602,426.608115270241,408.801289459942,417.682650301205,528.001630676581,430.509122190882,498.139548760348,423.750858715216,443.18951573828,439.688660003126,428.085327565558,430.268261031417,422.194319297726,426.261331266413,422.663822638062
"6",97.4460292880531,96.5204401062138,93.0725649921173,91.1354136296861,89.8711335872884,0,509.350873050163,95.5960582565578,103.521334455965,98.2209266896605,82.296758501972,102.608803760235,85.1888707600921,102.000098323264,427.512672490692,424.736366501155,412.569967206701,414.127097321327,434.306033962881,422.164669656817,422.591952105139,417.022330891258,424.403665286015,469.82382396749,435.17620967639,420.081596117459,419.430099946924,93.1743996602706,98.9446305602055,420.327799410825,407.929535512382,93.9217857905494,80.8841047188496,419.673614299466,438.443540834627,416.2993835944,421.032217733472,423.798413348031,406.173542214582,415.733162359355,526.608491900175,428.747613893067,495.264642022909,419.702015888694,441.087492636512,436.265729557171,424.861522332402,427.647922078884,419.763890173508,422.630312098991,420.258943755115
"7",511.00039169737,516.930712676111,507.390016351247,506.892772375658,510.58162751855,509.350873050163,0,516.856540544965,516.595169551518,513.10634019896,513.923186598801,512.421715867419,512.64406614455,522.696399559439,503.639725161836,500.693315321137,489.864594641581,491.406527470614,511.600062491807,538.607286764928,539.880800344563,236.367485478418,244.214238409976,474.876951128756,254.760636789125,237.800208941995,496.517224916768,519.64718422289,514.907137525967,536.999340478189,525.618119327805,511.847928434629,505.908151432096,532.887836592286,556.33485820932,533.943027273584,541.156687213907,439.268923673142,522.965085601782,226.698184369371,346.356854535987,234.770932355477,499.103265224976,434.826933725302,457.210396037307,448.08281061191,501.162565115622,505.802590038467,537.013696476256,435.526983961208,537.158094842544
"8",102.090766116282,97.1331142048727,96.7257782780972,95.7156287906557,102.526192921639,95.5960582565578,516.856540544965,0,103.252743481084,106.836836048866,102.083679913613,103.952596775381,101.207044014835,114.911868448217,435.021054358893,432.499096720022,420.485674666281,421.424747584842,441.617394137465,428.559620739399,429.195853266519,423.468640882878,431.250973571766,477.807488458808,442.426125286495,427.634659840413,427.823407924303,108.719807664283,107.302544716593,427.342596894446,414.814773452571,99.643516758063,88.3777821884265,426.784388432828,445.725723582086,422.767406668453,428.966208849273,431.962691206297,411.698962971057,422.549068362107,533.287470540776,435.962570198256,502.749638317685,428.20262500814,448.522263031307,444.583847946636,432.341594682299,435.81964252532,426.747782963976,431.080159152493,427.265149160694
"9",101.363499827828,104.528946036566,95.5643659373898,103.269191585894,103.360355677271,103.521334455965,516.595169551518,103.252743481084,0,91.7952036382754,104.12126037444,109.345653214757,107.394235794802,110.734976159454,436.467125384162,433.108064480073,421.802710303673,423.173877807789,443.097215898854,430.503713536566,431.463230643434,426.365357270384,432.65971420366,478.339673794198,444.112346046851,428.268506158671,429.424391408772,112.484699390212,109.607717732204,429.02699569248,416.212114324079,101.236387141252,99.5315205038431,428.058309447448,447.191187964031,424.600031507673,430.802813720968,433.084734115384,414.568304534568,423.864794984621,535.140060043733,437.300947419285,503.802293900329,429.643464869084,451.064928761528,445.085993030283,433.970340871404,436.966485793552,428.200707769276,432.304425784104,428.868901430072
"10",95.2727595721227,108.030262169597,97.9030626272731,101.534477102407,99.5515456425158,98.2209266896605,513.10634019896,106.836836048866,91.7952036382754,0,93.1282597579192,109.915765661061,102.426177493162,106.834702190526,433.693481041887,430.889357359218,419.345222931002,420.436472033128,440.724715263105,427.109990468307,427.904614139439,423.064708800185,428.939152253309,476.790389663982,441.95300739877,425.628649460326,426.575669490923,105.699179944763,107.398383237867,425.963593606792,413.530314796925,99.8138742786547,97.4315656734225,425.248464000205,444.260361960209,421.700135831968,427.615871933499,430.659599471842,411.737808250102,420.657906880628,532.334452871416,435.056872587694,501.967859932281,427.069604095886,448.860116816364,443.353772944717,431.842795136512,434.776740027481,425.18325123956,430.270924204456,425.600433266572
"11",93.7144026497759,101.688219871722,91.8900955567617,89.2935823493108,87.5001520460065,82.296758501972,513.923186598801,102.083679913613,104.12126037444,93.1282597579192,0,105.544342325347,81.1519833097103,100.588072957164,431.904878758724,429.689533194598,417.206579155026,419.027481350863,438.615549825405,424.910199329391,425.967878817367,421.800857478421,428.899770369746,474.637742992365,439.884701886293,424.240132233339,424.480737907672,93.4462436872213,99.1685861887529,423.569167951709,411.438749096957,94.4693219826696,86.2713023994096,422.508399192214,442.3459971692,419.41001360526,425.865042212898,428.391439976742,409.729641520515,419.702667276524,530.631775300401,432.928527136281,499.87034022464,424.401201726417,446.403424339288,441.292161880474,429.26597136494,432.719254194808,423.04555599461,427.831256228742,423.461716560504
"12",108.676521387206,104.054119040924,97.0755640477256,96.5053299697396,103.258104390131,102.608803760235,512.421715867419,103.952596775381,109.345653214757,109.915765661061,105.544342325347,0,106.209217510064,117.966110894115,432.164607041665,429.75242378525,417.919878612035,418.856494738303,439.1658528347,425.202976217221,425.310996940223,420.952332829803,426.438079430006,473.909558836446,439.086020152231,423.824533746161,425.228188260565,114.160312524904,108.860114843328,423.875222857682,411.483469708225,106.545783816558,92.8289042815628,422.858747148806,441.88088841704,418.341356139217,425.0786276555,428.00232630135,409.102994443488,418.7822777436,529.729984656537,432.290608063019,496.788932929465,424.115626507368,445.30908359294,440.14441819154,429.615540228377,433.39700494461,423.20280015858,426.975169418007,423.55645013087
"13",95.5563488926187,101.571232909977,91.8854412998291,92.7404468811722,95.6259264877226,85.1888707600921,512.64406614455,101.207044014835,107.394235794802,102.426177493162,81.1519833097103,106.209217510064,0,104.62176864929,430.695142961137,428.111700101734,416.476850566618,417.9135555934,437.816874575863,425.311208100513,425.398862471236,420.315351984241,427.290649455521,474.171959525464,438.808086489944,423.416864593523,423.467640670819,98.243103489971,98.3450830777048,423.201746891177,411.09040645726,98.0072887671436,79.8823727149306,422.801320750367,442.004121506767,418.731086924443,425.743943813787,427.752999413943,408.704526384663,418.439280363488,529.571123608014,432.073008448742,497.790823803423,423.934717363172,445.121422466484,440.353061134568,427.941180229264,431.76686634253,422.763914881976,426.668731900675,423.375509069477
