1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51
1	0	0	5.42305312682476	0	94.9981729179918	94.9981729179918	1211.46344586834	118.471669359024	115.479006506351	118.92065129428	92.8218564500147	160.407401240643	160.407401240643	161.484303371186	412.314035538988	458.753360829123	552.942155477877	552.942155477877	412.314035538988	377.245066622718	744.289378889141	289.069441867425	289.069441867425	2477.40898997219	289.069441867425	822.747866833322	794.401053610399	805.507928660156	939.583155921811	1447.69970972063	1867.61960801119	476.050968099696	358.564518682053	394.673465564589	448.735289620999	342.045610115803	351.949545094221	3275.16901978366	812.532981434535	1211.46344586834	1211.46344586834	1211.46344586834	2486.57866100893	1497.48669074383	1497.48669074383	1497.48669074383	712.969713024727	712.969713024727	701.057136541194	2727.04252673546	802.060284855978
2	0	0	5.42305312682476	0	94.9981729179918	94.9981729179918	1211.46344586834	118.471669359024	115.479006506351	118.92065129428	92.8218564500147	160.407401240643	160.407401240643	161.484303371186	412.314035538988	458.753360829123	552.942155477877	552.942155477877	412.314035538988	377.245066622718	744.289378889141	289.069441867425	289.069441867425	2477.40898997219	289.069441867425	822.747866833322	794.401053610399	805.507928660156	939.583155921811	1447.69970972063	1867.61960801119	476.050968099696	358.564518682053	394.673465564589	448.735289620999	342.045610115803	351.949545094221	3275.16901978366	812.532981434535	1211.46344586834	1211.46344586834	1211.46344586834	2486.57866100893	1497.48669074383	1497.48669074383	1497.48669074383	712.969713024727	712.969713024727	701.057136541194	2727.04252673546	802.060284855978
3	5.42305312682476	5.42305312682476	0	5.42305312682476	98.8682639776527	98.8682639776527	1215.68309078852	122.341760418685	119.349097566012	122.790742353941	93.1402746590959	164.277492300304	164.277492300304	165.354394430847	416.53368045917	462.973005749305	557.161800398059	557.161800398059	416.53368045917	379.801785942436	746.527415195126	284.006162301373	284.006162301373	2481.62863489237	284.006162301373	826.967511753504	798.62069853058	805.717902097268	939.793129358922	1449.93774602662	1869.85764431717	478.289004405682	360.802554988038	396.911501870574	450.973325926984	344.283646421788	354.187581400206	3279.38866470385	814.77101774052	1215.68309078852	1215.68309078852	1215.68309078852	2490.79830592911	1501.70633566401	1501.70633566401	1501.70633566401	717.189357944908	717.189357944908	703.295172847179	2731.26217165565	804.298321161963
4	0	0	5.42305312682476	0	94.9981729179918	94.9981729179918	1211.46344586834	118.471669359024	115.479006506351	118.92065129428	92.8218564500147	160.407401240643	160.407401240643	161.484303371186	412.314035538988	458.753360829123	552.942155477877	552.942155477877	412.314035538988	377.245066622718	744.289378889141	289.069441867425	289.069441867425	2477.40898997219	289.069441867425	822.747866833322	794.401053610399	805.507928660156	939.583155921811	1447.69970972063	1867.61960801119	476.050968099696	358.564518682053	394.673465564589	448.735289620999	342.045610115803	351.949545094221	3275.16901978366	812.532981434535	1211.46344586834	1211.46344586834	1211.46344586834	2486.57866100893	1497.48669074383	1497.48669074383	1497.48669074383	712.969713024727	712.969713024727	701.057136541194	2727.04252673546	802.060284855978
5	94.9981729179918	94.9981729179918	98.8682639776527	94.9981729179918	0	0	1218.59651333621	23.7182276060273	20.7255647533545	24.1672095412831	81.0392248405237	65.6539594876464	65.6539594876464	66.7308616181898	402.403453468728	448.842778758863	543.031573407617	543.031573407617	402.403453468728	296.015820093009	681.194122391214	377.537518761034	377.537518761034	2483.84122424801	377.537518761034	829.891159543655	784.490471540138	769.642657297435	903.71788455909	1384.6044532227	1804.52435151326	412.95571160177	295.469262184127	331.578209066663	385.640033123073	265.470812669106	288.854288596295	3282.30208725153	749.437724936608	1218.59651333621	1218.59651333621	1218.59651333621	2495.55801952957	1487.57610867357	1487.57610867357	1487.57610867357	703.059130954466	703.059130954466	637.961880043267	2734.17559420333	738.965028358051
6	94.9981729179918	94.9981729179918	98.8682639776527	94.9981729179918	0	0	1218.59651333621	23.7182276060273	20.7255647533545	24.1672095412831	81.0392248405237	65.6539594876464	65.6539594876464	66.7308616181898	402.403453468728	448.842778758863	543.031573407617	543.031573407617	402.403453468728	296.015820093009	681.194122391214	377.537518761034	377.537518761034	2483.84122424801	377.537518761034	829.891159543655	784.490471540138	769.642657297435	903.71788455909	1384.6044532227	1804.52435151326	412.95571160177	295.469262184127	331.578209066663	385.640033123073	265.470812669106	288.854288596295	3282.30208725153	749.437724936608	1218.59651333621	1218.59651333621	1218.59651333621	2495.55801952957	1487.57610867357	1487.57610867357	1487.57610867357	703.059130954466	703.059130954466	637.961880043267	2734.17559420333	738.965028358051
7	1211.46344586834	1211.46344586834	1215.68309078852	1211.46344586834	1218.59651333621	1218.59651333621	0	1231.81886605778	1230.43881617477	1230.34670233022	1281.04523782226	1249.91159972089	1249.91159972089	1250.36463105737	949.572080886145	902.003813822898	1010.8307577924	1010.8307577924	949.572080886145	1502.40653078115	1899.63591178035	1387.12273405766	1387.12273405766	1297.85714465673	1387.12273405766	389.657740904552	647.640565993917	1986.36382852174	2120.4390557834	2603.04624261184	3022.9661409024	1631.3975009909	1513.91105157326	1550.0199984558	1604.08182251221	1471.86152335724	1507.29607798543	2071.82774914112	1967.87951432574	0	0	0	1607.93685373552	651.618567986233	651.618567986233	651.618567986233	770.163033735265	770.163033735265	1856.4036694324	1523.70125609293	1957.40681774718
8	118.471669359024	118.471669359024	122.341760418685	118.471669359024	23.7182276060273	23.7182276060273	1231.81886605778	0	3.00517183348065	1.5269782683185	98.8451569807211	42.1829593050265	42.1829593050265	43.2598614355699	408.860688932512	455.300014222647	549.338999271719	549.338999271719	408.860688932512	278.391657534561	672.409546248594	399.911714820561	399.911714820561	2497.06357696958	399.911714820561	843.113512265225	790.947707003923	776.887181297493	910.962408559148	1375.81987708008	1795.73977537064	404.17113545915	286.684686041506	322.793632924042	376.855456980452	247.846650110658	280.069712453674	3295.5244399731	740.653148793988	1231.81886605778	1231.81886605778	1231.81886605778	2508.99233750257	1494.03334413735	1494.03334413735	1494.03334413735	709.516366418251	709.516366418251	629.177303900647	2747.3979469249	730.180452215431
9	115.479006506351	115.479006506351	119.349097566012	115.479006506351	20.7255647533545	20.7255647533545	1230.43881617477	3.00517183348065	0	3.44164478792858	96.6797766074604	44.9283947342919	44.9283947342919	46.0052968648353	407.480639049505	453.91996433964	547.958949388711	547.958949388711	407.480639049505	279.929897241367	673.804708282143	397.269159342493	397.269159342493	2495.68352708658	397.269159342493	841.733462382217	789.567657120915	775.68407454635	909.759301808005	1377.21503911363	1797.13493740419	405.566297492699	288.079848075055	324.188794957591	378.250619014001	249.384889817465	281.464874487223	3294.1443900901	742.048310827537	1230.43881617477	1230.43881617477	1230.43881617477	2507.61228761957	1492.65329425435	1492.65329425435	1492.65329425435	708.136316535243	708.136316535243	630.572465934196	2746.0178970419	731.57561424898
10	118.92065129428	118.92065129428	122.790742353941	118.92065129428	24.1672095412831	24.1672095412831	1230.34670233022	1.5269782683185	3.44164478792858	0	99.7016708646772	41.6206985249141	41.6206985249141	42.6976006554574	407.388525204947	453.827850495082	547.866835544154	547.866835544154	407.388525204947	278.372222444019	673.932318165365	400.710804130422	400.710804130422	2495.59141324202	400.710804130422	841.64134853766	789.475543276357	778.324498085046	912.399725346701	1377.34264899685	1797.26254728741	405.693907375921	288.207457958277	324.316404840813	378.378228897223	247.827215020116	281.592484370445	3294.05227624554	742.175920710759	1230.34670233022	1230.34670233022	1230.34670233022	2507.52017377501	1492.56118040979	1492.56118040979	1492.56118040979	708.044202690685	708.044202690685	630.700075817418	2745.92578319734	731.703224132202
