,0,1
W_po_25484_pa,282.72397,-12.976745
W_po_80798_arsu,-244.98672,-99.302956
W_po_81036_arsu,-226.27402,-142.27394
W_po_81265_suta,175.14969,-95.87473
W_po_85474_arsu,-184.70674,-109.36688
W_po_86085_arsu,-216.04198,-108.898384
W_po_A101_pu,41.406116,246.06767
W_po_A10701_pu,40.006355,277.9469
W_po_A12284_pa,289.54944,23.761694
W_po_A1381_pu,24.726694,294.61752
W_po_A14569_pa,264.62134,43.20475
W_po_A16227_pa,261.13403,16.707237
W_po_A16298_suta,175.1731,-113.10244
W_po_A24413_ma,-129.7766,-79.86291
W_po_A265_pu,29.294752,85.16449
W_po_A2725_pu,56.5824,315.46503
W_po_A2749_pu,92.02879,241.57335
W_po_A2759_pu,64.40008,290.7858
W_po_A308_jigu,0.8747519,76.58398
W_po_A3264_jigu,-18.692753,84.97935
W_po_A334_jigu,134.19263,861.57336
W_po_A368_jigu,13.200354,68.36791
W_po_A4235_ma,-66.49515,-93.18559
W_po_A424_pu,83.41365,266.47452
W_po_A465_ma,-101.231865,-86.73908
W_po_A472_ma,-54.264885,-82.97115
W_po_A7346_pa,232.11127,44.320015
W_po_A7736_pu,73.23965,251.22864
W_po_A815_In,26.573193,239.48395
W_po_A882_ma,34.64924,58.667973
W_po_A891_arsu,-242.1069,-71.91402
W_po_A894_ma,-140.96596,-167.40475
W_po_A896_ma,-117.09479,-142.36035
W_po_A898_ma,-127.99742,-119.43773
W_po_A902_ma,-21.869883,-133.42021
W_po_A9697_pu,43.59402,297.47406
W_po_J163_ma,-26.53363,-106.74365
W_po_J192_ma,-73.06142,-165.36607
W_po_J202_ma,-162.521,-116.81332
W_po_J209_ma,6.7338796,-143.62236
W_po_J222_ma,-7.4711733,-140.70795
W_po_J226_ma,-24.549374,-89.18607
W_po_J302_ma,-64.55436,-182.52025
W_po_J335_roar,-158.71336,-137.33246
W_po_J340_roar,-148.0244,-111.548645
W_po_J391_roar,-111.77305,-54.2941
W_po_J421_roar,-163.23851,-93.80563
W_po_J439_ma,-90.5027,-121.15937
W_po_J561_arsu,-188.7485,-136.07045
W_po_J563_arsu,-190.96683,-74.83783
W_po_J610_arsu,-231.60818,-111.40485
W_po_J644_roar,-125.73481,-98.53375
W_po_J766_roar,-178.63351,-169.95538
W_po_J768_roar,-147.51361,-42.1451
W_po_T10153_suta,192.38918,-89.675125
W_po_T10234_suta,194.57845,-106.17682
W_po_T10694_pa,287.38925,8.667127
W_po_T11887_suta,175.9053,-79.70679
W_po_T12400_pu,51.46084,262.10684
W_po_T12793_pa,246.59311,22.14246
W_po_T13148_pu,18.81155,265.7291
W_po_T15888_jigu,2.0339735,96.598404
W_po_T15889_jigu,6.74004,50.68338
W_po_T2190_ma,-71.591255,-133.08157
W_po_T23485_In,19.928272,211.13243
W_po_T3157_ma,-57.574306,-133.18056
W_po_T3645_In,50.016106,228.9534
W_po_T388_ma,-17.698456,50.70708
W_po_T4097_In,98.711685,300.09448
W_po_T7132_pa,263.82074,-6.066924
W_po_T7625_jigu,-1175.5607,-6755.404
W_po_T7627_jigu,2438.4297,-2551.3013
W_po_T9346_pa,247.30359,39.471684
