,0,1
W_po_25484_pa,232.43182,-27.45798
W_po_80798_arsu,26.23222,48.185074
W_po_81036_arsu,36.098846,27.686378
W_po_81265_suta,271.0107,88.38998
W_po_85474_arsu,68.38708,-49.021755
W_po_86085_arsu,-169.4733,-146.13666
W_po_A101_pu,-97.16477,245.53879
W_po_A10701_pu,-22.082312,224.46492
W_po_A12284_pa,272.30865,-44.4558
W_po_A1381_pu,5.5868626,258.2174
W_po_A14569_pa,277.6726,-8.900024
W_po_A16227_pa,261.0563,-25.587198
W_po_A16298_suta,269.45514,114.22221
W_po_A24413_ma,-91.43358,-77.20784
W_po_A265_pu,-122.61306,10.325424
W_po_A2725_pu,-39.50811,191.80588
W_po_A2749_pu,-247.58159,-1892.2819
W_po_A2759_pu,-51.908165,224.85976
W_po_A308_jigu,-184.6173,-13.482784
W_po_A3264_jigu,-142.7815,-2.2192523
W_po_A334_jigu,-123.99158,-20.534603
W_po_A368_jigu,-190.48863,10.47511
W_po_A4235_ma,-70.05586,-119.37524
W_po_A424_pu,-26.34947,274.16296
W_po_A465_ma,-37.118324,-135.30502
W_po_A472_ma,-11.881168,-170.23116
W_po_A7346_pa,220.5039,0.40029946
W_po_A7736_pu,285.25064,2460.253
W_po_A815_In,-120.07442,244.83603
W_po_A882_ma,-154.33429,-19.297995
W_po_A891_arsu,1956.6707,321.88477
W_po_A894_ma,18.559433,-30.369715
W_po_A896_ma,-5.708758,-81.48782
W_po_A898_ma,-292.06546,57.89564
W_po_A902_ma,-13.690622,-212.04625
W_po_A9697_pu,-79.94568,234.57147
W_po_J163_ma,-37.98005,-176.27666
W_po_J192_ma,63.797344,-136.33388
W_po_J202_ma,19.643896,-64.11242
W_po_J209_ma,33.652485,-160.25533
W_po_J222_ma,16.710169,-161.9448
W_po_J226_ma,2.837215,-199.69354
W_po_J302_ma,47.767246,-189.74413
W_po_J335_roar,14.5197935,-101.52418
W_po_J340_roar,-75.57939,-145.58597
W_po_J391_roar,-102.25549,-152.17407
W_po_J421_roar,5.573066,-54.041985
W_po_J439_ma,-69.87954,-206.44577
W_po_J561_arsu,46.43369,-72.791954
W_po_J563_arsu,53.883965,-8.55998
W_po_J610_arsu,-170.55753,-175.61366
W_po_J644_roar,-39.370335,-53.615314
W_po_J766_roar,-29.724262,-37.04682
W_po_J768_roar,-27.808578,0.24796626
W_po_T10153_suta,290.8713,79.80106
W_po_T10234_suta,250.82819,96.82133
W_po_T10694_pa,240.94743,-48.970684
W_po_T11887_suta,292.23965,103.970985
W_po_T12400_pu,-97.200615,271.41406
W_po_T12793_pa,246.67206,-3.1140044
W_po_T13148_pu,-56.658024,249.80255
W_po_T15888_jigu,-208.98798,-22.745054
W_po_T15889_jigu,-168.75781,-37.257782
W_po_T2190_ma,-32.742714,-92.70081
W_po_T23485_In,245.0369,346.15698
W_po_T3157_ma,-21.4613,-127.73164
W_po_T3645_In,-55.673103,284.716
W_po_T388_ma,-109.18486,-56.883884
W_po_T4097_In,-105.73016,213.11469
W_po_T7132_pa,218.24493,-56.322937
W_po_T7625_jigu,-169.38159,19.513365
W_po_T7627_jigu,-173.08487,40.580452
W_po_T9346_pa,250.9079,-68.80968
