"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"
"M_ru_A9903_pa"	0.043529590981796026	0.04295833650696931	0.04072409678320258	0.042450554751567775	0.03994972960621525	0.04256480564653312	0.1180719526747404	0.11767842181430421	0.04158732576738518	0.11874476350064742	0.0395688932896641	0.102990834539315	0.12023002513519689	0.11851626171071673	0.11849087262294666	0.11783075634092467	0.11270216061136923	0.041155711275293876	0.12712316246477265	0.10460304161271486	0.0	0.11319724782288572	0.04806154314875467	0.046906339655216185	0.040317871378881355	0.10324472541701576	0.10485693249041562	0.041765049381775714	0.10253383095945362	0.11145809531063548	0.12752938786909387	0.04006398050118059	0.04177774392566075	0.1035874781019118	0.10271155457384416	0.10522507426308172	0.12576484626907355	0.12476197730215553	0.1254474826719476	0.12570137354964836	0.1150506512301013	0.11846548353517658	0.0509305100667733	0.051742960875415744	0.051755655419300786	0.050524284662452075	0.10490771066595578	0.10450148526163455	0.04133343488968441	0.11855434534237184
"M_ru_J265_ma"	0.11369233503440221	0.11398430954375809	0.11233401883870313	0.11319724782288572	0.11051869906314266	0.11282910605021962	0.06862670424251657	0.0688679005763323	0.11340036052504633	0.0694010714195039	0.11196587706603701	0.1211313377510346	0.06591007185111838	0.06803006067991978	0.06955340594612436	0.06879173331302206	0.041269962170259224	0.1131210805595755	0.0899662325132658	0.12254043212227385	0.11319724782288572	0.0	0.11218168431208267	0.11224515703150786	0.11345113870058648	0.12176606494528651	0.12292126843882499	0.11352730596389672	0.12042044329347247	0.04403737273719755	0.09004239977657602	0.1131210805595755	0.11216898976819763	0.12188031584025186	0.12158834133089598	0.12321324294818087	0.08876025084418716	0.08806205093051006	0.08862061086145175	0.08892527991469266	0.04011475867672074	0.06183512326402112	0.10720542310914769	0.10728159037245792	0.10480615431487547	0.1064437504760454	0.12233731942011324	0.12292126843882499	0.11261329880417396	0.06436133749714373
"M_ru_J640_roar"	0.04553532891563206	0.04732525960342245	0.04559880163505725	0.04590347068829817	0.045382994389011604	0.046728616040825656	0.11680249828623658	0.11645974560134055	0.04709675781349176	0.11750069819991368	0.046728616040825656	0.10466651433214004	0.11771650544595932	0.11813542539416559	0.11724680732221292	0.1167136364790413	0.11171198618833625	0.04724909234011222	0.12613298804173967	0.10620255414222966	0.04806154314875467	0.11218168431208267	0.0	0.04167618757458044	0.04709675781349176	0.10532663061416203	0.10660877954655089	0.046868256023561074	0.10410795440119837	0.11064564450199305	0.12656460253383095	0.04592885977606825	0.04708406326960672	0.10503465610480615	0.10395561987457791	0.10712925584583746	0.12500317363597127	0.12405108284459339	0.12557442811079797	0.1253459263208673	0.11342574961281641	0.11635818925026024	0.044735572650874654	0.04544646710843679	0.045154492599080914	0.045167187142965956	0.10645644501993043	0.10632949958108005	0.046715921496940614	0.1162439383552949
"M_ru_J676_roar"	0.04582730342498794	0.04650011425089497	0.0458146088811029	0.04568766344225252	0.04453245994871404	0.046639754233630384	0.11706908370782237	0.11654860740853581	0.04545916165232183	0.11682788737400665	0.045725747073907634	0.10506004519257624	0.11821159265747581	0.11751339274379871	0.11728489095386803	0.11682788737400665	0.11180084799553153	0.04634777972427451	0.12594256988346408	0.10636758321273516	0.046906339655216185	0.11224515703150786	0.04167618757458044	0.0	0.04505293624800061	0.10506004519257624	0.10657069591489578	0.04548455074009191	0.10427298347170386	0.11017594637824663	0.12622184984893492	0.04543377256455176	0.04603041612714855	0.10545357605301242	0.10462843070048493	0.10739584126742326	0.12493970091654606	0.1237844974230076	0.1251808972503618	0.12490161728489095	0.11280371696244954	0.11601543656536421	0.04586538705664305	0.046830172391905955	0.0472744814278823	0.04639855789981466	0.10672303044151624	0.10692614314367685	0.04578921979333282	0.11656130195242084
"M_ru_T10184_suta"	0.04281869652423388	0.04298372559473938	0.04118110036306395	0.04270444562926854	0.040889125853708075	0.0421585802422119	0.11842739990352147	0.11841470535963643	0.04036864955442151	0.11884631985172772	0.04038134409830655	0.102990834539315	0.12061086145174804	0.1193033234315891	0.11897326529057811	0.11854165079848682	0.1135907786833219	0.04107954401198365	0.12613298804173967	0.10424759438393379	0.040317871378881355	0.11345113870058648	0.04709675781349176	0.04505293624800061	0.0	0.10273694366161423	0.10450148526163455	0.041460380328534795	0.10235610734506309	0.1117627643638764	0.12722471881585296	0.039556198745779064	0.04053367862492701	0.10328280904867088	0.10258460913499377	0.10550435422855257	0.12561251174245308	0.12486353365323584	0.12580292990072867	0.12590448625180897	0.11479676035240054	0.11871937441287735	0.04943255388833879	0.050981288242313454	0.05013075380201589	0.049534110239419095	0.10432376164724401	0.1045522634371747	0.04044481681773174	0.11908751618554346
"M_ru_T11079_pa"	0.10432376164724401	0.10349861629471653	0.1030923908903953	0.10235610734506309	0.10183563104577653	0.10340975448752127	0.12603143169065936	0.12566328991799325	0.1038540635234976	0.1262726280244751	0.10328280904867088	0.03447838119176378	0.12765633330794424	0.12619646076116486	0.12596795897123417	0.12561251174245308	0.12180414857694163	0.10360017264579684	0.13449869246197985	0.03497346840328027	0.10324472541701576	0.12176606494528651	0.10532663061416203	0.10506004519257624	0.10273694366161423	0.0	0.035633584685302255	0.10365095082133699	0.03668723182776043	0.12005230152080636	0.13460024881306015	0.10291466727600478	0.10330819813644096	0.03629370096732425	0.03503694112270546	0.03854063523497601	0.13357199075837206	0.1323660090892934	0.133889354355498	0.13330540533678625	0.12326402112372102	0.126577297077716	0.10469190341991012	0.10398100896234798	0.10384136897961256	0.10372711808464721	0.036166755528473864	0.03560819559753218	0.10294005636377485	0.12633610074390028
"M_ru_T11238_pa"	0.1056820778429431	0.10523776880696677	0.10467920887602508	0.10399370350623302	0.10354939447025668	0.10502196156092111	0.12703430065757737	0.12646304618275064	0.10511082336811638	0.1273770533424734	0.10497118338538096	0.03614136644070379	0.12876075862594258	0.12732627516693326	0.1271485515525427	0.12656460253383095	0.1232894102114911	0.10490771066595578	0.13529844872673724	0.037118846319851725	0.10485693249041562	0.12292126843882499	0.10660877954655089	0.10657069591489578	0.10450148526163455	0.035633584685302255	0.0	0.10472998705156523	0.03809632619899967	0.12100439231218423	0.13552695051666794	0.10409525985731333	0.10471729250768019	0.03762662807525326	0.037004595424886384	0.03936578058750349	0.13457485972529007	0.13316576535405084	0.13486683423464596	0.13425749612816412	0.12457155914387996	0.12763094422017418	0.10592327417675883	0.10549165968466753	0.10532663061416203	0.10536471424581714	0.03775357351410364	0.03694112270546119	0.10429837255947394	0.1274405260618986
"M_ru_T11780_suta"	0.04276791834869373	0.04369462005230152	0.04173966029400564	0.04298372559473938	0.04091451494147815	0.043174143753014954	0.11814811993805062	0.11879554167618757	0.042120496610556786	0.11960799248483002	0.041346129433569453	0.10288927818823469	0.1198999669941859	0.11932871251935918	0.11917637799273872	0.11871937441287735	0.11310838601569045	0.042679056541498464	0.1264122680072105	0.10465381978825501	0.041765049381775714	0.11352730596389672	0.046868256023561074	0.04548455074009191	0.041460380328534795	0.10365095082133699	0.10472998705156523	0.0	0.10235610734506309	0.11150887348617564	0.1270469952014624	0.04148576941630487	0.04121918399471907	0.10363825627745195	0.10253383095945362	0.10555513240409273	0.12520628633813188	0.12443191916114454	0.1251428136187067	0.12537131540863736	0.11484753852794069	0.11871937441287735	0.050905120979003224	0.05100667733008353	0.051400208190519714	0.05108284459339376	0.10470459796379517	0.10442531799832432	0.042120496610556786	0.11847817807906162
"M_ru_T12541_pa"	0.10302891817097011	0.10273694366161423	0.10184832558966156	0.10194988194074187	0.1005661766572727	0.10297813999542997	0.124254195546754	0.12363216289638713	0.10294005636377485	0.12490161728489095	0.10241958006448829	0.03706806814431157	0.1260822098661995	0.12426689009063904	0.12426689009063904	0.1238860537740879	0.12015385787188666	0.10222916190621271	0.13284840175692486	0.03710615177596669	0.10253383095945362	0.12042044329347247	0.10410795440119837	0.10427298347170386	0.10235610734506309	0.03668723182776043	0.03809632619899967	0.10235610734506309	0.0	0.11837662172798132	0.13267067814253433	0.10222916190621271	0.10196257648462691	0.038070937111229594	0.03755046081194303	0.03953080965800899	0.1313885292101455	0.13015715845329678	0.13147739101734074	0.1312996674029502	0.12227384670068804	0.12457155914387996	0.10360017264579684	0.10288927818823469	0.10297813999542997	0.1025592200472237	0.03733465356589738	0.03819788255007998	0.1012643765709498	0.12493970091654606
"M_ru_T13253_ma"	0.11202934978546221	0.11254982608474877	0.11084875720415366	0.11191509889049686	0.10959199735953487	0.11195318252215197	0.06439942112879884	0.06471678472592479	0.11191509889049686	0.06629090816766954	0.11058217178256785	0.1193667961510143	0.054218396932998195	0.06441211567268389	0.06507223195470586	0.06433594840937365	0.04389773275446213	0.11178815345164649	0.08944575621397924	0.12052199964455278	0.11145809531063548	0.04403737273719755	0.11064564450199305	0.11017594637824663	0.1117627643638764	0.12005230152080636	0.12100439231218423	0.11150887348617564	0.11837662172798132	0.0	0.08972503617945007	0.11135653895955518	0.11081067357249855	0.11993805062584101	0.11954451976540482	0.12177875948917155	0.08826516363267067	0.08703379287582197	0.08810013456216519	0.08845558179094624	0.04358036915733618	0.05128595729555437	0.10546627059689745	0.10485693249041562	0.10327011450478585	0.10472998705156523	0.12075050143448346	0.12080127961002361	0.11102648081854419	0.05343133521212583
"M_ru_T14456_In"	0.1273389697108183	0.1277325005712545	0.12661538070937112	0.1273770533424734	0.12500317363597127	0.12723741335973798	0.08892527991469266	0.09074059969025312	0.1271739406403128	0.09160382867443573	0.12566328991799325	0.1337877980044177	0.09466321375072993	0.09058826516363266	0.09178155228882626	0.08987737070607053	0.08985198161830045	0.12732627516693326	0.03333587224211034	0.13473988879579557	0.12752938786909387	0.09004239977657602	0.12656460253383095	0.12622184984893492	0.12722471881585296	0.13460024881306015	0.13552695051666794	0.1270469952014624	0.13267067814253433	0.08972503617945007	0.0	0.1275039987813238	0.12579023535684364	0.13440983065478457	0.13414324523319876	0.13566659049940336	0.03157133064209003	0.030695407114022393	0.028283443775865134	0.02830883286363521	0.09055018153197755	0.09386345748597252	0.12341635565034148	0.12288318480716988	0.12180414857694163	0.1231878538604108	0.1348160560591058	0.13494300149795618	0.12615837712950972	0.09387615202985757
"M_ru_T14532_suta"	0.04223474750552213	0.041968162083936326	0.04057176225658212	0.041231878538604105	0.04071140223931754	0.04149846396018991	0.11779267270926956	0.11770381090207428	0.03988625688679006	0.11805925813085535	0.04060984588823723	0.10281311092492447	0.11941757432655445	0.11915098890496864	0.11882093076395765	0.11805925813085535	0.1135907786833219	0.04072409678320258	0.1264376570949806	0.10447609617386447	0.04006398050118059	0.1131210805595755	0.04592885977606825	0.04543377256455176	0.039556198745779064	0.10291466727600478	0.10409525985731333	0.04148576941630487	0.10222916190621271	0.11135653895955518	0.1275039987813238	0.0	0.03885799883210196	0.10323203087313072	0.10273694366161423	0.10489501612207074	0.12563790083022316	0.12471119912661538	0.12565059537410822	0.12570137354964836	0.1145174803869297	0.11826237083301597	0.05014344834590093	0.04938177571279864	0.050105364714245815	0.04971183385380963	0.10404448168177317	0.10452687434940462	0.04082565313428289	0.11837662172798132
"M_ru_T14622_suta"	0.042222052961637085	0.04299642013862442	0.040863736765938	0.04241247111991266	0.04014014776449082	0.042856780155889	0.11689136009343185	0.11725950186609795	0.04121918399471907	0.11794500723589002	0.041231878538604105	0.10267347094218905	0.11925254525604895	0.11822428720136086	0.1180719526747404	0.11725950186609795	0.11218168431208267	0.041041460380328534	0.12535862086475233	0.10393023078680783	0.04177774392566075	0.11216898976819763	0.04708406326960672	0.04603041612714855	0.04053367862492701	0.10330819813644096	0.10471729250768019	0.04121918399471907	0.10196257648462691	0.11081067357249855	0.12579023535684364	0.03885799883210196	0.0	0.10304161271485515	0.10214030009901744	0.10554243786020769	0.12455886459999492	0.12330210475537615	0.1244192246172595	0.12424150100286897	0.1143524513164242	0.11776728362149948	0.050333866504176504	0.05038464467971666	0.05131134638332445	0.050689313732957576	0.10443801254220936	0.10479345977099043	0.03994972960621525	0.11750069819991368
"M_ru_T1649_pa"	0.10390484169903776	0.10409525985731333	0.10310508543428035	0.1031558636098205	0.10189910376520171	0.10372711808464721	0.12543478812806255	0.125244369969787	0.10417142712062355	0.12658999162160103	0.10354939447025668	0.03573514103638256	0.12774519511513951	0.12613298804173967	0.12592987533957906	0.12559981719856805	0.12151217406758576	0.10361286718968188	0.13440983065478457	0.03615406098458882	0.1035874781019118	0.12188031584025186	0.10503465610480615	0.10545357605301242	0.10328280904867088	0.03629370096732425	0.03762662807525326	0.10363825627745195	0.038070937111229594	0.11993805062584101	0.13440983065478457	0.10323203087313072	0.10304161271485515	0.0	0.03603981008962348	0.03880722065656181	0.1334577398634067	0.13187092187777694	0.1337497143727626	0.13319115444182092	0.12360677380861705	0.1263107116561302	0.10472998705156523	0.1044507070860944	0.10395561987457791	0.10384136897961256	0.03755046081194303	0.03716962449539188	0.10249574732779851	0.12652651890217584
"M_ru_T16553_pa"	0.10328280904867088	0.10306700180262524	0.10227994008175287	0.10243227460837333	0.10104856932490415	0.10318125269759057	0.12559981719856805	0.12525706451367202	0.1032193363292457	0.12617107167339478	0.10280041638103943	0.035519333790336914	0.1274786096935537	0.12594256988346408	0.12576484626907355	0.1253078426892122	0.12132175590931017	0.10278772183715439	0.13409246705765862	0.036471424581714776	0.10271155457384416	0.12158834133089598	0.10395561987457791	0.10462843070048493	0.10258460913499377	0.03503694112270546	0.037004595424886384	0.10253383095945362	0.03755046081194303	0.11954451976540482	0.13414324523319876	0.10273694366161423	0.10214030009901744	0.03603981008962348	0.0	0.03869296976159647	0.13334348896844136	0.13173128189504152	0.13338157260009648	0.13254373270368397	0.12359407926473202	0.125917180795694	0.10395561987457791	0.10382867443572752	0.10333358722421103	0.10316855815370554	0.035862086475232945	0.03672531545941554	0.10184832558966156	0.12625993348059003
"M_ru_T19782_pa"	0.10643105593216036	0.1055805214918628	0.10517429608754157	0.1045141798055196	0.10381597989184249	0.10561860512351791	0.1277325005712545	0.12672963160433645	0.10573285601848326	0.12810064234392057	0.1058471069134486	0.03813440983065478	0.12966207124178028	0.12784675146621982	0.1276690278518293	0.12736435879858837	0.1236575519841572	0.10550435422855257	0.13538731053393252	0.03954350420189402	0.10522507426308172	0.12321324294818087	0.10712925584583746	0.10739584126742326	0.10550435422855257	0.03854063523497601	0.03936578058750349	0.10555513240409273	0.03953080965800899	0.12177875948917155	0.13566659049940336	0.10489501612207074	0.10554243786020769	0.03880722065656181	0.03869296976159647	0.0	0.13443521974255465	0.13363546347779726	0.1347525833396806	0.13442252519866962	0.1251428136187067	0.12853225683601188	0.10654530682712571	0.10631680503719501	0.10594866326452891	0.10578363419402341	0.03972122781628456	0.039061111534262574	0.10459034706882982	0.12851956229212685
"M_ru_T23245_In"	0.1254474826719476	0.12617107167339478	0.12482545002158073	0.12573945718130347	0.12351791200142179	0.1253459263208673	0.08787163277223449	0.08933150531901389	0.12556173356691294	0.09004239977657602	0.12427958463452408	0.13273415086195953	0.093355675730571	0.08915378170462335	0.09057557061974764	0.0887729453880722	0.08869677812476198	0.12584101353238378	0.02959098179602407	0.1339147434432681	0.12576484626907355	0.08876025084418716	0.12500317363597127	0.12493970091654606	0.12561251174245308	0.13357199075837206	0.13457485972529007	0.12520628633813188	0.1313885292101455	0.08826516363267067	0.03157133064209003	0.12563790083022316	0.12455886459999492	0.1334577398634067	0.13334348896844136	0.13443521974255465	0.0	0.029210145479472923	0.029464036357173685	0.02999720720034529	0.08939497803843909	0.09227663950034275	0.12254043212227385	0.12162642496255109	0.12047122146901262	0.12160103587478102	0.13409246705765862	0.13383857617995784	0.12434305735394928	0.09259400309746871
"M_ru_T23246_In"	0.12474928275827049	0.1252189808820169	0.12392413740574301	0.12471119912661538	0.12238809759565339	0.1244192246172595	0.08730037829740778	0.08891258537080762	0.12453347551222485	0.08997892705715084	0.12335288293091629	0.13145200192957068	0.09278442125574428	0.08865869449310686	0.08995353796938076	0.08789702186000457	0.08769390915784396	0.12440653007337446	0.030060679919770482	0.1324294818087186	0.12476197730215553	0.08806205093051006	0.12405108284459339	0.1237844974230076	0.12486353365323584	0.1323660090892934	0.13316576535405084	0.12443191916114454	0.13015715845329678	0.08703379287582197	0.030695407114022393	0.12471119912661538	0.12330210475537615	0.13187092187777694	0.13173128189504152	0.13363546347779726	0.029210145479472923	0.0	0.029959123568690176	0.028689669180186356	0.08864599994922183	0.09147688323558535	0.12118211592657475	0.12026810876685201	0.11977302155533552	0.12075050143448346	0.13283570721303983	0.13250564907202883	0.12326402112372102	0.09187041409602154
"M_ru_T23416_In"	0.12589179170792394	0.1263107116561302	0.12496509000431615	0.12559981719856805	0.12350521745753675	0.12586640262015386	0.08773199278949907	0.08959809074059968	0.12559981719856805	0.0905628760758626	0.12393683194962805	0.13307690354685556	0.09352070480107649	0.08919186533627847	0.09099449056795389	0.0888364181074974	0.08909030898519817	0.12582831898849875	0.031939472414756136	0.13430827430370426	0.1254474826719476	0.08862061086145175	0.12557442811079797	0.1251808972503618	0.12580292990072867	0.133889354355498	0.13486683423464596	0.1251428136187067	0.13147739101734074	0.08810013456216519	0.028283443775865134	0.12565059537410822	0.1244192246172595	0.1337497143727626	0.13338157260009648	0.1347525833396806	0.029464036357173685	0.029959123568690176	0.0	0.025566811384466957	0.08973773072333512	0.09251783583415848	0.12222306852514789	0.12176606494528651	0.12007769060857644	0.12141061771650545	0.13423210704039404	0.1340543834260035	0.12463503186330516	0.09278442125574428
"M_ru_T23478_In"	0.12609490441008456	0.12615837712950972	0.12516820270647674	0.12590448625180897	0.12363216289638713	0.12573945718130347	0.08821438545713052	0.08995353796938076	0.12559981719856805	0.09079137786579328	0.12413994465178867	0.1323913981770635	0.09349531571330642	0.08952192347728946	0.09129915962119481	0.0889379744585777	0.08878563993195725	0.12575215172518853	0.03188869423921598	0.1332927107929012	0.12570137354964836	0.08892527991469266	0.1253459263208673	0.12490161728489095	0.12590448625180897	0.13330540533678625	0.13425749612816412	0.12537131540863736	0.1312996674029502	0.08845558179094624	0.02830883286363521	0.12570137354964836	0.12424150100286897	0.13319115444182092	0.13254373270368397	0.13442252519866962	0.02999720720034529	0.028689669180186356	0.025566811384466957	0.0	0.08966156346002488	0.09264478127300886	0.12224845761291797	0.12179145403305659	0.12040774874958743	0.12191839947190697	0.1337243252849925	0.13359737984614212	0.12476197730215553	0.09291136669459467
"M_ru_T3164_ma"	0.11480945489628558	0.11466981491355016	0.11413664407037855	0.11431436768476909	0.11204204432934725	0.11442861857973444	0.06832203518927565	0.06841089699647092	0.11456825856246985	0.06874095513748191	0.11331149871785107	0.12303551933379034	0.06316805037195014	0.06731916622235763	0.06838550790870083	0.0669129408180364	0.04149846396018991	0.11461903673801001	0.0903978470053571	0.12426689009063904	0.1150506512301013	0.04011475867672074	0.11342574961281641	0.11280371696244954	0.11479676035240054	0.12326402112372102	0.12457155914387996	0.11484753852794069	0.12227384670068804	0.04358036915733618	0.09055018153197755	0.1145174803869297	0.1143524513164242	0.12360677380861705	0.12359407926473202	0.1251428136187067	0.08939497803843909	0.08864599994922183	0.08973773072333512	0.08966156346002488	0.0	0.05886459999492218	0.1079417066544799	0.1075100921623886	0.10615177596668951	0.1081702084444106	0.12457155914387996	0.12454617005610988	0.11393353136821795	0.06108614517480387
"M_ru_T3228_jigu"	0.1180719526747404	0.11851626171071673	0.1182369817452459	0.1183385380963262	0.11632010561860512	0.11842739990352147	0.06452636656764922	0.06563079188564755	0.1183385380963262	0.0665447990453703	0.11685327646177673	0.12586640262015386	0.035557417421992026	0.06418361388275319	0.06507223195470586	0.0642851702338335	0.060857643384873185	0.11851626171071673	0.09327950846726077	0.12671693706045142	0.11846548353517658	0.06183512326402112	0.11635818925026024	0.11601543656536421	0.11871937441287735	0.126577297077716	0.12763094422017418	0.11871937441287735	0.12457155914387996	0.05128595729555437	0.09386345748597252	0.11826237083301597	0.11776728362149948	0.1263107116561302	0.125917180795694	0.12853225683601188	0.09227663950034275	0.09147688323558535	0.09251783583415848	0.09264478127300886	0.05886459999492218	0.0	0.11029019727321197	0.11021403000990175	0.10809404118110036	0.10978241551781044	0.127250107903623	0.12752938786909387	0.11755147637545384	0.03309467590829462
"M_ru_T368_ma"	0.051019371873968565	0.05110823368116384	0.04943255388833879	0.0496356665904994	0.04982608474877498	0.04990225201208521	0.11225785157539289	0.11188970980272679	0.049610277502729325	0.11239749155812831	0.049419859344453754	0.10415873257673852	0.11169929164445122	0.11290527331352984	0.11257521517251885	0.11155965166171579	0.10678650316094143	0.04950872115164902	0.1229593520704801	0.10587249600121867	0.0509305100667733	0.10720542310914769	0.044735572650874654	0.04586538705664305	0.04943255388833879	0.10469190341991012	0.10592327417675883	0.050905120979003224	0.10360017264579684	0.10546627059689745	0.12341635565034148	0.05014344834590093	0.050333866504176504	0.10472998705156523	0.10395561987457791	0.10654530682712571	0.12254043212227385	0.12118211592657475	0.12222306852514789	0.12224845761291797	0.1079417066544799	0.11029019727321197	0.0	0.04140960215299464	0.04307258740193465	0.04234899840048747	0.10605021961560922	0.10612638687891944	0.04925483027394826	0.10936349556960419
"M_ru_T381_ma"	0.0516287099804504	0.05108284459339376	0.04986416838043009	0.050600451925762305	0.04974991748546475	0.04972452839769467	0.11111534262573945	0.11095031355523396	0.05070200827684261	0.11130576078401504	0.04967375022215452	0.10367633990910706	0.1111661208012796	0.11229593520704802	0.11221976794373778	0.11089953537969381	0.10696422677533196	0.05057506283799223	0.12204534491075736	0.10531393607027699	0.051742960875415744	0.10728159037245792	0.04544646710843679	0.046830172391905955	0.050981288242313454	0.10398100896234798	0.10549165968466753	0.05100667733008353	0.10288927818823469	0.10485693249041562	0.12288318480716988	0.04938177571279864	0.05038464467971666	0.1044507070860944	0.10382867443572752	0.10631680503719501	0.12162642496255109	0.12026810876685201	0.12176606494528651	0.12179145403305659	0.1075100921623886	0.11021403000990175	0.04140960215299464	0.0	0.044164318176047934	0.042602889278188234	0.1054154924213573	0.1055170487724376	0.051590626348795285	0.11022672455378678
"M_ru_T476_ma"	0.05077817554015284	0.050765480996267806	0.05063853555741742	0.050333866504176504	0.05032117196029147	0.050524284662452075	0.11039175362429228	0.11042983725594739	0.05015614288978597	0.11058217178256785	0.05004189199482063	0.10379059080407241	0.10988397186889075	0.1107598953969584	0.11073450630918831	0.11081067357249855	0.10494579429761089	0.05074009190849773	0.12109325411937949	0.10565668875517302	0.051755655419300786	0.10480615431487547	0.045154492599080914	0.0472744814278823	0.05013075380201589	0.10384136897961256	0.10532663061416203	0.051400208190519714	0.10297813999542997	0.10327011450478585	0.12180414857694163	0.050105364714245815	0.05131134638332445	0.10395561987457791	0.10333358722421103	0.10594866326452891	0.12047122146901262	0.11977302155533552	0.12007769060857644	0.12040774874958743	0.10615177596668951	0.10809404118110036	0.04307258740193465	0.044164318176047934	0.0	0.021948866377231067	0.1051489069997715	0.1050473506486912	0.04997841927539543	0.10851296112930663
"M_ru_T494_ma"	0.05020692106532612	0.050828953715692994	0.0496356665904994	0.050600451925762305	0.048505852184731	0.04987686292431513	0.1118262370833016	0.11135653895955518	0.04994033564374032	0.11227054611927793	0.04921674664229314	0.10342244903140631	0.1111661208012796	0.11211821159265747	0.11224515703150786	0.11150887348617564	0.10612638687891944	0.050422728311371776	0.12255312666615889	0.10516160154365653	0.050524284662452075	0.1064437504760454	0.045167187142965956	0.04639855789981466	0.049534110239419095	0.10372711808464721	0.10536471424581714	0.05108284459339376	0.1025592200472237	0.10472998705156523	0.1231878538604108	0.04971183385380963	0.050689313732957576	0.10384136897961256	0.10316855815370554	0.10578363419402341	0.12160103587478102	0.12075050143448346	0.12141061771650545	0.12191839947190697	0.1081702084444106	0.10978241551781044	0.04234899840048747	0.042602889278188234	0.021948866377231067	0.0	0.10526315789473684	0.10460304161271486	0.050600451925762305	0.10984588823723564
"M_ru_T6500_pa"	0.10550435422855257	0.10526315789473684	0.10414603803285348	0.10394292533069287	0.10339705994363622	0.1050473506486912	0.1262726280244751	0.12580292990072867	0.10511082336811638	0.1270469952014624	0.10509812882423135	0.03614136644070379	0.12878614771371263	0.1267423261482215	0.1265392134460609	0.12610759895396959	0.12214690126183766	0.1048823215781857	0.1351207251123467	0.03739812628532257	0.10490771066595578	0.12233731942011324	0.10645644501993043	0.10672303044151624	0.10432376164724401	0.036166755528473864	0.03775357351410364	0.10470459796379517	0.03733465356589738	0.12075050143448346	0.1348160560591058	0.10404448168177317	0.10443801254220936	0.03755046081194303	0.035862086475232945	0.03972122781628456	0.13409246705765862	0.13283570721303983	0.13423210704039404	0.1337243252849925	0.12457155914387996	0.127250107903623	0.10605021961560922	0.1054154924213573	0.1051489069997715	0.10526315789473684	0.0	0.0374742935486328	0.1039175362429228	0.12728819153527815
"M_ru_T6577_pa"	0.10555513240409273	0.10523776880696677	0.10427298347170386	0.10439992891055425	0.10324472541701576	0.1050473506486912	0.12670424251656637	0.12625993348059003	0.10549165968466753	0.12745322060578362	0.1049204052098408	0.03639525731840455	0.12878614771371263	0.12681849341153173	0.12676771523599156	0.12628532256836011	0.12257851575392896	0.10506004519257624	0.1351461142001168	0.03678878817884074	0.10450148526163455	0.12292126843882499	0.10632949958108005	0.10692614314367685	0.1045522634371747	0.03560819559753218	0.03694112270546119	0.10442531799832432	0.03819788255007998	0.12080127961002361	0.13494300149795618	0.10452687434940462	0.10479345977099043	0.03716962449539188	0.03672531545941554	0.039061111534262574	0.13383857617995784	0.13250564907202883	0.1340543834260035	0.13359737984614212	0.12454617005610988	0.12752938786909387	0.10612638687891944	0.1055170487724376	0.1050473506486912	0.10460304161271486	0.0374742935486328	0.0	0.10434915073501409	0.1275420824129789
"M_ru_T753_suta"	0.04213319115444182	0.04341534008683068	0.042044329347246556	0.042374387488257545	0.04160002031127022	0.042107802066671744	0.11690405463731689	0.11701830553228222	0.041384213065224565	0.11772919998984437	0.03984817325513494	0.10258460913499377	0.11896057074669307	0.11770381090207428	0.11767842181430421	0.11734836367329322	0.11265138243582908	0.040546373168812044	0.12554903902302791	0.10406987076954324	0.04133343488968441	0.11261329880417396	0.046715921496940614	0.04578921979333282	0.04044481681773174	0.10294005636377485	0.10429837255947394	0.042120496610556786	0.1012643765709498	0.11102648081854419	0.12615837712950972	0.04082565313428289	0.03994972960621525	0.10249574732779851	0.10184832558966156	0.10459034706882982	0.12434305735394928	0.12326402112372102	0.12463503186330516	0.12476197730215553	0.11393353136821795	0.11755147637545384	0.04925483027394826	0.051590626348795285	0.04997841927539543	0.050600451925762305	0.1039175362429228	0.10434915073501409	0.0	0.11791961814811994
"M_ru_T7634_jigu"	0.11851626171071673	0.11865590169345215	0.11794500723589002	0.11830045446467108	0.11635818925026024	0.11854165079848682	0.06405666844390281	0.06490720288420038	0.11863051260568208	0.06604971183385382	0.11701830553228222	0.1259806535151192	0.03100007616726331	0.06434864295325869	0.06467870109426968	0.06381547211008709	0.062419072282732885	0.11850356716683169	0.09410465381978826	0.12708507883311754	0.11855434534237184	0.06436133749714373	0.1162439383552949	0.11656130195242084	0.11908751618554346	0.12633610074390028	0.1274405260618986	0.11847817807906162	0.12493970091654606	0.05343133521212583	0.09387615202985757	0.11837662172798132	0.11750069819991368	0.12652651890217584	0.12625993348059003	0.12851956229212685	0.09259400309746871	0.09187041409602154	0.09278442125574428	0.09291136669459467	0.06108614517480387	0.03309467590829462	0.10936349556960419	0.11022672455378678	0.10851296112930663	0.10984588823723564	0.12728819153527815	0.1275420824129789	0.11791961814811994	0.0
