,0,1
W_po_25484_pa,166.49045,-134.97499
W_po_80798_arsu,-78.45889,-25.602528
W_po_81036_arsu,-84.15029,-25.407106
W_po_81265_suta,192.79793,23.751991
W_po_85474_arsu,450.59393,41.061382
W_po_86085_arsu,-81.732254,-22.46918
W_po_A101_pu,37.98275,171.72076
W_po_A10701_pu,31.698368,167.80627
W_po_A12284_pa,166.58215,-123.63971
W_po_A1381_pu,29.070757,178.93553
W_po_A14569_pa,165.69229,-130.51959
W_po_A16227_pa,164.33717,-126.74305
W_po_A16298_suta,190.2726,26.373384
W_po_A24413_ma,-73.9561,17.972546
W_po_A265_pu,-44.621826,-203.49557
W_po_A2725_pu,24.407755,176.61034
W_po_A2749_pu,37.885838,181.56485
W_po_A2759_pu,22.069664,178.49026
W_po_A308_jigu,-36.526844,-204.23022
W_po_A3264_jigu,-37.818604,-197.6748
W_po_A334_jigu,-39.06144,-200.62845
W_po_A368_jigu,-32.98348,-200.04169
W_po_A4235_ma,-74.53587,0.20908867
W_po_A424_pu,29.022043,183.2003
W_po_A465_ma,-89.579575,25.196941
W_po_A472_ma,-104.303116,21.406332
W_po_A7346_pa,162.71036,-138.17717
W_po_A7736_pu,35.040787,175.84929
W_po_A815_In,45.383537,172.19862
W_po_A882_ma,-40.59461,-204.74947
W_po_A891_arsu,-82.72701,-19.354128
W_po_A894_ma,-69.2942,8.827997
W_po_A896_ma,-78.2088,8.020237
W_po_A898_ma,-79.41407,-1.3562508
W_po_A902_ma,-83.30735,31.960142
W_po_A9697_pu,32.84344,171.33382
W_po_J163_ma,-105.60826,41.166904
W_po_J192_ma,-97.162834,30.729156
W_po_J202_ma,-80.091324,1.6519529
W_po_J209_ma,-99.04318,40.160595
W_po_J222_ma,-101.86175,40.539192
W_po_J226_ma,-100.69427,26.687366
W_po_J302_ma,-313.25586,-385.27744
W_po_J335_roar,-64.77513,11.04481
W_po_J340_roar,-78.147705,-5.3834066
W_po_J391_roar,-89.49009,19.895844
W_po_J421_roar,-73.18807,9.759319
W_po_J439_ma,-96.50175,33.769257
W_po_J561_arsu,-104.13261,-32.276737
W_po_J563_arsu,-79.17945,-40.073776
W_po_J610_arsu,-83.08002,-14.039094
W_po_J644_roar,-70.94028,4.6665688
W_po_J766_roar,-84.43256,-2.1688006
W_po_J768_roar,-72.506584,12.498661
W_po_T10153_suta,192.183,19.695683
W_po_T10234_suta,195.31766,21.537521
W_po_T10694_pa,158.89972,-122.85069
W_po_T11887_suta,188.55554,21.536547
W_po_T12400_pu,38.127827,176.22368
W_po_T12793_pa,162.4195,-131.61853
W_po_T13148_pu,37.02123,167.30179
W_po_T15888_jigu,-47.432144,-206.90906
W_po_T15889_jigu,-44.5798,-198.9957
W_po_T2190_ma,-87.63635,32.900555
W_po_T23485_In,-16.936018,504.71066
W_po_T3157_ma,-86.351875,26.65328
W_po_T3645_In,22.472,172.45074
W_po_T388_ma,-41.319756,-192.2683
W_po_T4097_In,43.396423,177.7824
W_po_T7132_pa,171.88016,-133.95369
W_po_T7625_jigu,-29.937729,-205.10857
W_po_T7627_jigu,-27.742048,-203.27261
W_po_T9346_pa,160.89479,-127.83174
