,0,1
G_cy_80582_arsu,17.119978,36.324337
G_cy_80701_arsu,4.985068,36.15508
G_cy_80801_arsu,13.041078,43.35511
G_cy_80826_arsu,0.66687727,48.743088
G_cy_81108_arsu,-11.839082,34.409172
G_cy_81118_arsu,-8.697233,36.9069
G_cy_82508_pu,-98.331154,-131.8609
G_cy_85356_suta,2.9043622,43.670567
G_cy_85499_arsu,15.88079,40.36428
G_cy_85678_arsu,19.69843,42.218006
G_cy_86297_suta,-4.111612,45.47432
G_cy_86321_suta,-4.3832273,52.32211
G_cy_86458_suta,-1.1856529,42.818363
G_cy_86478_suta,-6.6948996,39.448563
G_cy_J296_ma,-147.10764,0.83615464
G_cy_J477_ma,-144.86667,2.788762
G_cy_J691_roar,-148.53029,11.852651
G_cy_J694_roar,-140.34006,1.0516723
G_cy_J773_ma,-149.31435,-1.8262439
G_cy_T10897_pa,51.314434,-142.49461
G_cy_T11062_pa,62.313766,-134.71883
G_cy_T12275_pu,-104.808655,-122.863396
G_cy_T12279_pu,-109.928444,-125.78365
G_cy_T12385_In,76.643486,159.76965
G_cy_T12392_pu,-108.152985,-123.46413
G_cy_T13184_pu,-110.76548,-121.32336
G_cy_T13251_ma,-149.13792,5.3715086
G_cy_T14558_suta,-1.0653483,36.290546
G_cy_T16693_suta,-2.2753034,40.32902
G_cy_T16771_pa,46.329735,-140.60376
G_cy_T1705_pa,50.857513,-130.75359
G_cy_T18563_suta,8.727034,35.800938
G_cy_T18620_suta,-10.429569,44.09058
G_cy_T18744_pa,56.84869,-139.82903
G_cy_T19429_pa,44.274487,-133.68555
G_cy_T19520_pa,58.686203,-133.14388
G_cy_T19765_pa,54.893597,-136.77153
G_cy_T23196_In,84.48862,157.84326
G_cy_T2497_pa,50.407154,-137.21478
G_cy_T26228_pu,-105.52491,-129.18748
G_cy_T26229_pu,-98.625114,-134.30807
G_cy_T26252_pu,-102.11615,-131.78001
G_cy_T310_In,73.37438,159.46217
G_cy_T3343_jigu,85.596275,153.37798
G_cy_T3384_jigu,80.89591,152.52591
G_cy_T3385_jigu,82.31011,155.71576
G_cy_T363_ma,-147.7071,7.9862757
G_cy_T364_ma,-143.93282,6.8389735
G_cy_T6579_pa,60.111732,-142.41655
G_cy_T7636_In,80.89826,158.82994
G_cy_T9133_pa,48.398643,-135.4676
